OrderId,Return_reason
OR-090031,Damaged item
OR-089028,Damaged item
OR-099206,Damaged item
OR-076257,Received wrong quantity
OR-108218,Item not as described
OR-101784,Received wrong quantity
OR-011527,Better price found elsewhere
OR-088962,Received wrong quantity
OR-104655,Item not as described
OR-043261,Better price found elsewhere
OR-005150,Damaged item
OR-100262,Poor customer service
OR-118948,Delayed delivery
OR-024993,Damaged item
OR-023744,No longer needed
OR-071129,Damaged item
OR-092470,Item not as described
OR-125867,Item not as described
OR-052247,Item not as described
OR-003492,Poor customer service
OR-110979,Better price found elsewhere
OR-090080,Product no longer wanted
OR-110710,Changed mind
OR-046831,Product no longer wanted
OR-026783,No longer needed
OR-061353,Item not as described
OR-019897,Changed mind
OR-082916,Changed mind
OR-073039,Better price found elsewhere
OR-044304,Poor customer service
OR-080827,Changed mind
OR-077625,No longer needed
OR-042426,Product no longer wanted
OR-121791,Product no longer wanted
OR-025659,Item not as described
OR-110859,Damaged item
OR-112000,Product no longer wanted
OR-059701,Poor customer service
OR-039269,Delayed delivery
OR-010891,Better price found elsewhere
OR-050133,Incorrect item shipped
OR-051510,Poor customer service
OR-105066,Incorrect item shipped
OR-054091,Damaged item
OR-015458,Poor customer service
OR-104390,Incorrect item shipped
OR-099159,Poor customer service
OR-009277,Damaged item
OR-121806,Better price found elsewhere
OR-075764,No longer needed
OR-112673,Changed mind
OR-080474,Better price found elsewhere
OR-074806,Poor customer service
OR-113689,Product no longer wanted
OR-050909,Delayed delivery
OR-032338,Item not as described
OR-008027,Damaged item
OR-010429,No longer needed
OR-032244,Poor customer service
OR-044909,Poor customer service
OR-119512,No longer needed
OR-059291,No longer needed
OR-032679,Incorrect item shipped
OR-079800,Product no longer wanted
OR-086113,Received wrong quantity
OR-090260,Incorrect item shipped
OR-034234,Incorrect item shipped
OR-073873,Better price found elsewhere
OR-094075,Damaged item
OR-068818,Changed mind
OR-068946,Received wrong quantity
OR-009842,Incorrect item shipped
OR-048452,Poor customer service
OR-007979,Damaged item
OR-060792,Poor customer service
OR-118190,Better price found elsewhere
OR-073791,Received wrong quantity
OR-104094,Poor customer service
OR-060963,Damaged item
OR-118565,Damaged item
OR-044826,Incorrect item shipped
OR-102392,Better price found elsewhere
OR-076612,Damaged item
OR-070364,Incorrect item shipped
OR-026241,Incorrect item shipped
OR-121844,No longer needed
OR-042361,Delayed delivery
OR-102299,Better price found elsewhere
OR-034168,Product no longer wanted
OR-001771,No longer needed
OR-038577,Changed mind
OR-024226,Item not as described
OR-045035,Poor customer service
OR-039084,Item not as described
OR-051362,Delayed delivery
OR-021894,Better price found elsewhere
OR-039229,Received wrong quantity
OR-058802,No longer needed
OR-113183,Damaged item
OR-112170,No longer needed
OR-080260,Delayed delivery
OR-099938,Changed mind
OR-029231,Damaged item
OR-049482,Incorrect item shipped
OR-123110,Incorrect item shipped
OR-044906,Better price found elsewhere
OR-062275,Product no longer wanted
OR-002333,Incorrect item shipped
OR-083914,Poor customer service
OR-085877,No longer needed
OR-115355,Changed mind
OR-125598,Product no longer wanted
OR-048368,Poor customer service
OR-102224,Poor customer service
OR-024156,Damaged item
OR-010788,Better price found elsewhere
OR-090588,Incorrect item shipped
OR-056209,Poor customer service
OR-037579,Better price found elsewhere
OR-075758,Delayed delivery
OR-033060,Poor customer service
OR-015100,Delayed delivery
OR-064729,Changed mind
OR-064003,No longer needed
OR-086866,Poor customer service
OR-046673,Better price found elsewhere
OR-093846,Product no longer wanted
OR-005655,No longer needed
OR-055519,Better price found elsewhere
OR-104912,Received wrong quantity
OR-053794,Product no longer wanted
OR-068065,No longer needed
OR-007504,Better price found elsewhere
OR-080041,Received wrong quantity
OR-073353,Damaged item
OR-073964,Item not as described
OR-030794,Damaged item
OR-066007,Product no longer wanted
OR-095600,Better price found elsewhere
OR-124710,Delayed delivery
OR-037358,Delayed delivery
OR-060539,Received wrong quantity
OR-125055,Poor customer service
OR-119133,Item not as described
OR-055841,Product no longer wanted
OR-121832,Incorrect item shipped
OR-062461,Changed mind
OR-037167,Better price found elsewhere
OR-059279,Product no longer wanted
OR-055455,Incorrect item shipped
OR-034725,Item not as described
OR-077499,Better price found elsewhere
OR-086156,Product no longer wanted
OR-067135,Delayed delivery
OR-051145,Product no longer wanted
OR-013642,No longer needed
OR-001089,Poor customer service
OR-005404,No longer needed
OR-030305,Poor customer service
OR-112790,Item not as described
OR-102989,Received wrong quantity
OR-014231,Incorrect item shipped
OR-108434,Product no longer wanted
OR-000142,Incorrect item shipped
OR-072237,Better price found elsewhere
OR-084111,Damaged item
OR-094483,Better price found elsewhere
OR-104461,Incorrect item shipped
OR-107526,Received wrong quantity
OR-017394,Item not as described
OR-093875,Product no longer wanted
OR-044447,Better price found elsewhere
OR-012051,Changed mind
OR-023537,Received wrong quantity
OR-049804,Delayed delivery
OR-026328,Changed mind
OR-042818,Delayed delivery
OR-010431,Item not as described
OR-106945,Damaged item
OR-114965,Incorrect item shipped
OR-009574,Product no longer wanted
OR-048076,No longer needed
OR-015968,Product no longer wanted
OR-078157,Changed mind
OR-101685,No longer needed
OR-005902,Damaged item
OR-112288,Received wrong quantity
OR-069715,Delayed delivery
OR-098533,Poor customer service
OR-029789,Changed mind
OR-118781,Item not as described
OR-051894,Poor customer service
OR-106248,Delayed delivery
OR-031425,Item not as described
OR-073545,Incorrect item shipped
OR-070175,Poor customer service
OR-077327,Item not as described
OR-033405,Incorrect item shipped
OR-084467,Product no longer wanted
OR-007459,Received wrong quantity
OR-077825,Incorrect item shipped
OR-001175,Changed mind
OR-074919,Damaged item
OR-089449,Better price found elsewhere
OR-001485,No longer needed
OR-066504,Incorrect item shipped
OR-011600,Delayed delivery
OR-063031,Better price found elsewhere
OR-021878,Delayed delivery
OR-001344,Item not as described
OR-059978,Received wrong quantity
OR-008153,No longer needed
OR-024465,Changed mind
OR-090831,Product no longer wanted
OR-116270,Damaged item
OR-116681,Incorrect item shipped
OR-000022,Better price found elsewhere
OR-009528,Item not as described
OR-067595,Damaged item
OR-080559,No longer needed
OR-073140,Delayed delivery
OR-118654,Received wrong quantity
OR-050033,Delayed delivery
OR-036896,No longer needed
OR-041599,Changed mind
OR-050860,Incorrect item shipped
OR-105540,Incorrect item shipped
OR-078765,Delayed delivery
OR-083995,Better price found elsewhere
OR-116573,Incorrect item shipped
OR-055566,Poor customer service
OR-105138,Item not as described
OR-069290,Damaged item
OR-073471,Incorrect item shipped
OR-050290,Incorrect item shipped
OR-082517,Damaged item
OR-075498,Incorrect item shipped
OR-069829,Product no longer wanted
OR-097939,Product no longer wanted
OR-043086,Product no longer wanted
OR-046649,Better price found elsewhere
OR-018535,Incorrect item shipped
OR-114921,Poor customer service
OR-014193,Product no longer wanted
OR-075823,Better price found elsewhere
OR-091117,Product no longer wanted
OR-063528,Changed mind
OR-090913,Delayed delivery
OR-111688,Changed mind
OR-021546,Changed mind
OR-019916,Item not as described
OR-004243,Better price found elsewhere
OR-086291,Item not as described
OR-020314,Damaged item
OR-020044,Delayed delivery
OR-031786,Better price found elsewhere
OR-060827,Received wrong quantity
OR-038363,Incorrect item shipped
OR-032021,Received wrong quantity
OR-050300,Damaged item
OR-044958,Delayed delivery
OR-068857,No longer needed
OR-021187,No longer needed
OR-056644,Damaged item
OR-015249,Product no longer wanted
OR-087390,No longer needed
OR-054934,No longer needed
OR-120084,Better price found elsewhere
OR-041295,Incorrect item shipped
OR-103315,Delayed delivery
OR-052172,Product no longer wanted
OR-055220,Received wrong quantity
OR-048128,Changed mind
OR-009709,Better price found elsewhere
OR-079881,Delayed delivery
OR-005536,Delayed delivery
OR-070819,Damaged item
OR-097603,Poor customer service
OR-125752,Incorrect item shipped
OR-121548,Product no longer wanted
OR-066073,Product no longer wanted
OR-123993,Better price found elsewhere
OR-002374,No longer needed
OR-002610,Changed mind
OR-057510,Better price found elsewhere
OR-079717,Received wrong quantity
OR-024426,Incorrect item shipped
OR-123684,Changed mind
OR-106794,Delayed delivery
OR-054807,Received wrong quantity
OR-068611,Delayed delivery
OR-096198,Incorrect item shipped
OR-035523,Incorrect item shipped
OR-025894,Delayed delivery
OR-014434,Product no longer wanted
OR-072055,Poor customer service
OR-037227,Better price found elsewhere
OR-017085,Product no longer wanted
OR-104616,Changed mind
OR-018768,Product no longer wanted
OR-021786,Delayed delivery
OR-085539,Damaged item
OR-054938,No longer needed
OR-059992,Received wrong quantity
OR-091630,Poor customer service
OR-023000,Product no longer wanted
OR-044469,Item not as described
OR-055822,Received wrong quantity
OR-024790,Incorrect item shipped
OR-086657,Changed mind
OR-027707,Incorrect item shipped
OR-123411,No longer needed
OR-066683,No longer needed
OR-121385,Received wrong quantity
OR-054546,No longer needed
OR-048919,Item not as described
OR-108050,Incorrect item shipped
OR-078104,Delayed delivery
OR-104205,Item not as described
OR-010007,Better price found elsewhere
OR-013183,Changed mind
OR-031024,Changed mind
OR-115652,Damaged item
OR-092284,Poor customer service
OR-065635,Delayed delivery
OR-000107,Received wrong quantity
OR-007987,Item not as described
OR-007030,Item not as described
OR-026305,Damaged item
OR-022225,Poor customer service
OR-111899,Delayed delivery
OR-044437,Delayed delivery
OR-108731,Delayed delivery
OR-072442,Product no longer wanted
OR-042838,Product no longer wanted
OR-050019,Incorrect item shipped
OR-096768,Product no longer wanted
OR-107903,Damaged item
OR-013592,Damaged item
OR-040864,Incorrect item shipped
OR-114783,Better price found elsewhere
OR-091377,Product no longer wanted
OR-033885,Delayed delivery
OR-122864,Delayed delivery
OR-017733,No longer needed
OR-015420,Incorrect item shipped
OR-012162,Damaged item
OR-102313,Received wrong quantity
OR-033926,Product no longer wanted
OR-088635,Poor customer service
OR-085138,Poor customer service
OR-076900,Delayed delivery
OR-012635,No longer needed
OR-006855,Damaged item
OR-097067,Damaged item
OR-079729,Poor customer service
OR-024323,Received wrong quantity
OR-072385,Delayed delivery
OR-017861,Better price found elsewhere
OR-102957,Damaged item
OR-030943,Item not as described
OR-082857,Better price found elsewhere
OR-122009,Product no longer wanted
OR-040251,Changed mind
OR-052670,Changed mind
OR-058643,Incorrect item shipped
OR-088333,Damaged item
OR-009740,No longer needed
OR-073094,No longer needed
OR-029942,Changed mind
OR-100804,Product no longer wanted
OR-052880,Damaged item
OR-082877,Item not as described
OR-030177,Delayed delivery
OR-067606,Received wrong quantity
OR-071242,Poor customer service
OR-080554,Product no longer wanted
OR-013400,Damaged item
OR-106649,Changed mind
OR-105465,No longer needed
OR-041075,Poor customer service
OR-072922,Changed mind
OR-069063,Item not as described
OR-091906,No longer needed
OR-083766,Changed mind
OR-100226,Incorrect item shipped
OR-004038,Product no longer wanted
OR-027687,Received wrong quantity
OR-065112,Damaged item
OR-044106,Changed mind
OR-061822,Better price found elsewhere
OR-066532,No longer needed
OR-033961,Delayed delivery
OR-119368,Product no longer wanted
OR-065209,Delayed delivery
OR-083626,Item not as described
OR-017001,No longer needed
OR-083201,No longer needed
OR-102050,Poor customer service
OR-116991,Received wrong quantity
OR-010339,Damaged item
OR-117309,Changed mind
OR-012369,Received wrong quantity
OR-028252,Received wrong quantity
OR-070493,Damaged item
OR-121292,Incorrect item shipped
OR-014383,Damaged item
OR-104480,Changed mind
OR-004312,Better price found elsewhere
OR-074041,Received wrong quantity
OR-087311,Damaged item
OR-034423,Poor customer service
OR-072752,Received wrong quantity
OR-000419,Product no longer wanted
OR-032622,Product no longer wanted
OR-117302,Better price found elsewhere
OR-055163,Poor customer service
OR-117341,Product no longer wanted
OR-021450,Item not as described
OR-040075,Changed mind
OR-107846,Incorrect item shipped
OR-073585,Poor customer service
OR-062147,Item not as described
OR-027007,Delayed delivery
OR-000920,Delayed delivery
OR-009029,Better price found elsewhere
OR-027834,Received wrong quantity
OR-006154,Poor customer service
OR-106493,Delayed delivery
OR-051712,No longer needed
OR-058726,Better price found elsewhere
OR-114936,Received wrong quantity
OR-014185,Damaged item
OR-020267,Poor customer service
OR-019730,Changed mind
OR-023203,Item not as described
OR-000830,Better price found elsewhere
OR-096341,No longer needed
OR-080909,Item not as described
OR-108560,Delayed delivery
OR-026273,Changed mind
OR-078367,Delayed delivery
OR-020987,Incorrect item shipped
OR-061426,Poor customer service
OR-085914,Delayed delivery
OR-059643,Changed mind
OR-060784,Item not as described
OR-019194,Delayed delivery
OR-085965,Changed mind
OR-118643,Better price found elsewhere
OR-061248,Changed mind
OR-035003,Product no longer wanted
OR-123313,Changed mind
OR-038473,Damaged item
OR-032471,Product no longer wanted
OR-050567,Item not as described
OR-066307,Received wrong quantity
OR-007751,Better price found elsewhere
OR-058590,Delayed delivery
OR-074738,Incorrect item shipped
OR-092154,Product no longer wanted
OR-000215,Received wrong quantity
OR-100230,Incorrect item shipped
OR-030520,Item not as described
OR-043192,Incorrect item shipped
OR-056344,Item not as described
OR-099290,Item not as described
OR-041198,Item not as described
OR-060710,Delayed delivery
OR-014456,Poor customer service
OR-031222,Incorrect item shipped
OR-124311,Delayed delivery
OR-067054,Item not as described
OR-098467,Damaged item
OR-064834,Changed mind
OR-016587,Changed mind
OR-093137,Product no longer wanted
OR-021796,Poor customer service
OR-092206,Item not as described
OR-084945,Damaged item
OR-029051,No longer needed
OR-007575,Product no longer wanted
OR-108109,Better price found elsewhere
OR-046010,No longer needed
OR-020665,Changed mind
OR-084208,No longer needed
OR-073395,Product no longer wanted
OR-075971,Better price found elsewhere
OR-056389,Better price found elsewhere
OR-097137,Received wrong quantity
OR-105645,Changed mind
OR-114862,Poor customer service
OR-085248,Item not as described
OR-018409,Item not as described
OR-083895,Product no longer wanted
OR-014962,Poor customer service
OR-037635,No longer needed
OR-120891,Delayed delivery
OR-076049,Item not as described
OR-015817,Better price found elsewhere
OR-012548,Poor customer service
OR-030812,Changed mind
OR-052090,Poor customer service
OR-101256,Changed mind
OR-014522,Poor customer service
OR-045656,Item not as described
OR-060856,Item not as described
OR-087299,Damaged item
OR-081601,Changed mind
OR-073866,Product no longer wanted
OR-064364,Better price found elsewhere
OR-004630,Poor customer service
OR-047328,Product no longer wanted
OR-063540,Received wrong quantity
OR-121319,Damaged item
OR-098123,Incorrect item shipped
OR-120608,Item not as described
OR-072477,Item not as described
OR-086575,Incorrect item shipped
OR-117026,Changed mind
OR-073713,Delayed delivery
OR-115779,Product no longer wanted
OR-019683,Delayed delivery
OR-016150,Received wrong quantity
OR-121050,Received wrong quantity
OR-111535,Changed mind
OR-079616,Incorrect item shipped
OR-041984,Delayed delivery
OR-009819,Poor customer service
OR-005247,Delayed delivery
OR-023356,Incorrect item shipped
OR-119350,Incorrect item shipped
OR-100758,Item not as described
OR-106066,Damaged item
OR-002682,Item not as described
OR-098361,Damaged item
OR-122930,Item not as described
OR-072759,Changed mind
OR-084022,No longer needed
OR-090440,Delayed delivery
OR-105726,Product no longer wanted
OR-076699,Delayed delivery
OR-086405,Received wrong quantity
OR-038510,Better price found elsewhere
OR-010146,Received wrong quantity
OR-087384,Changed mind
OR-078423,Poor customer service
OR-120160,Delayed delivery
OR-085234,Changed mind
OR-025692,Damaged item
OR-027669,Changed mind
OR-097504,Better price found elsewhere
OR-105152,Received wrong quantity
OR-029745,Better price found elsewhere
OR-104263,Incorrect item shipped
OR-039231,Better price found elsewhere
OR-095136,Received wrong quantity
OR-000559,Received wrong quantity
OR-063415,Delayed delivery
OR-061799,Damaged item
OR-064699,Product no longer wanted
OR-115791,Received wrong quantity
OR-102072,Incorrect item shipped
OR-006327,Incorrect item shipped
OR-086343,Damaged item
OR-109500,Incorrect item shipped
OR-019788,Changed mind
OR-051157,Changed mind
OR-015292,Changed mind
OR-013551,Better price found elsewhere
OR-065738,Item not as described
OR-100797,Item not as described
OR-094993,Changed mind
OR-118117,Item not as described
OR-126054,Delayed delivery
OR-035845,Product no longer wanted
OR-014315,Damaged item
OR-003610,Received wrong quantity
OR-005507,Poor customer service
OR-047202,Incorrect item shipped
OR-089551,Incorrect item shipped
OR-007145,Better price found elsewhere
OR-120204,No longer needed
OR-022544,Received wrong quantity
OR-055252,Poor customer service
OR-034678,Damaged item
OR-125749,Received wrong quantity
OR-111210,Changed mind
OR-031748,Better price found elsewhere
OR-008284,Delayed delivery
OR-030578,Poor customer service
OR-069840,Received wrong quantity
OR-086526,Item not as described
OR-084496,No longer needed
OR-091594,Received wrong quantity
OR-105295,Damaged item
OR-120449,Product no longer wanted
OR-029720,Better price found elsewhere
OR-086908,Incorrect item shipped
OR-051351,Received wrong quantity
OR-092611,Received wrong quantity
OR-112842,Delayed delivery
OR-069924,Product no longer wanted
OR-045733,Changed mind
OR-014442,Poor customer service
OR-084740,Changed mind
OR-023246,Damaged item
OR-016040,Received wrong quantity
OR-026496,Delayed delivery
OR-015064,Delayed delivery
OR-112344,Item not as described
OR-031390,Poor customer service
OR-010392,Incorrect item shipped
OR-035972,Better price found elsewhere
OR-072132,Damaged item
OR-004099,Delayed delivery
OR-117539,Delayed delivery
OR-079743,Item not as described
OR-099302,Received wrong quantity
OR-071127,Changed mind
OR-077877,Item not as described
OR-125049,Delayed delivery
OR-094586,Damaged item
OR-011588,Changed mind
OR-102252,No longer needed
OR-020139,Changed mind
OR-092189,Poor customer service
OR-124198,Delayed delivery
OR-056319,Item not as described
OR-048345,Received wrong quantity
OR-033655,Incorrect item shipped
OR-075291,Incorrect item shipped
OR-010585,Changed mind
OR-103982,Better price found elsewhere
OR-075266,Received wrong quantity
OR-026317,Better price found elsewhere
OR-016883,No longer needed
OR-100548,Received wrong quantity
OR-013481,Received wrong quantity
OR-090704,No longer needed
OR-033021,Better price found elsewhere
OR-066446,Delayed delivery
OR-053970,Product no longer wanted
OR-035237,Poor customer service
OR-012000,Damaged item
OR-055911,Product no longer wanted
OR-123698,Poor customer service
OR-055630,No longer needed
OR-124266,Incorrect item shipped
OR-122292,Incorrect item shipped
OR-053924,Item not as described
OR-045349,Item not as described
OR-063693,Changed mind
OR-098076,Poor customer service
OR-111695,Better price found elsewhere
OR-077234,No longer needed
OR-000957,Received wrong quantity
OR-098403,Poor customer service
OR-011951,Received wrong quantity
OR-050525,Better price found elsewhere
OR-060752,Changed mind
OR-097454,Better price found elsewhere
OR-117172,Better price found elsewhere
OR-062521,Better price found elsewhere
OR-079690,Item not as described
OR-090424,Incorrect item shipped
OR-091778,Delayed delivery
OR-049227,Incorrect item shipped
OR-089524,Changed mind
OR-006380,Product no longer wanted
OR-082394,Damaged item
OR-069676,Poor customer service
OR-098577,Received wrong quantity
OR-070451,Poor customer service
OR-014840,Damaged item
OR-109444,Better price found elsewhere
OR-020532,Poor customer service
OR-066952,Damaged item
OR-034200,Damaged item
OR-090644,Received wrong quantity
OR-012095,Delayed delivery
OR-010698,Better price found elsewhere
OR-096032,Better price found elsewhere
OR-045261,Changed mind
OR-081726,Poor customer service
OR-009174,Product no longer wanted
OR-049072,Delayed delivery
OR-065267,Delayed delivery
OR-060839,Changed mind
OR-108169,Damaged item
OR-113815,Received wrong quantity
OR-099587,Damaged item
OR-024096,Poor customer service
OR-020733,Poor customer service
OR-065792,Received wrong quantity
OR-087871,Damaged item
OR-111934,Item not as described
OR-045883,No longer needed
OR-048012,Delayed delivery
OR-005694,No longer needed
OR-013257,Damaged item
OR-014431,Item not as described
OR-033702,Incorrect item shipped
OR-034096,Damaged item
OR-000760,Damaged item
OR-082377,Incorrect item shipped
OR-117511,Damaged item
OR-104434,Delayed delivery
OR-066650,Better price found elsewhere
OR-044011,No longer needed
OR-106614,Delayed delivery
OR-099695,Incorrect item shipped
OR-095434,Incorrect item shipped
OR-055736,No longer needed
OR-110239,Received wrong quantity
OR-015502,Delayed delivery
OR-010516,No longer needed
OR-095886,Received wrong quantity
OR-031848,Changed mind
OR-025196,Incorrect item shipped
OR-067674,Product no longer wanted
OR-102737,Poor customer service
OR-054252,Delayed delivery
OR-098277,Delayed delivery
OR-103318,Received wrong quantity
OR-103867,Received wrong quantity
OR-087443,Poor customer service
OR-084293,Poor customer service
OR-086536,Damaged item
OR-084232,Poor customer service
OR-120532,Changed mind
OR-008464,Received wrong quantity
OR-105205,Poor customer service
OR-005996,Poor customer service
OR-049303,Better price found elsewhere
OR-123272,Delayed delivery
OR-032903,Delayed delivery
OR-107815,Incorrect item shipped
OR-000997,Product no longer wanted
OR-089866,Product no longer wanted
OR-120373,Damaged item
OR-074760,Damaged item
OR-124535,Changed mind
OR-067405,Incorrect item shipped
OR-031990,Delayed delivery
OR-045920,Delayed delivery
OR-056993,Delayed delivery
OR-082144,Item not as described
OR-125832,Product no longer wanted
OR-117241,Item not as described
OR-000783,Item not as described
OR-058053,Damaged item
OR-115793,Product no longer wanted
OR-008535,Poor customer service
OR-119059,Product no longer wanted
OR-083944,Item not as described
OR-120964,Item not as described
OR-100674,Incorrect item shipped
OR-100507,Damaged item
OR-066749,Better price found elsewhere
OR-042624,Incorrect item shipped
OR-120935,No longer needed
OR-125703,Product no longer wanted
OR-067538,Damaged item
OR-011547,Delayed delivery
OR-064873,Incorrect item shipped
OR-022189,Damaged item
OR-034220,Received wrong quantity
OR-048059,No longer needed
OR-017349,No longer needed
OR-108343,Changed mind
OR-037340,Poor customer service
OR-065944,Changed mind
OR-079868,Delayed delivery
OR-125703,Changed mind
OR-079669,Delayed delivery
OR-096168,Received wrong quantity
OR-006952,Poor customer service
OR-008797,Product no longer wanted
OR-100052,Received wrong quantity
OR-032697,Poor customer service
OR-054384,Delayed delivery
OR-033548,Incorrect item shipped
OR-003129,Incorrect item shipped
OR-082441,Damaged item
OR-066520,Poor customer service
OR-083971,Damaged item
OR-065553,Delayed delivery
OR-054273,Damaged item
OR-031150,Item not as described
OR-084428,Delayed delivery
OR-013024,Product no longer wanted
OR-118939,Better price found elsewhere
OR-080734,Delayed delivery
OR-045695,Delayed delivery
OR-061231,Received wrong quantity
OR-096033,Received wrong quantity
OR-004521,Changed mind
OR-039869,Received wrong quantity
OR-092086,Damaged item
OR-064665,Changed mind
OR-108092,Delayed delivery
OR-056865,Delayed delivery
OR-013432,Received wrong quantity
OR-003771,Damaged item
OR-103279,Received wrong quantity
OR-017946,Received wrong quantity
OR-099507,Damaged item
OR-019826,Delayed delivery
OR-063745,No longer needed
OR-037615,Damaged item
OR-000823,Product no longer wanted
OR-110580,Better price found elsewhere
OR-091128,Poor customer service
OR-042660,Changed mind
OR-057384,Delayed delivery
OR-032741,Item not as described
OR-117969,Better price found elsewhere
OR-087030,Product no longer wanted
OR-083994,Item not as described
OR-095690,Item not as described
OR-092417,Damaged item
OR-022690,No longer needed
OR-031945,Changed mind
OR-112237,No longer needed
OR-081988,Received wrong quantity
