order_id,payment_value,payment_type,payment_installments
CA-2014-119977,18.9360008239746,credit_card,3
CA-2014-120096,340.212005615234,credit_card,8
CA-2014-120243,913.429992675781,credit_card,2
CA-2014-120278,1721.92004394531,credit_card,8
CA-2014-120411,214.970001220703,credit_card,1
CA-2014-120432,122.120002746582,credit_card,1
CA-2014-120474,23.1299991607666,credit_card,5
CA-2014-120544,228.018005371094,debit_card,1
CA-2014-120670,2.30800008773804,credit_card,4
CA-2014-120768,541.179992675781,credit_card,2
CA-2014-120775,2086.31811523438,credit_card,4
CA-2014-120838,488.600006103516,credit_card,3
CA-2014-120852,400.890014648438,credit_card,2
CA-2014-120887,276.690002441406,credit_card,1
CA-2014-120950,62.2960014343262,credit_card,6
CA-2014-121006,4340.33203125,credit_card,4
CA-2014-121167,276.690002441406,credit_card,2
CA-2014-121286,23.2479991912842,credit_card,1
CA-2014-121573,265.216003417969,credit_card,1
CA-2014-121629,222.666000366211,debit_card,8
CA-2014-121664,10.9899997711182,credit_card,10
CA-2014-121727,8.85599994659424,credit_card,6
CA-2014-121762,403.615997314453,debit_card,2
CA-2014-121769,2690.96997070313,credit_card,2
CA-2014-122070,977.890014648438,credit_card,3
CA-2014-122217,2430.080078125,debit_card,10
CA-2014-122336,350.955993652344,credit_card,1
CA-2014-122567,100.314002990723,credit_card,2
CA-2014-122588,33.9000015258789,credit_card,7
CA-2014-122609,97.4000015258789,credit_card,4
CA-2014-122679,5.55200004577637,credit_card,1
CA-2014-122749,15.2799997329712,credit_card,10
CA-2014-122882,1109.36999511719,debit_card,1
CA-2014-122931,1043.28796386719,credit_card,2
CA-2014-123064,95.8399963378906,credit_card,2
CA-2014-123127,49.6160011291504,credit_card,10
CA-2014-123225,19.4659996032715,credit_card,10
CA-2014-123253,72.5879974365234,credit_card,5
CA-2014-123260,60.7400016784668,credit_card,7
CA-2014-123295,139.860000610352,debit_card,1
CA-2014-123316,37.7400016784668,credit_card,8
CA-2014-123323,6.84800004959106,debit_card,6
CA-2014-123344,82.9499969482422,credit_card,1
CA-2014-123400,225.365997314453,credit_card,4
CA-2014-123477,77.5500030517578,credit_card,1
CA-2014-123498,133.160003662109,credit_card,2
CA-2014-123855,931.176025390625,credit_card,1
CA-2014-123925,234.449996948242,credit_card,2
CA-2014-124023,698.351989746094,credit_card,6
CA-2014-124079,111.692001342773,credit_card,3
CA-2014-124247,57.576000213623,voucher,3
CA-2014-124394,494.946014404297,credit_card,5
CA-2014-124429,531.530029296875,credit_card,4
CA-2014-124464,275.058013916016,credit_card,1
CA-2014-124478,1129.64794921875,credit_card,3
CA-2014-124513,17.7600002288818,debit_card,3
CA-2014-124618,258.696014404297,credit_card,1
CA-2014-124646,427.899993896484,credit_card,2
CA-2014-124688,1170.68798828125,credit_card,5
CA-2014-124702,448.660003662109,credit_card,3
CA-2014-124709,94.7399978637695,credit_card,8
CA-2014-124723,485.880004882813,credit_card,1
CA-2014-124730,387.43798828125,credit_card,3
CA-2014-124737,894.466003417969,credit_card,5
CA-2014-124807,261.544006347656,credit_card,10
CA-2014-124856,1563.91796875,debit_card,3
CA-2014-125136,27.9500007629395,credit_card,3
CA-2014-125150,63.2000007629395,credit_card,8
CA-2014-125171,76.6399993896484,credit_card,1
CA-2014-125514,551.752014160156,credit_card,2
CA-2014-125542,887.408020019531,credit_card,3
CA-2014-125556,624.343994140625,credit_card,1
CA-2014-125612,87.5699996948242,credit_card,2
CA-2014-125731,226.699996948242,voucher,4
CA-2014-125759,16.1919994354248,debit_card,1
CA-2014-125829,403.736999511719,credit_card,8
CA-2014-125997,1635.21997070313,credit_card,1
CA-2014-126032,7.51999998092651,credit_card,1
CA-2014-126193,330.399993896484,credit_card,5
CA-2014-126200,3083.78002929688,credit_card,1
CA-2014-126277,68.7040023803711,credit_card,2
CA-2014-126333,12.0600004196167,credit_card,2
CA-2014-126361,1517.92395019531,credit_card,3
CA-2014-126403,237.744003295898,debit_card,10
CA-2014-126480,20.8560009002686,credit_card,1
CA-2014-126522,33.9300003051758,credit_card,2
CA-2014-126683,35.2410011291504,debit_card,4
CA-2014-126760,1027.38195800781,credit_card,3
CA-2014-126802,2.62400007247925,credit_card,3
CA-2014-127012,73.9599990844727,credit_card,1
CA-2014-127131,96.5080032348633,voucher,2
CA-2014-127159,575.927978515625,debit_card,8
CA-2014-127166,114.935997009277,credit_card,7
CA-2014-127187,11.6800003051758,credit_card,10
CA-2014-127299,55.7280006408691,credit_card,2
CA-2014-127383,105.583999633789,credit_card,5
CA-2014-127446,3338.15600585938,credit_card,8
CA-2014-127488,71.120002746582,credit_card,1
CA-2014-127523,368.910003662109,credit_card,6
CA-2014-127558,507.308013916016,credit_card,4
CA-2014-127586,62.9199981689453,credit_card,2
CA-2014-127614,625.591979980469,credit_card,6
CA-2014-127691,362.787994384766,credit_card,2
CA-2014-127859,50.7999992370605,credit_card,5
CA-2014-127866,220.865997314453,credit_card,2
CA-2014-127936,6.80000019073486,credit_card,10
CA-2014-127964,63.8559989929199,debit_card,2
CA-2014-128055,2637.51806640625,credit_card,1
CA-2014-128146,231.494995117188,credit_card,1
CA-2014-128209,829.757995605469,credit_card,1
CA-2014-128237,447.272003173828,credit_card,3
CA-2014-128524,61.3759994506836,credit_card,1
CA-2014-128538,73.9150009155273,credit_card,2
CA-2014-128622,370.140014648438,credit_card,6
CA-2014-128839,753.392028808594,credit_card,3
CA-2014-128846,38.3279991149902,credit_card,1
CA-2014-128888,28.8400001525879,credit_card,8
CA-2014-128986,161.567993164063,credit_card,2
CA-2014-129091,488.553985595703,credit_card,7
CA-2014-129147,1205.81396484375,credit_card,1
CA-2014-129189,266.463989257813,credit_card,1
CA-2014-129364,2348.09204101563,credit_card,5
CA-2014-129574,28.8999996185303,credit_card,1
CA-2014-129819,169.449996948242,credit_card,2
CA-2014-129924,54.2039985656738,debit_card,10
CA-2014-129938,552.559997558594,debit_card,1
CA-2014-130092,27.3959999084473,credit_card,4
CA-2014-130155,5.21400022506714,credit_card,1
CA-2014-130274,11.960000038147,credit_card,6
CA-2014-130421,1088.76000976563,credit_card,1
CA-2014-130428,34.8800010681152,credit_card,2
CA-2014-130449,157.559997558594,credit_card,2
CA-2014-130575,3050.3759765625,credit_card,1
CA-2014-130624,125.723999023438,debit_card,7
CA-2014-130673,1282.11401367188,credit_card,5
CA-2014-130729,13.5200004577637,credit_card,8
CA-2014-130813,30.7999992370605,credit_card,2
CA-2014-130869,21.6959991455078,credit_card,2
CA-2014-130918,61.439998626709,voucher,4
CA-2014-130960,127.903999328613,credit_card,3
CA-2014-131002,1933.71594238281,credit_card,9
CA-2014-131009,146.449996948242,credit_card,5
CA-2014-131051,1.18799996376038,debit_card,2
CA-2014-131247,143.951995849609,credit_card,1
CA-2014-131310,1378.01794433594,credit_card,5
CA-2014-131387,71.7600021362305,credit_card,2
CA-2014-131450,50.3400001525879,debit_card,6
CA-2014-131527,11.5600004196167,credit_card,4
CA-2014-131541,99.1119995117188,debit_card,1
CA-2014-131800,53.939998626709,credit_card,2
CA-2014-131905,77.4919967651367,credit_card,2
CA-2014-131926,381.739990234375,credit_card,8
CA-2014-131947,1340.15405273438,credit_card,2
CA-2014-132010,348.305999755859,debit_card,4
CA-2014-132227,43.9799995422363,credit_card,8
CA-2014-132451,125.351997375488,credit_card,3
CA-2014-132500,139.039993286133,credit_card,1
CA-2014-132542,34.5999984741211,credit_card,1
CA-2014-132612,53.9199981689453,credit_card,2
CA-2014-132787,35.3400001525879,credit_card,1
CA-2014-132801,4.13000011444092,credit_card,1
CA-2014-132864,47.9519996643066,debit_card,5
CA-2014-132913,41.4720001220703,debit_card,6
CA-2014-132962,4024.17407226563,credit_card,2
CA-2014-132983,28.2719993591309,credit_card,5
CA-2014-133158,62.7200012207031,debit_card,2
CA-2014-133228,13.710000038147,credit_card,5
CA-2014-133270,388.704010009766,credit_card,2
CA-2014-133305,335.287200927734,credit_card,10
CA-2014-133354,62.4959983825684,credit_card,3
CA-2014-133389,92.9599990844727,credit_card,6
CA-2014-133424,74.6360015869141,credit_card,1
CA-2014-133543,11.210000038147,credit_card,5
CA-2014-133592,520.383972167969,credit_card,1
CA-2014-133634,182.910003662109,debit_card,3
CA-2014-133690,69.1439971923828,credit_card,10
CA-2014-133704,66.0240020751953,credit_card,4
CA-2014-133753,240.240005493164,credit_card,1
CA-2014-133809,220.335998535156,debit_card,1
CA-2014-133830,33.9360008239746,credit_card,5
CA-2014-133851,133.25,credit_card,8
CA-2014-133963,11.5600004196167,credit_card,3
CA-2014-134061,1499.94995117188,credit_card,1
CA-2014-134103,627.668029785156,credit_card,1
CA-2014-134215,51.0999984741211,credit_card,1
CA-2014-134278,177.199996948242,credit_card,2
CA-2014-134313,133.212005615234,credit_card,2
CA-2014-134551,263.503997802734,debit_card,4
CA-2014-134572,121.779998779297,credit_card,5
CA-2014-134621,153.779998779297,credit_card,1
CA-2014-134677,55.3279991149902,credit_card,3
CA-2014-135090,1502.3759765625,credit_card,10
CA-2014-135405,560.658020019531,debit_card,8
CA-2014-135608,59.0359992980957,credit_card,2
CA-2014-135657,40.9900016784668,credit_card,4
CA-2014-135699,1051.18005371094,credit_card,3
CA-2014-135755,68.6399993896484,credit_card,3
CA-2014-135993,617.309997558594,credit_card,2
CA-2014-136336,13.2299995422363,credit_card,3
CA-2014-136399,221.572006225586,credit_card,5
CA-2014-136567,1410.22802734375,credit_card,20
CA-2014-136644,44.4599990844727,debit_card,10
CA-2014-136742,167.975997924805,credit_card,2
CA-2014-136861,51.3359985351563,credit_card,3
CA-2014-137092,1349.46594238281,credit_card,2
CA-2014-137274,84.0559997558594,credit_card,10
CA-2014-137351,585.552001953125,debit_card,3
CA-2014-137575,6.60799980163574,credit_card,2
CA-2014-137589,35.015998840332,credit_card,1
CA-2014-137911,853.929992675781,credit_card,5
CA-2014-138023,247.440002441406,credit_card,7
CA-2014-138072,10.3680000305176,credit_card,8
CA-2014-138100,1897.64599609375,debit_card,3
CA-2014-138128,20.3719997406006,credit_card,1
CA-2014-138177,77.7200012207031,credit_card,5
CA-2014-138198,113.730003356934,credit_card,6
CA-2014-138240,2125.6259765625,credit_card,5
CA-2014-138296,20.7040004730225,credit_card,10
CA-2014-138317,972.518005371094,credit_card,5
CA-2014-138359,230.542007446289,credit_card,5
CA-2014-138436,23.6159992218018,credit_card,3
CA-2014-138450,98.9079971313477,credit_card,8
CA-2014-138513,284.079986572266,debit_card,10
CA-2014-138527,4990.2412109375,credit_card,6
CA-2014-138681,526.64599609375,credit_card,8
CA-2014-138709,51.273998260498,debit_card,3
CA-2014-138737,111.040000915527,credit_card,1
CA-2014-138940,4.89599990844727,debit_card,5
CA-2014-139017,15.8400001525879,debit_card,2
CA-2014-139192,1089.6240234375,credit_card,6
CA-2014-139283,127.763999938965,credit_card,2
CA-2014-139423,88.7519989013672,credit_card,2
CA-2014-139451,438.044006347656,credit_card,3
CA-2014-139542,176.919998168945,credit_card,3
CA-2014-139598,370.220001220703,voucher,10
CA-2014-139633,7.92000007629395,credit_card,3
CA-2014-139857,6.67199993133545,credit_card,1
CA-2014-139892,1261.92797851563,credit_card,10
CA-2014-140004,396.544006347656,credit_card,10
CA-2014-140032,18.2639999389648,credit_card,6
CA-2014-140165,287.936004638672,debit_card,3
CA-2014-140228,1151.94799804688,credit_card,10
CA-2014-140396,367.56640625,credit_card,3
CA-2014-140403,27.4559993743896,credit_card,2
CA-2014-140473,18.7199993133545,credit_card,3
CA-2014-140487,83.9199981689453,debit_card,1
CA-2014-140662,178.925994873047,credit_card,4
CA-2014-140732,607.942016601563,credit_card,2
CA-2014-140795,6.57000017166138,credit_card,2
CA-2014-140816,285.552001953125,credit_card,2
CA-2014-140858,454.981994628906,credit_card,8
CA-2014-140886,12.960000038147,credit_card,2
CA-2014-141005,29.5200004577637,credit_card,3
CA-2014-141110,4906.35205078125,debit_card,2
CA-2014-141152,113.940002441406,credit_card,7
CA-2014-141173,419.135986328125,credit_card,3
CA-2014-141278,175.871994018555,credit_card,6
CA-2014-141299,431.160003662109,credit_card,4
CA-2014-141313,81.6600036621094,credit_card,1
CA-2014-141355,23.3759994506836,credit_card,10
CA-2014-141607,16.2719993591309,credit_card,6
CA-2014-141649,23.7600002288818,credit_card,3
CA-2014-141726,45.7050018310547,debit_card,1
CA-2014-141796,24.5599994659424,credit_card,2
CA-2014-141838,1218.97094726563,credit_card,3
CA-2014-142048,11199.9677734375,credit_card,5
CA-2014-142314,25.488000869751,credit_card,2
CA-2014-142510,191.348999023438,credit_card,4
CA-2014-142587,610.140014648438,credit_card,3
CA-2014-142727,203.391006469727,credit_card,1
CA-2014-142769,1488.42199707031,debit_card,10
CA-2014-142839,142.776000976563,credit_card,6
CA-2014-142951,168.100006103516,credit_card,6
CA-2014-142965,17.1599998474121,credit_card,1
CA-2014-143168,127.819999694824,credit_card,3
CA-2014-143182,450.040008544922,credit_card,1
CA-2014-143210,412.760009765625,credit_card,6
CA-2014-143336,507.175994873047,credit_card,1
CA-2014-143371,714.015991210938,credit_card,6
CA-2014-143413,193.06559753418,credit_card,6
CA-2014-143637,98.3919982910156,credit_card,2
CA-2014-143840,862.973999023438,credit_card,3
CA-2014-143903,107.026000976563,debit_card,6
CA-2014-144029,717.755981445313,credit_card,8
CA-2014-144071,565.059997558594,credit_card,5
CA-2014-144281,21.7439994812012,credit_card,3
CA-2014-144407,162.600006103516,credit_card,10
CA-2014-144414,1494.96398925781,credit_card,3
CA-2014-144624,11.6479997634888,credit_card,1
CA-2014-144666,2794.60205078125,credit_card,2
CA-2014-144974,144.018005371094,debit_card,2
CA-2014-145212,87.9199981689453,credit_card,10
CA-2014-145254,1098.56994628906,credit_card,4
CA-2014-145317,909.981994628906,credit_card,8
CA-2014-145387,4072.94995117188,debit_card,1
CA-2014-145541,407.976013183594,credit_card,10
CA-2014-145576,28.9799995422363,credit_card,3
CA-2014-145800,12.6999998092651,credit_card,8
CA-2014-145926,47.9519996643066,credit_card,6
CA-2014-146283,574.848022460938,credit_card,8
CA-2014-146500,472.967987060547,credit_card,1
CA-2014-146528,1574.88793945313,credit_card,1
CA-2014-146591,1604.48400878906,credit_card,6
CA-2014-146640,159.983993530273,credit_card,2
CA-2014-146703,217.583999633789,credit_card,8
CA-2014-146731,1118.61596679688,credit_card,2
CA-2014-146815,484.648010253906,credit_card,7
CA-2014-146843,165.380004882813,credit_card,2
CA-2014-146885,1323.90002441406,credit_card,1
CA-2014-146969,219.14599609375,credit_card,1
CA-2014-146990,791.52001953125,credit_card,4
CA-2014-146997,11.3760004043579,credit_card,1
CA-2014-147235,477.510009765625,credit_card,3
CA-2014-147298,55.9500007629395,credit_card,2
CA-2014-147543,12.3500003814697,credit_card,8
CA-2014-147900,14.6199998855591,credit_card,2
CA-2014-147914,148.703994750977,credit_card,2
CA-2014-148040,46.0880012512207,credit_card,2
CA-2014-148285,227.904006958008,credit_card,10
CA-2014-148369,68.2379989624023,credit_card,3
CA-2014-148383,2.37599992752075,credit_card,3
CA-2014-148425,207.184005737305,credit_card,10
CA-2014-148488,219.087997436523,credit_card,6
CA-2014-148586,1217.56799316406,debit_card,4
CA-2014-148614,113.192001342773,credit_card,3
CA-2014-148761,3.04800009727478,credit_card,8
CA-2014-148782,251.910003662109,credit_card,1
CA-2014-148915,698.315979003906,credit_card,10
CA-2014-148950,138.47200012207,debit_card,8
CA-2014-149020,211.828002929688,debit_card,7
CA-2014-149055,7.99599981307983,credit_card,1
CA-2014-149104,5584.93408203125,credit_card,2
CA-2014-149244,94.5999984741211,credit_card,1
CA-2014-149524,9.86999988555908,credit_card,4
CA-2014-149538,1520.05798339844,credit_card,4
CA-2014-149594,510.239990234375,credit_card,2
CA-2014-149643,162.639999389648,credit_card,5
CA-2014-149958,4889.35400390625,credit_card,3
CA-2014-150203,44.75,credit_card,2
CA-2014-150245,479.988006591797,credit_card,10
CA-2014-150301,11.0600004196167,debit_card,6
CA-2014-150329,36.8400001525879,credit_card,3
CA-2014-150490,121.40599822998,credit_card,3
CA-2014-150518,423.364013671875,credit_card,10
CA-2014-150581,482.730010986328,credit_card,1
CA-2014-150798,476.578002929688,debit_card,5
CA-2014-151001,613.219970703125,credit_card,6
CA-2014-151078,6.59999990463257,credit_card,10
CA-2014-151162,371.160003662109,debit_card,6
CA-2014-151295,81.1520004272461,debit_card,8
CA-2014-151330,579.197998046875,credit_card,1
CA-2014-151379,54.9000015258789,credit_card,2
CA-2014-151554,13.3439998626709,credit_card,5
CA-2014-151708,367.108001708984,credit_card,10
CA-2014-151792,199.979995727539,credit_card,10
CA-2014-151897,1.78799998760223,credit_card,3
CA-2014-151946,1252.76000976563,credit_card,2
CA-2014-151953,195.136001586914,debit_card,10
CA-2014-151967,19.1940002441406,credit_card,1
CA-2014-151995,802.700012207031,credit_card,5
CA-2014-152100,6.78999996185303,credit_card,1
CA-2014-152233,10.3680000305176,credit_card,3
CA-2014-152254,1245.85998535156,credit_card,5
CA-2014-152268,52.4480018615723,credit_card,2
CA-2014-152296,89.9700012207031,credit_card,6
CA-2014-152345,24.3649997711182,credit_card,6
CA-2014-152443,260.256011962891,credit_card,1
CA-2014-152562,314.549987792969,credit_card,10
