PaymentID,OrderID,PaymentDate,GiftCardUsage,GiftCardAmount,CouponUsage,CouponAmount,PaymentMethodID
PAY-042183,OR-042210,2020-12-18 22:27:00+00:00,Yes,4485.0,Yes,284.0,PM-002
PAY-042184,OR-042211,2023-03-27 17:06:00+00:00,Yes,4836.0,No,,PM-004
PAY-042185,OR-042212,2024-03-21 23:46:00+00:00,Yes,965.0,Yes,342.0,PM-002
PAY-042186,OR-042213,2022-12-11 02:20:00+00:00,No,,No,,PM-005
PAY-042187,OR-042214,2024-06-01 06:40:00+00:00,No,,Yes,153.0,PM-002
PAY-042188,OR-042215,2023-08-20 10:32:00+00:00,No,,No,,PM-002
PAY-042189,OR-042216,2024-03-27 16:47:00+00:00,Yes,1980.0,Yes,348.0,PM-001
PAY-042190,OR-042217,2024-05-10 01:16:00+00:00,No,,No,,PM-002
PAY-042191,OR-042218,2022-09-25 11:52:00+00:00,No,,No,,PM-003
PAY-042192,OR-042219,2020-04-02 17:40:00+00:00,Yes,4337.0,No,,PM-003
PAY-042193,OR-042220,2018-04-01 10:41:00+00:00,No,,No,,PM-002
PAY-042194,OR-042221,2021-07-13 14:02:00+00:00,No,,No,,PM-002
PAY-042195,OR-042222,2022-05-09 14:04:00+00:00,No,,Yes,481.0,PM-002
PAY-042196,OR-042223,2024-05-30 12:26:00+00:00,Yes,1225.0,No,,PM-001
PAY-042197,OR-042224,2013-03-14 10:55:00+00:00,No,,No,,PM-002
PAY-042198,OR-042225,2022-10-25 13:38:00+00:00,No,,No,,PM-002
PAY-042199,OR-042226,2024-03-22 19:43:00+00:00,Yes,1256.0,Yes,236.0,PM-003
PAY-042200,OR-042227,2024-01-25 14:46:00+00:00,No,,Yes,458.0,PM-001
PAY-042201,OR-042228,2018-12-27 16:42:00+00:00,Yes,146.0,No,,PM-002
PAY-042202,OR-042229,2021-12-22 03:47:00+00:00,No,,Yes,310.0,PM-002
PAY-042203,OR-042230,2022-10-22 13:57:00+00:00,No,,No,,PM-002
PAY-042204,OR-042231,2017-03-10 15:14:00+00:00,No,,Yes,473.0,PM-002
PAY-042205,OR-042232,2021-03-12 11:54:00+00:00,Yes,4419.0,Yes,456.0,PM-003
PAY-042206,OR-042233,2024-04-13 07:36:00+00:00,Yes,314.0,Yes,464.0,PM-003
PAY-042207,OR-042234,2019-07-01 17:57:00+00:00,Yes,493.0,No,,PM-002
PAY-042208,OR-042235,2023-06-27 04:16:00+00:00,No,,Yes,365.0,PM-005
PAY-042209,OR-042236,2024-06-09 06:33:00+00:00,Yes,3082.0,No,,PM-002
PAY-042210,OR-042237,2023-07-04 17:52:00+00:00,Yes,4019.0,Yes,78.0,PM-002
PAY-042211,OR-042238,2023-12-24 01:38:00+00:00,Yes,2594.0,No,,PM-004
PAY-042212,OR-042239,2023-02-25 02:48:00+00:00,No,,No,,PM-004
PAY-042213,OR-042240,2022-11-23 21:50:00+00:00,Yes,2758.0,Yes,145.0,PM-002
PAY-042214,OR-042241,2024-06-13 18:59:00+00:00,Yes,2890.0,No,,PM-002
PAY-042215,OR-042242,2014-03-29 09:45:00+00:00,No,,Yes,241.0,PM-002
PAY-042216,OR-042243,2024-02-24 07:48:00+00:00,Yes,1644.0,Yes,16.0,PM-005
PAY-042217,OR-042244,2023-08-31 06:20:00+00:00,No,,No,,PM-002
PAY-042218,OR-042245,2023-04-19 08:05:00+00:00,No,,No,,PM-002
PAY-042219,OR-042246,2023-01-26 07:29:00+00:00,Yes,4334.0,Yes,458.0,PM-002
PAY-042220,OR-042247,2022-03-04 05:41:00+00:00,Yes,1502.0,Yes,410.0,PM-003
PAY-042221,OR-042248,2008-11-17 21:46:00+00:00,No,,Yes,278.0,PM-004
PAY-042222,OR-042249,2021-03-06 07:45:00+00:00,No,,Yes,386.0,PM-005
PAY-042223,OR-042250,2024-06-04 03:55:00+00:00,Yes,2113.0,No,,PM-002
PAY-042224,OR-042251,2018-05-14 05:46:00+00:00,Yes,743.0,No,,PM-003
PAY-042225,OR-042252,2023-02-05 19:42:00+00:00,No,,Yes,91.0,PM-002
PAY-042226,OR-042253,2024-01-23 17:34:00+00:00,No,,No,,PM-003
PAY-042227,OR-042254,2019-06-29 07:26:00+00:00,No,,Yes,251.0,PM-003
PAY-042228,OR-042255,2024-01-05 11:17:00+00:00,Yes,2879.0,No,,PM-002
PAY-042229,OR-042256,2024-06-12 04:36:00+00:00,Yes,4155.0,Yes,370.0,PM-003
PAY-042230,OR-042257,2020-10-25 06:59:00+00:00,No,,No,,PM-001
PAY-042231,OR-042258,2021-04-13 09:18:00+00:00,Yes,479.0,Yes,47.0,PM-002
PAY-042232,OR-042259,2019-06-18 09:29:00+00:00,No,,Yes,415.0,PM-002
PAY-042233,OR-042260,2019-12-16 11:44:00+00:00,No,,No,,PM-004
PAY-042234,OR-042261,2000-12-07 03:20:00+00:00,No,,Yes,120.0,PM-002
PAY-042235,OR-042262,2017-06-26 15:42:00+00:00,Yes,4743.0,No,,PM-003
PAY-042236,OR-042263,2014-09-14 12:10:00+00:00,Yes,1967.0,No,,PM-001
PAY-042237,OR-042264,2021-05-02 22:28:00+00:00,No,,Yes,103.0,PM-003
PAY-042238,OR-042265,2024-04-26 20:50:00+00:00,No,,No,,PM-002
PAY-042239,OR-042266,2021-03-31 16:31:00+00:00,Yes,2018.0,Yes,402.0,PM-001
PAY-042240,OR-042267,2021-10-28 01:57:00+00:00,Yes,1357.0,Yes,58.0,PM-002
PAY-042241,OR-042268,2017-05-20 16:01:00+00:00,Yes,2658.0,Yes,450.0,PM-002
PAY-042242,OR-042269,2012-07-04 13:33:00+00:00,Yes,492.0,No,,PM-003
PAY-042243,OR-042270,2024-02-27 05:36:00+00:00,No,,Yes,401.0,PM-002
PAY-042244,OR-042271,2024-05-02 00:55:00+00:00,Yes,115.0,No,,PM-002
PAY-042245,OR-042272,2014-04-06 20:18:00+00:00,No,,Yes,421.0,PM-002
PAY-042246,OR-042273,2018-02-08 10:04:00+00:00,Yes,4033.0,Yes,446.0,PM-002
PAY-042247,OR-042274,2023-04-28 07:38:00+00:00,No,,Yes,139.0,PM-002
PAY-042248,OR-042275,2015-08-25 15:23:00+00:00,No,,Yes,169.0,PM-002
PAY-042249,OR-042276,2024-02-05 03:58:00+00:00,Yes,121.0,No,,PM-002
PAY-042250,OR-042277,2023-05-02 13:54:00+00:00,Yes,2337.0,Yes,120.0,PM-002
PAY-042251,OR-042278,2021-04-07 06:20:00+00:00,Yes,923.0,No,,PM-005
PAY-042252,OR-042279,2023-09-11 00:56:00+00:00,Yes,2021.0,Yes,22.0,PM-002
PAY-042253,OR-042280,2005-06-10 20:50:00+00:00,No,,No,,PM-002
PAY-042254,OR-042281,2005-06-26 00:38:00+00:00,Yes,2816.0,No,,PM-004
PAY-042255,OR-042282,2023-09-03 11:29:00+00:00,No,,No,,PM-001
PAY-042256,OR-042283,2002-06-14 19:15:00+00:00,Yes,1726.0,Yes,470.0,PM-002
PAY-042257,OR-042284,2021-01-04 18:28:00+00:00,Yes,4607.0,Yes,276.0,PM-001
PAY-042258,OR-042285,2022-05-04 16:53:00+00:00,No,,Yes,132.0,PM-002
PAY-042259,OR-042286,2008-04-05 01:48:00+00:00,Yes,752.0,No,,PM-001
PAY-042260,OR-042287,2018-09-16 10:23:00+00:00,Yes,2273.0,Yes,374.0,PM-002
PAY-042261,OR-042288,2023-05-03 15:34:00+00:00,Yes,2482.0,Yes,447.0,PM-002
PAY-042262,OR-042289,2024-03-05 23:09:00+00:00,No,,Yes,185.0,PM-002
PAY-042263,OR-042290,2022-03-12 14:32:00+00:00,Yes,848.0,Yes,401.0,PM-002
PAY-042264,OR-042291,2022-09-09 16:26:00+00:00,No,,No,,PM-001
PAY-042265,OR-042292,2018-07-06 17:45:00+00:00,Yes,4094.0,Yes,246.0,PM-002
PAY-042266,OR-042293,2024-03-06 13:24:00+00:00,Yes,4520.0,Yes,50.0,PM-002
PAY-042267,OR-042294,2020-10-10 08:26:00+00:00,No,,Yes,246.0,PM-002
PAY-042268,OR-042295,2023-04-01 07:54:00+00:00,No,,Yes,136.0,PM-002
PAY-042269,OR-042296,2024-05-21 13:24:00+00:00,Yes,1673.0,No,,PM-001
PAY-042270,OR-042297,2024-06-04 08:38:00+00:00,Yes,1556.0,No,,PM-002
PAY-042271,OR-042298,2023-10-24 02:46:00+00:00,No,,No,,PM-002
PAY-042272,OR-042299,2023-02-02 00:18:00+00:00,No,,No,,PM-002
PAY-042273,OR-042300,2023-05-19 10:37:00+00:00,Yes,1402.0,No,,PM-002
PAY-042274,OR-042301,2020-07-20 20:25:00+00:00,Yes,4894.0,No,,PM-002
PAY-042275,OR-042302,2023-09-28 16:54:00+00:00,Yes,3935.0,No,,PM-001
PAY-042276,OR-042303,2011-12-28 17:18:00+00:00,No,,No,,PM-002
PAY-042277,OR-042304,2021-07-24 20:09:00+00:00,Yes,4165.0,No,,PM-004
PAY-042278,OR-042305,2023-03-07 15:05:00+00:00,No,,Yes,421.0,PM-005
PAY-042279,OR-042306,2023-05-18 01:33:00+00:00,Yes,1230.0,No,,PM-002
PAY-042280,OR-042307,2012-04-16 14:39:00+00:00,Yes,982.0,No,,PM-003
PAY-042281,OR-042308,2021-06-25 16:52:00+00:00,No,,No,,PM-001
PAY-042282,OR-042309,2020-12-07 17:10:00+00:00,No,,Yes,138.0,PM-002
PAY-042283,OR-042310,2023-05-09 12:57:00+00:00,Yes,2706.0,No,,PM-002
PAY-042284,OR-042311,2023-08-25 12:16:00+00:00,Yes,2310.0,Yes,332.0,PM-002
PAY-042285,OR-042312,2021-07-11 20:09:00+00:00,Yes,3419.0,No,,PM-002
PAY-042286,OR-042313,2023-06-30 00:15:00+00:00,No,,No,,PM-002
PAY-042287,OR-042314,2023-01-03 16:46:00+00:00,No,,No,,PM-002
PAY-042288,OR-042315,2024-04-21 00:32:00+00:00,Yes,2722.0,No,,PM-004
PAY-042289,OR-042316,2023-06-11 02:30:00+00:00,Yes,1787.0,Yes,396.0,PM-002
PAY-042290,OR-042317,2023-06-19 15:24:00+00:00,Yes,1906.0,No,,PM-002
PAY-042291,OR-042318,2024-03-15 14:00:00+00:00,Yes,2878.0,No,,PM-002
PAY-042292,OR-042319,2024-04-07 07:59:00+00:00,Yes,4984.0,No,,PM-002
PAY-042293,OR-042320,2019-11-27 06:13:00+00:00,Yes,3626.0,No,,PM-002
PAY-042294,OR-042321,2014-04-25 19:41:00+00:00,No,,No,,PM-002
PAY-042295,OR-042322,2023-06-17 04:03:00+00:00,No,,Yes,28.0,PM-002
PAY-042296,OR-042323,2020-07-14 11:29:00+00:00,Yes,1793.0,Yes,99.0,PM-003
PAY-042297,OR-042324,2023-11-17 00:11:00+00:00,No,,No,,PM-002
PAY-042298,OR-042325,2024-01-27 01:56:00+00:00,No,,Yes,386.0,PM-002
PAY-042299,OR-042326,2023-11-10 19:26:00+00:00,Yes,1579.0,No,,PM-002
PAY-042300,OR-042327,2017-12-05 16:27:00+00:00,No,,No,,PM-002
PAY-042301,OR-042328,2024-06-09 20:52:00+00:00,Yes,2716.0,No,,PM-002
PAY-042302,OR-042329,2023-05-30 01:05:00+00:00,No,,No,,PM-002
PAY-042303,OR-042330,2016-05-11 19:46:00+00:00,No,,No,,PM-003
PAY-042304,OR-042331,2024-05-17 00:20:00+00:00,Yes,4721.0,No,,PM-001
PAY-042305,OR-042332,2024-01-02 20:25:00+00:00,Yes,1453.0,Yes,54.0,PM-001
PAY-042306,OR-042333,2004-12-11 03:46:00+00:00,No,,Yes,357.0,PM-003
PAY-042307,OR-042334,2023-04-07 07:04:00+00:00,No,,No,,PM-003
PAY-042308,OR-042335,2023-12-31 15:34:00+00:00,Yes,636.0,Yes,442.0,PM-002
PAY-042309,OR-042336,2013-04-30 00:31:00+00:00,Yes,4038.0,No,,PM-002
PAY-042310,OR-042337,2023-03-03 12:27:00+00:00,No,,No,,PM-001
