PaymentID,OrderID,PaymentDate,GiftCardUsage,GiftCardAmount,CouponUsage,CouponAmount,PaymentMethodID
PAY-000070,OR-000070,2010-11-26 19:15:00+00:00,No,,No,,PM-001
PAY-000071,OR-000071,2024-03-21 18:12:00+00:00,No,,No,,PM-002
PAY-000072,OR-000072,2021-03-22 15:14:00+00:00,Yes,4822.0,No,,PM-001
PAY-000073,OR-000073,2017-06-07 22:30:00+00:00,Yes,4565.0,No,,PM-003
PAY-000074,OR-000074,2023-02-26 11:36:00+00:00,No,,No,,PM-001
PAY-000075,OR-000075,2017-08-15 17:45:00+00:00,Yes,3297.0,Yes,101.0,PM-005
PAY-000076,OR-000076,2024-02-05 23:49:00+00:00,Yes,2677.0,No,,PM-001
PAY-000077,OR-000077,2020-08-17 02:27:00+00:00,No,,Yes,421.0,PM-002
PAY-000078,OR-000078,2010-07-05 01:42:00+00:00,Yes,3016.0,Yes,164.0,PM-002
PAY-000079,OR-000079,2023-06-13 12:30:00+00:00,Yes,3605.0,No,,PM-002
PAY-000080,OR-000080,2022-12-08 19:45:00+00:00,Yes,3381.0,No,,PM-002
PAY-000081,OR-000081,2018-07-27 16:05:00+00:00,Yes,2242.0,No,,PM-002
PAY-000082,OR-000082,2024-03-01 21:04:00+00:00,Yes,2024.0,No,,PM-002
PAY-000083,OR-000083,2024-04-16 14:01:00+00:00,Yes,2367.0,Yes,344.0,PM-001
PAY-000084,OR-000084,2023-12-15 20:32:00+00:00,No,,Yes,252.0,PM-003
PAY-000085,OR-000085,2023-07-08 02:31:00+00:00,Yes,3550.0,Yes,154.0,PM-002
PAY-000086,OR-000086,2019-07-30 15:49:00+00:00,Yes,1832.0,No,,PM-004
PAY-000087,OR-000087,2019-06-05 09:40:00+00:00,Yes,3325.0,No,,PM-002
PAY-000088,OR-000088,2023-08-17 06:16:00+00:00,Yes,2265.0,No,,PM-002
PAY-000089,OR-000089,2023-05-22 23:26:00+00:00,Yes,2474.0,No,,PM-002
PAY-000090,OR-000090,2022-03-09 14:46:00+00:00,No,,No,,PM-004
PAY-000091,OR-000091,2021-09-06 20:49:00+00:00,Yes,225.0,Yes,380.0,PM-002
PAY-000092,OR-000092,2022-01-07 11:26:00+00:00,Yes,879.0,No,,PM-002
PAY-000093,OR-000093,2024-01-01 14:05:00+00:00,Yes,1791.0,No,,PM-002
PAY-000094,OR-000094,2020-03-23 17:54:00+00:00,No,,Yes,382.0,PM-002
PAY-000095,OR-000095,2020-07-28 00:23:00+00:00,No,,Yes,311.0,PM-002
PAY-000096,OR-000096,2023-02-14 19:44:00+00:00,Yes,4671.0,No,,PM-002
PAY-000097,OR-000097,2023-10-21 01:18:00+00:00,No,,Yes,28.0,PM-002
PAY-000098,OR-000098,2001-10-07 23:41:00+00:00,Yes,4538.0,Yes,315.0,PM-002
PAY-000099,OR-000099,2024-04-11 08:14:00+00:00,Yes,1266.0,Yes,186.0,PM-002
PAY-000100,OR-000100,2023-10-01 12:58:00+00:00,No,,Yes,341.0,PM-002
PAY-000101,OR-000101,2020-02-04 04:28:00+00:00,No,,Yes,174.0,PM-004
PAY-000102,OR-000102,2022-04-13 09:12:00+00:00,Yes,1516.0,Yes,457.0,PM-005
PAY-000103,OR-000103,2010-08-31 14:12:00+00:00,No,,No,,PM-001
PAY-000104,OR-000104,2024-06-07 09:29:00+00:00,Yes,639.0,No,,PM-002
PAY-000105,OR-000105,2024-04-05 11:00:00+00:00,No,,No,,PM-002
PAY-000106,OR-000106,2024-04-16 21:21:00+00:00,No,,Yes,69.0,PM-002
PAY-000107,OR-000107,2021-12-02 12:37:00+00:00,Yes,2194.0,Yes,279.0,PM-004
PAY-000108,OR-000108,2024-06-14 06:24:00+00:00,No,,No,,PM-002
PAY-000109,OR-000109,2024-05-13 17:46:00+00:00,Yes,2729.0,No,,PM-002
PAY-000110,OR-000110,2017-04-03 20:09:00+00:00,No,,No,,PM-002
PAY-000111,OR-000111,2024-04-21 14:10:00+00:00,No,,Yes,485.0,PM-002
PAY-000112,OR-000112,2024-04-16 07:55:00+00:00,No,,Yes,403.0,PM-002
PAY-000113,OR-000113,2022-12-30 13:00:00+00:00,No,,Yes,136.0,PM-002
PAY-000114,OR-000114,2024-01-22 10:10:00+00:00,Yes,2842.0,Yes,474.0,PM-001
PAY-000115,OR-000115,2024-05-19 19:26:00+00:00,Yes,3059.0,No,,PM-002
PAY-000116,OR-000116,2022-03-03 10:18:00+00:00,Yes,2933.0,No,,PM-002
PAY-000117,OR-000117,2024-06-04 02:02:00+00:00,Yes,1100.0,Yes,476.0,PM-001
PAY-000118,OR-000118,2019-12-17 20:18:00+00:00,No,,No,,PM-003
PAY-000119,OR-000119,2024-01-22 11:29:00+00:00,Yes,4297.0,Yes,248.0,PM-002
PAY-000120,OR-000120,2011-03-14 05:10:00+00:00,No,,Yes,187.0,PM-001
PAY-000121,OR-000121,2017-01-04 14:23:00+00:00,Yes,2770.0,No,,PM-002
PAY-000122,OR-000122,2022-03-15 18:36:00+00:00,No,,No,,PM-002
PAY-000123,OR-000123,2021-10-09 08:07:00+00:00,No,,No,,PM-001
PAY-000124,OR-000124,2024-06-13 16:27:00+00:00,No,,Yes,47.0,PM-002
PAY-000125,OR-000125,2014-01-14 11:07:00+00:00,No,,Yes,144.0,PM-002
PAY-000126,OR-000126,2022-06-30 06:06:00+00:00,Yes,4384.0,No,,PM-002
PAY-000127,OR-000127,2021-04-21 14:27:00+00:00,Yes,201.0,No,,PM-004
PAY-000128,OR-000128,2024-02-08 02:02:00+00:00,No,,No,,PM-002
PAY-000129,OR-000129,2023-06-23 10:21:00+00:00,Yes,3546.0,Yes,397.0,PM-002
PAY-000130,OR-000130,2008-11-21 18:14:00+00:00,No,,No,,PM-002
PAY-000131,OR-000131,2011-08-10 07:59:00+00:00,No,,No,,PM-004
PAY-000132,OR-000132,2021-05-25 04:17:00+00:00,Yes,2450.0,Yes,351.0,PM-002
PAY-000133,OR-000133,2014-11-11 01:13:00+00:00,No,,No,,PM-004
PAY-000134,OR-000134,2024-06-14 17:19:00+00:00,No,,No,,PM-002
PAY-000135,OR-000135,2019-02-11 13:24:00+00:00,Yes,2519.0,No,,PM-002
PAY-000136,OR-000136,2019-10-31 16:25:00+00:00,Yes,1327.0,Yes,262.0,PM-003
PAY-000137,OR-000137,2024-05-09 23:21:00+00:00,Yes,1950.0,No,,PM-002
PAY-000138,OR-000138,2024-03-10 19:45:00+00:00,No,,Yes,223.0,PM-003
PAY-000139,OR-000139,2011-09-12 03:26:00+00:00,Yes,1619.0,Yes,404.0,PM-003
PAY-000140,OR-000140,2022-03-23 11:55:00+00:00,Yes,845.0,Yes,216.0,PM-002
PAY-000141,OR-000141,2017-10-18 12:16:00+00:00,No,,Yes,299.0,PM-005
PAY-000142,OR-000142,2002-03-19 10:24:00+00:00,Yes,708.0,No,,PM-001
PAY-000143,OR-000143,2001-11-19 05:40:00+00:00,Yes,3213.0,No,,PM-005
PAY-000144,OR-000144,2003-05-27 01:08:00+00:00,No,,Yes,405.0,PM-002
PAY-000145,OR-000145,2023-08-14 23:48:00+00:00,Yes,324.0,Yes,485.0,PM-003
PAY-000146,OR-000146,2024-04-15 03:45:00+00:00,Yes,424.0,Yes,220.0,PM-002
PAY-000147,OR-000147,2024-01-23 01:23:00+00:00,No,,Yes,412.0,PM-001
PAY-000148,OR-000148,2004-11-12 22:38:00+00:00,No,,No,,PM-002
PAY-000149,OR-000149,2022-03-20 00:44:00+00:00,Yes,4473.0,Yes,280.0,PM-004
PAY-000150,OR-000150,2018-10-15 18:58:00+00:00,No,,Yes,488.0,PM-002
PAY-000151,OR-000151,2023-01-19 22:29:00+00:00,No,,No,,PM-002
PAY-000152,OR-000152,2024-05-30 23:11:00+00:00,Yes,3005.0,No,,PM-003
PAY-000153,OR-000153,2005-11-11 12:34:00+00:00,Yes,412.0,No,,PM-003
PAY-000154,OR-000154,2021-05-27 16:03:00+00:00,No,,No,,PM-002
PAY-000155,OR-000155,2016-09-18 13:58:00+00:00,No,,Yes,204.0,PM-001
PAY-000156,OR-000156,2021-06-05 15:28:00+00:00,Yes,3882.0,No,,PM-002
PAY-000157,OR-000157,2020-08-09 01:42:00+00:00,Yes,4854.0,No,,PM-003
PAY-000158,OR-000158,2022-12-20 10:24:00+00:00,No,,No,,PM-003
PAY-000159,OR-000159,2017-09-14 06:22:00+00:00,No,,No,,PM-001
PAY-000160,OR-000160,2023-01-31 18:03:00+00:00,No,,Yes,226.0,PM-002
PAY-000161,OR-000161,2019-01-23 08:46:00+00:00,Yes,2669.0,Yes,397.0,PM-002
PAY-000162,OR-000162,2023-04-25 20:46:00+00:00,No,,Yes,15.0,PM-002
PAY-000163,OR-000163,2023-10-10 13:33:00+00:00,No,,No,,PM-003
PAY-000164,OR-000164,2024-06-01 14:54:00+00:00,No,,Yes,334.0,PM-001
PAY-000165,OR-000165,2016-01-08 20:11:00+00:00,Yes,1270.0,Yes,30.0,PM-002
PAY-000166,OR-000166,2024-06-03 04:25:00+00:00,Yes,359.0,Yes,461.0,PM-002
PAY-000167,OR-000167,2022-04-24 14:19:00+00:00,Yes,1640.0,No,,PM-002
PAY-000168,OR-000168,2012-10-09 08:27:00+00:00,No,,Yes,474.0,PM-004
PAY-000169,OR-000169,2022-11-22 11:15:00+00:00,Yes,1212.0,Yes,463.0,PM-002
PAY-000170,OR-000170,2024-02-09 18:23:00+00:00,No,,Yes,283.0,PM-003
PAY-000171,OR-000171,2018-03-11 03:50:00+00:00,Yes,387.0,No,,PM-002
PAY-000172,OR-000172,2018-04-20 02:47:00+00:00,No,,Yes,339.0,PM-004
PAY-000173,OR-000173,2022-05-22 12:27:00+00:00,Yes,4603.0,Yes,410.0,PM-002
PAY-000174,OR-000174,2019-06-07 16:44:00+00:00,Yes,1845.0,No,,PM-002
PAY-000175,OR-000175,2023-01-31 03:19:00+00:00,No,,No,,PM-002
PAY-000176,OR-000176,2023-07-15 10:04:00+00:00,Yes,317.0,Yes,138.0,PM-003
PAY-000177,OR-000177,2015-03-19 01:24:00+00:00,No,,Yes,444.0,PM-002
PAY-000178,OR-000178,2023-11-02 05:05:00+00:00,Yes,406.0,Yes,107.0,PM-001
PAY-000179,OR-000179,2022-11-13 10:40:00+00:00,No,,No,,PM-003
PAY-000180,OR-000180,2016-07-28 22:13:00+00:00,No,,No,,PM-003
PAY-000181,OR-000181,2021-10-11 10:45:00+00:00,Yes,2259.0,Yes,144.0,PM-002
PAY-000182,OR-000182,2005-12-24 04:36:00+00:00,No,,Yes,298.0,PM-002
PAY-000183,OR-000183,2012-02-07 16:02:00+00:00,No,,No,,PM-003
PAY-000184,OR-000184,2023-12-14 14:36:00+00:00,Yes,2993.0,Yes,165.0,PM-005
PAY-000185,OR-000185,2024-05-19 10:10:00+00:00,No,,No,,PM-002
PAY-000186,OR-000186,2020-10-26 10:15:00+00:00,No,,No,,PM-002
PAY-000187,OR-000187,2024-05-18 19:49:00+00:00,Yes,4256.0,No,,PM-001
PAY-000188,OR-000188,2022-07-15 04:40:00+00:00,No,,No,,PM-002
PAY-000189,OR-000189,2024-05-14 04:25:00+00:00,Yes,4023.0,No,,PM-003
PAY-000190,OR-000190,2024-01-08 05:33:00+00:00,Yes,4213.0,Yes,111.0,PM-002
PAY-000191,OR-000191,2023-12-08 13:55:00+00:00,Yes,3923.0,No,,PM-002
PAY-000192,OR-000192,2022-09-18 15:11:00+00:00,Yes,1358.0,Yes,215.0,PM-005
PAY-000193,OR-000193,2024-04-06 19:17:00+00:00,Yes,4588.0,Yes,442.0,PM-002
PAY-000194,OR-000194,2024-06-28 08:59:00+00:00,No,,Yes,304.0,PM-005
PAY-000195,OR-000195,2017-10-28 06:26:00+00:00,No,,No,,PM-002
PAY-000196,OR-000196,2022-07-06 13:54:00+00:00,No,,No,,PM-002
PAY-000197,OR-000197,2020-10-29 06:45:00+00:00,No,,No,,PM-003
PAY-000198,OR-000198,2020-07-24 20:00:00+00:00,No,,Yes,184.0,PM-002
PAY-000199,OR-000199,2023-05-22 00:59:00+00:00,No,,No,,PM-002
PAY-000200,OR-000200,2023-05-13 20:38:00+00:00,Yes,4587.0,No,,PM-001
PAY-000201,OR-000201,2013-05-08 14:46:00+00:00,Yes,2739.0,No,,PM-002
PAY-000202,OR-000202,2021-04-10 23:19:00+00:00,Yes,315.0,No,,PM-002
PAY-000203,OR-000203,2024-06-03 02:09:00+00:00,No,,Yes,331.0,PM-003
PAY-000204,OR-000204,2024-03-21 17:55:00+00:00,Yes,4504.0,No,,PM-004
PAY-000205,OR-000205,2009-09-09 03:54:00+00:00,No,,Yes,419.0,PM-002
PAY-000206,OR-000206,2022-04-12 18:32:00+00:00,No,,No,,PM-004
PAY-000207,OR-000207,2022-04-21 06:29:00+00:00,No,,Yes,256.0,PM-003
PAY-000208,OR-000208,2022-06-27 12:20:00+00:00,No,,No,,PM-001
PAY-000209,OR-000209,2015-04-25 16:10:00+00:00,No,,No,,PM-002
PAY-000210,OR-000210,2018-08-01 16:33:00+00:00,No,,No,,PM-002
PAY-000211,OR-000211,2019-02-10 16:39:00+00:00,No,,No,,PM-002
PAY-000212,OR-000212,2006-03-06 16:35:00+00:00,Yes,1582.0,Yes,17.0,PM-004
PAY-000213,OR-000213,2019-10-02 23:54:00+00:00,No,,No,,PM-002
PAY-000214,OR-000214,2022-10-03 19:03:00+00:00,Yes,1245.0,No,,PM-001
PAY-000215,OR-000215,2024-05-21 06:35:00+00:00,Yes,1048.0,No,,PM-005
PAY-000216,OR-000216,2010-12-28 17:37:00+00:00,No,,Yes,476.0,PM-002
PAY-000217,OR-000217,2022-02-03 05:01:00+00:00,Yes,184.0,No,,PM-002
PAY-000218,OR-000218,2022-05-09 03:42:00+00:00,Yes,3591.0,No,,PM-001
PAY-000219,OR-000219,2024-02-07 14:33:00+00:00,No,,No,,PM-002
PAY-000220,OR-000220,2024-02-01 19:53:00+00:00,No,,Yes,175.0,PM-002
PAY-000221,OR-000221,2020-11-26 10:22:00+00:00,Yes,941.0,Yes,99.0,PM-002
PAY-000222,OR-000222,2024-03-09 21:33:00+00:00,Yes,4747.0,No,,PM-004
PAY-000223,OR-000223,2004-02-04 19:21:00+00:00,Yes,1592.0,Yes,288.0,PM-004
PAY-000224,OR-000224,2012-01-02 02:38:00+00:00,No,,No,,PM-002
PAY-000225,OR-000225,2024-04-28 01:28:00+00:00,Yes,3389.0,Yes,206.0,PM-002
PAY-000226,OR-000226,2023-02-20 23:19:00+00:00,Yes,2806.0,Yes,228.0,PM-002
PAY-000227,OR-000227,2016-12-05 11:12:00+00:00,Yes,2878.0,No,,PM-002
PAY-000228,OR-000228,2022-11-24 05:58:00+00:00,No,,No,,PM-002
PAY-000229,OR-000229,2024-03-21 07:16:00+00:00,No,,No,,PM-002
PAY-000230,OR-000230,2018-04-20 23:33:00+00:00,No,,No,,PM-002
PAY-000231,OR-000231,2022-12-31 03:03:00+00:00,Yes,3486.0,No,,PM-002
PAY-000232,OR-000232,2019-04-09 03:59:00+00:00,Yes,1922.0,No,,PM-002
PAY-000233,OR-000233,2020-11-04 01:05:00+00:00,Yes,1928.0,Yes,77.0,PM-002
PAY-000234,OR-000234,2022-09-12 22:44:00+00:00,Yes,1639.0,No,,PM-002
PAY-000235,OR-000235,2024-04-27 22:29:00+00:00,No,,No,,PM-001
PAY-000236,OR-000236,2021-06-13 19:49:00+00:00,No,,No,,PM-002
PAY-000237,OR-000237,2022-05-05 04:31:00+00:00,No,,Yes,138.0,PM-002
PAY-000238,OR-000238,2024-05-22 18:43:00+00:00,No,,Yes,276.0,PM-004
PAY-000239,OR-000239,2021-09-11 12:08:00+00:00,Yes,2904.0,Yes,84.0,PM-003
PAY-000240,OR-000240,2015-08-08 04:33:00+00:00,No,,Yes,384.0,PM-002
PAY-000241,OR-000241,2018-01-09 22:10:00+00:00,Yes,4651.0,No,,PM-002
PAY-000242,OR-000242,2023-05-19 10:10:00+00:00,No,,No,,PM-001
PAY-000243,OR-000243,2024-05-19 02:01:00+00:00,Yes,2816.0,No,,PM-003
PAY-000244,OR-000244,2024-07-06 08:14:00+00:00,Yes,429.0,No,,PM-005
PAY-000245,OR-000245,2024-05-28 08:16:00+00:00,No,,Yes,401.0,PM-002
PAY-000246,OR-000246,2016-04-14 14:32:00+00:00,Yes,4271.0,No,,PM-004
PAY-000247,OR-000247,2016-05-05 20:16:00+00:00,No,,No,,PM-002
PAY-000248,OR-000248,2023-01-27 13:25:00+00:00,No,,No,,PM-002
PAY-000249,OR-000249,2018-10-14 22:22:00+00:00,No,,Yes,361.0,PM-005
PAY-000250,OR-000250,2015-09-29 17:00:00+00:00,Yes,4708.0,Yes,390.0,PM-002
PAY-000251,OR-000251,2023-11-07 06:10:00+00:00,Yes,2245.0,Yes,28.0,PM-002
PAY-000252,OR-000252,2016-12-31 16:34:00+00:00,No,,Yes,316.0,PM-002
PAY-000253,OR-000253,2011-01-09 09:06:00+00:00,Yes,3265.0,No,,PM-004
PAY-000254,OR-000254,2020-09-07 18:02:00+00:00,Yes,1761.0,No,,PM-001
PAY-000255,OR-000255,2024-05-03 11:43:00+00:00,Yes,770.0,No,,PM-002
PAY-000256,OR-000256,2022-09-16 20:05:00+00:00,No,,Yes,413.0,PM-004
PAY-000257,OR-000257,2020-11-29 22:28:00+00:00,Yes,2866.0,Yes,229.0,PM-002
PAY-000258,OR-000258,2019-01-08 05:34:00+00:00,No,,No,,PM-001
PAY-000259,OR-000259,2013-09-23 09:17:00+00:00,No,,Yes,275.0,PM-002
PAY-000260,OR-000260,2023-02-24 18:56:00+00:00,Yes,3958.0,Yes,255.0,PM-002
PAY-000261,OR-000261,2024-04-01 02:09:00+00:00,No,,No,,PM-004
PAY-000262,OR-000262,2018-11-18 16:38:00+00:00,No,,Yes,499.0,PM-002
PAY-000263,OR-000263,2014-02-28 00:13:00+00:00,Yes,4634.0,No,,PM-002
PAY-000264,OR-000264,2023-10-19 18:01:00+00:00,No,,No,,PM-002
PAY-000265,OR-000265,2024-04-28 06:05:00+00:00,Yes,2865.0,No,,PM-002
PAY-000266,OR-000266,2022-02-28 14:07:00+00:00,No,,Yes,386.0,PM-002
PAY-000267,OR-000267,2015-09-01 17:04:00+00:00,Yes,670.0,No,,PM-002
PAY-000268,OR-000268,2012-07-23 14:40:00+00:00,No,,No,,PM-002
PAY-000269,OR-000269,2023-09-13 21:30:00+00:00,Yes,4136.0,No,,PM-001
PAY-000270,OR-000270,2022-04-28 11:20:00+00:00,No,,Yes,439.0,PM-002
PAY-000271,OR-000271,2013-08-10 09:07:00+00:00,Yes,375.0,Yes,440.0,PM-002
PAY-000272,OR-000272,2021-06-06 13:46:00+00:00,Yes,3905.0,Yes,190.0,PM-003
PAY-000273,OR-000273,2022-05-24 06:31:00+00:00,No,,No,,PM-002
PAY-000274,OR-000274,2017-04-05 01:25:00+00:00,Yes,2200.0,No,,PM-002
PAY-000275,OR-000275,2022-02-20 20:54:00+00:00,Yes,1026.0,Yes,375.0,PM-002
PAY-000276,OR-000276,2024-06-10 18:19:00+00:00,Yes,1855.0,No,,PM-005
PAY-000277,OR-000277,2017-11-24 21:02:00+00:00,No,,No,,PM-002
PAY-000278,OR-000278,2020-01-01 22:48:00+00:00,Yes,3732.0,Yes,324.0,PM-002
PAY-000279,OR-000279,2017-02-07 05:36:00+00:00,Yes,1714.0,Yes,285.0,PM-002
PAY-000280,OR-000280,2013-07-06 10:49:00+00:00,No,,Yes,95.0,PM-002
PAY-000281,OR-000281,2012-10-13 09:37:00+00:00,Yes,4782.0,Yes,163.0,PM-002
PAY-000282,OR-000282,2024-03-16 23:26:00+00:00,No,,Yes,452.0,PM-002
PAY-000283,OR-000283,2024-05-21 15:40:00+00:00,Yes,3752.0,Yes,13.0,PM-002
PAY-000284,OR-000284,2018-03-12 19:31:00+00:00,Yes,4811.0,Yes,282.0,PM-002
PAY-000285,OR-000285,2024-03-30 13:53:00+00:00,No,,No,,PM-002
PAY-000286,OR-000286,2023-10-10 00:52:00+00:00,Yes,2413.0,No,,PM-002
PAY-000287,OR-000287,2023-05-30 14:06:00+00:00,Yes,4739.0,Yes,215.0,PM-002
PAY-000288,OR-000288,2015-04-26 08:57:00+00:00,No,,Yes,304.0,PM-002
PAY-000289,OR-000289,2020-02-06 10:56:00+00:00,No,,No,,PM-002
PAY-000290,OR-000290,2006-02-12 22:23:00+00:00,No,,No,,PM-002
PAY-000291,OR-000291,2022-01-18 04:14:00+00:00,Yes,743.0,Yes,210.0,PM-003
PAY-000292,OR-000292,2017-11-13 07:24:00+00:00,No,,No,,PM-002
PAY-000293,OR-000293,2023-10-14 17:29:00+00:00,No,,No,,PM-002
PAY-000294,OR-000294,2021-10-12 02:22:00+00:00,Yes,2313.0,No,,PM-002
PAY-000295,OR-000295,2024-06-04 01:16:00+00:00,Yes,4239.0,Yes,80.0,PM-002
PAY-000296,OR-000296,2014-07-10 01:30:00+00:00,No,,Yes,210.0,PM-005
PAY-000297,OR-000297,2015-06-30 12:50:00+00:00,Yes,2485.0,Yes,82.0,PM-001
PAY-000298,OR-000298,2014-03-22 13:58:00+00:00,No,,Yes,496.0,PM-002
PAY-000299,OR-000299,2012-05-05 11:10:00+00:00,Yes,795.0,Yes,402.0,PM-005
