OrderItemID,OrderID,ProductID,Quantity
OR-BL-33004074,OR-18380,PRD-00011,2
OR-S-94490972,OR-18380,PRD-00066,1
OR-D-60035611,OR-71147,PRD-00004,1
OR-S-65781759,OR-49736,PRD-00065,5
OR-BL-39549855,OR-49736,PRD-00001,5
OR-C-63544675,OR-49736,PRD-00026,2
OR-EW-40103740,OR-95206,PRD-00067,1
OR-LN-42419258,OR-95206,PRD-00005,3
OR-C-35021624,OR-95206,PRD-00055,3
OR-MF-23943986,OR-95206,PRD-00021,2
OR-FSJ-56935003,OR-13689,PRD-00030,5
OR-AE-54398360,OR-13689,PRD-00014,5
OR-LN-28684248,OR-13689,PRD-00024,5
OR-HC-47787562,OR-13689,PRD-00001,2
OR-C-37601642,OR-24824,PRD-00025,3
OR-KC-18966150,OR-24824,PRD-00005,1
OR-S-56632197,OR-24824,PRD-00087,5
OR-MF-39966907,OR-73047,PRD-00010,2
OR-BL-21631255,OR-73047,PRD-00010,4
OR-S-20055875,OR-73047,PRD-00003,1
OR-CS-46125731,OR-73047,PRD-00012,5
OR-C-36088549,OR-51129,PRD-00008,4
OR-BL-89972115,OR-51129,PRD-00026,1
OR-ACMP-97653179,OR-51129,PRD-00001,1
OR-EW-73684296,OR-89039,PRD-00001,2
OR-HPC-63947422,OR-50357,PRD-00003,4
OR-AA-54148608,OR-50357,PRD-00059,2
OR-AE-59176761,OR-50357,PRD-00055,2
OR-WW-94221753,OR-50357,PRD-00010,1
OR-SC-70670595,OR-16586,PRD-00009,5
OR-FS-73121103,OR-16586,PRD-00340,1
OR-AE-76239773,OR-16586,PRD-00470,5
OR-IL-73809239,OR-16586,PRD-00022,3
OR-CA-26333463,OR-16586,PRD-00015,3
OR-FS-82997465,OR-25296,PRD-00035,3
OR-AF-69582142,OR-25296,PRD-00037,3
OR-B-23920942,OR-25296,PRD-00004,3
OR-FSJ-56627485,OR-25296,PRD-00001,4
OR-J-96477626,OR-25296,PRD-00220,2
OR-BL-47975387,OR-78896,PRD-00002,3
OR-S-63746679,OR-78896,PRD-00059,5
OR-B-70717054,OR-78896,PRD-00006,3
OR-AA-11445219,OR-86662,PRD-00232,2
OR-SS-37845425,OR-21152,PRD-00070,1
OR-CA-49748202,OR-22721,PRD-00002,1
OR-AE-54510453,OR-22721,PRD-00025,2
OR-TD-17503107,OR-22721,PRD-00040,3
OR-C-76286863,OR-22721,PRD-00028,3
OR-H-79832221,OR-22721,PRD-00001,5
OR-C-92341355,OR-42753,PRD-00062,3
OR-C-82365216,OR-42753,PRD-00317,1
OR-S-34531891,OR-64357,PRD-00053,4
OR-FS-48996706,OR-64357,PRD-00003,5
OR-D-47293834,OR-64357,PRD-00216,3
OR-EW-92625439,OR-64357,PRD-00062,2
OR-I-91745431,OR-64357,PRD-00018,2
OR-MF-70982088,OR-90897,PRD-00384,1
OR-I-78787049,OR-80256,PRD-00196,4
OR-LN-32217009,OR-48377,PRD-00015,5
OR-GDJ-68544897,OR-48377,PRD-00440,4
OR-BG-81771046,OR-48377,PRD-00004,4
OR-CS-18771122,OR-48377,PRD-00050,2
OR-CS-37534624,OR-62714,PRD-00002,2
OR-HCA-58243410,OR-62714,PRD-00001,3
OR-J-62062560,OR-65322,PRD-00002,1
OR-LS-79356158,OR-65322,PRD-00245,2
OR-B-13961623,OR-65322,PRD-00004,2
OR-KHA-39419753,OR-65322,PRD-00002,1
OR-BL-16423801,OR-65322,PRD-00082,4
OR-C-71718624,OR-10491,PRD-00087,5
OR-R-34186743,OR-10491,PRD-00002,2
OR-AF-68468031,OR-10491,PRD-00025,5
OR-CA-91229796,OR-37915,PRD-00008,3
OR-KF-27345373,OR-83226,PRD-00001,5
OR-HCA-27938106,OR-83226,PRD-00001,5
OR-C-25726211,OR-83226,PRD-00011,2
OR-KHA-31840471,OR-83226,PRD-00019,3
OR-J-34507719,OR-84691,PRD-00015,5
OR-HI-32854131,OR-84691,PRD-00132,1
OR-AA-72690217,OR-84691,PRD-00011,2
OR-HC-19693825,OR-47077,PRD-00004,5
OR-CTB-88120452,OR-47077,PRD-00036,5
OR-BL-94251983,OR-31537,PRD-00018,3
OR-M-80252682,OR-31537,PRD-00266,3
OR-C-52050219,OR-86579,PRD-00039,2
OR-S-45159349,OR-86579,PRD-00148,1
OR-EW-74410842,OR-86579,PRD-00015,3
OR-J-89848296,OR-86579,PRD-00217,1
OR-AF-54281842,OR-86579,PRD-00012,1
OR-CA-72201512,OR-99670,PRD-00051,4
OR-KHA-83296235,OR-99670,PRD-00021,2
OR-CS-51860897,OR-65839,PRD-00001,3
OR-LN-11045427,OR-17458,PRD-00050,3
OR-C-78103806,OR-17458,PRD-00002,4
OR-EW-60428029,OR-44381,PRD-00004,1
OR-WF-48980069,OR-44381,PRD-00001,2
OR-C-76417727,OR-27185,PRD-00035,2
OR-PCA-11792093,OR-27185,PRD-00009,1
OR-BL-79620573,OR-27185,PRD-00005,3
OR-FS-85958539,OR-27185,PRD-00056,1
OR-I-65882904,OR-27185,PRD-00025,5
OR-BF-89064117,OR-87362,PRD-00208,2
OR-TP-38387903,OR-87362,PRD-00028,3
OR-KD-43322609,OR-87362,PRD-00002,4
OR-FSJ-10658475,OR-87362,PRD-00012,5
OR-BL-98456282,OR-87362,PRD-00012,5
OR-TP-33606530,OR-72413,PRD-00007,2
OR-B-99665164,OR-72413,PRD-00008,1
OR-D-87793951,OR-72413,PRD-00306,4
OR-DN-28775277,OR-72413,PRD-00008,3
OR-CA-62309980,OR-72413,PRD-00058,1
OR-BF-28535218,OR-29852,PRD-00005,3
OR-KF-77929330,OR-29852,PRD-00076,2
OR-C-79699733,OR-29852,PRD-00003,4
OR-GDJ-66930001,OR-29852,PRD-00063,4
OR-BL-63590546,OR-27440,PRD-00005,1
OR-FS-35927813,OR-27440,PRD-00006,3
OR-J-59715805,OR-27440,PRD-00024,2
OR-FSJ-70439251,OR-79412,PRD-00004,2
OR-HC-20947580,OR-79412,PRD-00320,4
OR-C-58161786,OR-91684,PRD-00441,2
OR-WW-25982279,OR-91684,PRD-00003,3
OR-W-28000292,OR-45400,PRD-00001,1
OR-AHK-12597735,OR-45400,PRD-00094,1
OR-I-99883071,OR-45400,PRD-00291,1
OR-BL-81849482,OR-45400,PRD-00001,1
OR-R-54995787,OR-45400,PRD-00040,2
OR-EW-38062744,OR-92843,PRD-00006,1
OR-I-83589103,OR-92843,PRD-00008,1
OR-C-56404804,OR-91541,PRD-00001,5
OR-W-78773457,OR-91541,PRD-00216,4
OR-AA-96099212,OR-91541,PRD-00391,1
OR-T-35022165,OR-91541,PRD-00001,2
OR-CA-26079930,OR-40857,PRD-00021,4
OR-W-55986342,OR-40857,PRD-00005,3
OR-BL-64832272,OR-40857,PRD-00003,1
OR-FSJ-76056909,OR-98151,PRD-00008,3
OR-C-86625651,OR-98151,PRD-00065,2
OR-HC-68443792,OR-98151,PRD-00115,5
OR-WW-10447845,OR-98151,PRD-00001,2
OR-BL-52464570,OR-98151,PRD-00089,2
OR-KF-98325305,OR-61020,PRD-00086,4
OR-HS-64123097,OR-61020,PRD-00002,5
OR-KW-47538605,OR-61020,PRD-00009,2
OR-J-40080217,OR-65132,PRD-00276,1
OR-BL-55270106,OR-65132,PRD-00003,3
OR-WW-32752698,OR-65132,PRD-00001,5
OR-ASFO-77856331,OR-65132,PRD-00111,5
OR-HC-66121630,OR-65132,PRD-00020,3
OR-WW-73966334,OR-45133,PRD-00019,3
OR-AE-23218122,OR-45133,PRD-00152,2
OR-B-33047460,OR-45133,PRD-00417,2
OR-CS-77554660,OR-57800,PRD-00028,3
OR-BL-26223368,OR-57800,PRD-00002,5
OR-B-82156094,OR-57800,PRD-00007,4
OR-LN-34889236,OR-29522,PRD-00001,3
OR-TP-74083282,OR-11252,PRD-00016,5
OR-FSJ-55561713,OR-11252,PRD-00071,2
OR-WW-83683496,OR-11252,PRD-00013,2
OR-AE-48341646,OR-11252,PRD-00001,4
OR-TG-54303734,OR-27074,PRD-00460,2
OR-WM-40815417,OR-27074,PRD-00272,2
OR-FS-90691917,OR-27074,PRD-00001,5
OR-HC-41287167,OR-27074,PRD-00010,3
OR-J-13681127,OR-41062,PRD-00030,4
OR-I-48727653,OR-41062,PRD-00312,4
OR-BL-20699351,OR-38355,PRD-00001,4
OR-TDB-41802250,OR-38355,PRD-00081,2
OR-AE-52460107,OR-24183,PRD-00014,2
OR-I-81377790,OR-24183,PRD-00030,3
OR-W-30881268,OR-24183,PRD-00183,1
OR-CA-19103723,OR-24183,PRD-00413,2
OR-J-40887188,OR-74183,PRD-00037,5
OR-EW-80499087,OR-74183,PRD-00001,1
OR-SC-36458569,OR-74183,PRD-00009,5
OR-M-76470663,OR-74183,PRD-00002,2
OR-MF-30705559,OR-74183,PRD-00041,5
OR-BL-85475673,OR-99768,PRD-00045,5
OR-C-27730397,OR-99768,PRD-00094,4
OR-I-19448330,OR-99768,PRD-00026,5
OR-HC-91921567,OR-74988,PRD-00004,2
OR-J-41211447,OR-74988,PRD-00026,3
OR-FSJ-90770579,OR-74988,PRD-00013,4
OR-EW-54059754,OR-74988,PRD-00013,4
OR-S-25837113,OR-74988,PRD-00004,5
OR-HS-81565346,OR-37522,PRD-00003,2
OR-S-57427401,OR-37522,PRD-00003,4
OR-H-94086342,OR-37522,PRD-00006,4
OR-CS-88660307,OR-37522,PRD-00001,5
OR-HES-95669672,OR-88942,PRD-00032,1
OR-EW-83942542,OR-88942,PRD-00227,5
OR-C-18591718,OR-88942,PRD-00001,1
OR-HC-35481264,OR-88942,PRD-00001,2
OR-S-76659546,OR-88942,PRD-00180,5
OR-FS-48249434,OR-15022,PRD-00038,3
OR-HES-69847926,OR-42776,PRD-00001,3
OR-KHA-58521608,OR-42776,PRD-00013,5
OR-AE-86823697,OR-42776,PRD-00029,4
OR-J-34588518,OR-42776,PRD-00002,5
OR-SC-37259400,OR-89656,PRD-00006,2
OR-GDJ-28499010,OR-89656,PRD-00018,4
OR-S-23027870,OR-89656,PRD-00211,5
OR-R-51452244,OR-89656,PRD-00002,4
OR-W-66579894,OR-43882,PRD-00002,4
OR-BF-47583592,OR-43882,PRD-00026,5
OR-CS-79692870,OR-43882,PRD-00007,3
OR-FSJ-80832227,OR-43882,PRD-00057,1
OR-AA-74878516,OR-43882,PRD-00319,4
OR-H-14059686,OR-47565,PRD-00003,5
OR-SS-74953974,OR-21012,PRD-00001,2
OR-EW-60643024,OR-21012,PRD-00046,1
OR-SB-82334715,OR-21012,PRD-00001,5
OR-HCA-42664641,OR-21012,PRD-00001,4
OR-BL-56482096,OR-38207,PRD-00011,1
OR-GDJ-86508552,OR-38207,PRD-00058,5
OR-GDJ-22615448,OR-35422,PRD-00020,3
OR-EW-90823407,OR-35422,PRD-00001,3
OR-MF-90457425,OR-66969,PRD-00187,5
OR-CS-53104026,OR-66969,PRD-00001,4
OR-CA-69315078,OR-34399,PRD-00076,2
OR-EW-59667322,OR-34399,PRD-00062,5
OR-KHA-34044261,OR-61724,PRD-00001,1
OR-TDB-33654055,OR-61724,PRD-00022,1
OR-CS-29885102,OR-61724,PRD-00002,2
OR-SF-99276501,OR-61724,PRD-00039,3
OR-FSJ-43579496,OR-46052,PRD-00104,4
OR-MF-90037468,OR-46052,PRD-00013,3
OR-D-62558154,OR-18639,PRD-00037,2
OR-SS-31528461,OR-18639,PRD-00036,4
OR-WW-21905417,OR-18639,PRD-00078,2
OR-C-15335193,OR-53146,PRD-00002,5
OR-TDB-84734002,OR-93917,PRD-00004,3
OR-GDJ-67490244,OR-69673,PRD-00026,3
OR-C-16742552,OR-69673,PRD-00024,4
OR-EW-89495196,OR-69673,PRD-00001,3
OR-CS-80999111,OR-69673,PRD-00178,4
OR-KHA-54855236,OR-69673,PRD-00002,2
OR-FS-47452836,OR-83379,PRD-00425,2
OR-C-96865516,OR-83379,PRD-00005,1
OR-IL-91632470,OR-83379,PRD-00010,3
OR-EW-14108766,OR-83379,PRD-00114,1
OR-HC-21758475,OR-70860,PRD-00087,2
OR-FSJ-65069900,OR-70860,PRD-00284,4
OR-BP-11794589,OR-70860,PRD-00001,4
OR-SS-79956958,OR-78726,PRD-00021,2
OR-CS-51631924,OR-78726,PRD-00040,1
OR-C-12957429,OR-81250,PRD-00004,2
OR-EW-67817831,OR-81250,PRD-00010,3
OR-S-79449261,OR-81250,PRD-00097,3
OR-MF-54644930,OR-81250,PRD-00001,1
OR-H-34148346,OR-81250,PRD-00007,3
OR-H-67798527,OR-98841,PRD-00005,5
OR-AE-53001720,OR-95415,PRD-00002,3
OR-I-33935235,OR-95415,PRD-00002,4
OR-FSJ-17614388,OR-95415,PRD-00015,1
OR-BL-37543792,OR-95415,PRD-00075,4
OR-BL-79827376,OR-45475,PRD-00020,2
OR-C-27513186,OR-45475,PRD-00027,5
OR-W-71306506,OR-63458,PRD-00020,4
OR-BL-31754534,OR-63458,PRD-00001,1
OR-FSJ-73258079,OR-60972,PRD-00001,5
OR-BL-43139948,OR-36740,PRD-00001,4
OR-C-68919038,OR-36740,PRD-00175,5
OR-SC-51934729,OR-22180,PRD-00023,3
OR-MF-30898235,OR-27795,PRD-00430,2
OR-AE-91307236,OR-27795,PRD-00012,1
OR-LN-38386119,OR-27795,PRD-00005,4
OR-CTB-32941136,OR-27795,PRD-00002,4
OR-HI-83597953,OR-53836,PRD-00005,1
OR-FSJ-27255543,OR-53836,PRD-00413,1
OR-SC-72899672,OR-29471,PRD-00001,5
OR-HCA-94942276,OR-29471,PRD-00001,1
OR-MF-70552348,OR-29471,PRD-00070,4
OR-CA-80038846,OR-29471,PRD-00073,1
OR-LN-56134225,OR-29471,PRD-00071,5
OR-AHK-31399644,OR-31388,PRD-00058,4
OR-C-42575568,OR-31388,PRD-00021,3
OR-GDJ-92864007,OR-31388,PRD-00239,3
OR-S-38209344,OR-99227,PRD-00007,4
OR-HS-61620254,OR-99227,PRD-00257,1
OR-SS-40300373,OR-91803,PRD-00001,2
OR-SC-75819262,OR-91803,PRD-00034,4
OR-W-40524344,OR-91803,PRD-00001,3
OR-D-72475522,OR-91803,PRD-00063,5
OR-SS-85561251,OR-30959,PRD-00040,2
OR-KHA-29390510,OR-30959,PRD-00257,3
OR-C-35794380,OR-30959,PRD-00374,2
OR-DN-30064953,OR-30959,PRD-00031,1
OR-AF-74331406,OR-30959,PRD-00025,1
OR-FS-77100061,OR-37387,PRD-00271,2
OR-EW-33715405,OR-37387,PRD-00144,2
OR-B-29553685,OR-37387,PRD-00002,4
OR-HS-79184738,OR-37387,PRD-00003,3
OR-BF-15477207,OR-37387,PRD-00023,3
OR-MF-74841084,OR-84953,PRD-00146,4
OR-TP-68030661,OR-84953,PRD-00003,1
OR-CA-24691203,OR-84953,PRD-00025,2
OR-CP-41917615,OR-84953,PRD-00001,4
OR-C-51804016,OR-84953,PRD-00004,1
OR-SS-41967816,OR-79210,PRD-00001,2
OR-C-59739987,OR-78825,PRD-00001,2
OR-EW-31849195,OR-78825,PRD-00005,5
OR-BL-92017194,OR-78825,PRD-00068,3
OR-D-93959445,OR-78825,PRD-00002,1
OR-LS-79035285,OR-78825,PRD-00014,4
OR-AGGF-50174088,OR-63708,PRD-00004,1
OR-EW-93503768,OR-63708,PRD-00001,3
OR-W-36911420,OR-86873,PRD-00001,2
OR-H-62176357,OR-86873,PRD-00004,1
OR-WW-61186753,OR-86873,PRD-00020,1
OR-SB-21462324,OR-86873,PRD-00002,4
OR-EW-14561061,OR-86873,PRD-00002,5
OR-CA-76269263,OR-69570,PRD-00295,4
OR-WW-57812142,OR-84147,PRD-00083,5
OR-EW-45927926,OR-84147,PRD-00004,1
OR-SB-27052006,OR-84147,PRD-00001,5
OR-WW-13016976,OR-57065,PRD-00224,1
OR-SS-75921727,OR-57065,PRD-00031,2
OR-H-34609333,OR-57065,PRD-00419,3
OR-GDJ-18183280,OR-57065,PRD-00318,2
OR-C-79909178,OR-59384,PRD-00096,3
OR-FSJ-16640688,OR-55831,PRD-00357,2
OR-W-49904208,OR-55831,PRD-00163,4
OR-AE-48173111,OR-55831,PRD-00001,2
OR-EW-83932853,OR-55831,PRD-00022,1
OR-SS-67164403,OR-55831,PRD-00041,2
OR-BL-63031085,OR-31122,PRD-00419,3
OR-FSJ-27362222,OR-31122,PRD-00001,5
OR-S-17910838,OR-70441,PRD-00328,1
OR-C-84705675,OR-70441,PRD-00001,4
OR-KS-49860716,OR-70441,PRD-00148,3
OR-BL-16993905,OR-70441,PRD-00002,3
OR-W-36170710,OR-70441,PRD-00006,5
OR-CS-24682873,OR-46502,PRD-00060,4
OR-J-76505982,OR-46502,PRD-00001,2
OR-FSJ-39745742,OR-46502,PRD-00173,2
OR-BL-23558466,OR-46502,PRD-00109,4
OR-MF-86602461,OR-46502,PRD-00040,2
OR-CS-66052045,OR-48941,PRD-00283,1
OR-C-80533158,OR-48941,PRD-00022,1
OR-WW-26848812,OR-48941,PRD-00032,4
OR-SS-54921991,OR-48941,PRD-00003,1
OR-SS-10855862,OR-90307,PRD-00135,3
OR-CS-32514496,OR-90307,PRD-00012,5
OR-C-31271275,OR-90307,PRD-00003,1
OR-I-58247080,OR-90307,PRD-00002,3
OR-J-21157500,OR-70505,PRD-00001,3
OR-EW-52156862,OR-37575,PRD-00009,2
OR-KC-99057195,OR-37575,PRD-00015,3
OR-CS-17319148,OR-78144,PRD-00471,2
OR-HCA-68503601,OR-46959,PRD-00091,3
OR-AA-55027256,OR-46959,PRD-00001,5
OR-DN-77507691,OR-46959,PRD-00158,5
OR-B-32191038,OR-46959,PRD-00040,3
OR-KHA-16767762,OR-59199,PRD-00021,2
OR-CS-97110948,OR-59199,PRD-00070,2
OR-GDJ-53943043,OR-84326,PRD-00002,4
OR-J-74459061,OR-84326,PRD-00017,5
OR-HCA-80468228,OR-84326,PRD-00369,3
OR-CBC-44037679,OR-84326,PRD-00012,5
OR-BG-99784361,OR-84326,PRD-00002,5
OR-KHA-22927640,OR-37995,PRD-00003,2
OR-BL-31403747,OR-37995,PRD-00001,2
OR-H-56783815,OR-76720,PRD-00059,1
OR-AA-43467046,OR-76720,PRD-00008,5
OR-LN-98687797,OR-76720,PRD-00051,5
OR-BL-49280138,OR-76720,PRD-00018,3
OR-CA-22844712,OR-76720,PRD-00005,3
OR-FSJ-49343212,OR-94376,PRD-00001,1
OR-C-96938147,OR-94376,PRD-00485,2
OR-CS-55367844,OR-94376,PRD-00014,1
OR-GDJ-77001730,OR-94376,PRD-00017,2
OR-I-51626825,OR-94376,PRD-00011,2
OR-S-74348531,OR-54472,PRD-00031,4
OR-W-87865344,OR-54472,PRD-00004,1
OR-SS-90635520,OR-54472,PRD-00001,2
OR-FSJ-48822212,OR-54472,PRD-00013,3
OR-W-88858973,OR-51734,PRD-00151,2
OR-I-28380981,OR-51734,PRD-00035,3
OR-MF-28295178,OR-14402,PRD-00008,1
OR-GDJ-66215261,OR-14402,PRD-00019,1
OR-EW-21802200,OR-14402,PRD-00011,5
OR-S-54972644,OR-91081,PRD-00001,2
OR-J-62599499,OR-91081,PRD-00001,5
OR-LN-16780922,OR-91081,PRD-00259,1
OR-M-77083762,OR-12763,PRD-00002,5
OR-SS-41350129,OR-12763,PRD-00014,4
OR-S-43922369,OR-12763,PRD-00015,4
OR-R-79319029,OR-12763,PRD-00009,3
OR-LN-47019519,OR-40767,PRD-00012,2
OR-AEF-40127266,OR-40767,PRD-00499,3
OR-D-42940354,OR-40767,PRD-00102,5
OR-BL-40739182,OR-72575,PRD-00003,4
OR-LN-23125629,OR-72575,PRD-00002,5
OR-EW-55622002,OR-72575,PRD-00005,1
OR-FSJ-45929366,OR-72575,PRD-00001,1
OR-S-90372166,OR-72575,PRD-00004,3
OR-BL-65525285,OR-44734,PRD-00219,4
OR-CA-88008253,OR-90297,PRD-00059,3
OR-AA-27401260,OR-90297,PRD-00271,4
OR-ASFO-39327188,OR-90297,PRD-00427,1
OR-FSJ-53057473,OR-90297,PRD-00041,3
OR-KS-47070071,OR-95168,PRD-00033,5
OR-CA-80699761,OR-95168,PRD-00012,4
OR-WW-87131694,OR-36635,PRD-00001,2
OR-SS-20024489,OR-36635,PRD-00001,2
OR-BG-67671809,OR-36635,PRD-00007,1
OR-CTB-50703172,OR-36635,PRD-00079,2
OR-EW-62097893,OR-81922,PRD-00020,3
OR-BP-41314155,OR-81922,PRD-00039,5
OR-W-48793891,OR-81922,PRD-00032,2
OR-CA-84971329,OR-81922,PRD-00001,2
OR-HC-74692513,OR-81922,PRD-00011,3
OR-J-31098774,OR-26862,PRD-00004,4
OR-FSJ-77312999,OR-26862,PRD-00095,1
OR-HC-70804605,OR-26862,PRD-00252,4
OR-F-26748751,OR-26862,PRD-00003,3
OR-J-99540463,OR-26862,PRD-00002,2
OR-AC-89491930,OR-95058,PRD-00003,3
OR-LN-67027174,OR-47104,PRD-00001,1
OR-CS-49387576,OR-20456,PRD-00278,4
OR-B-94779779,OR-20456,PRD-00126,2
OR-GDJ-50566773,OR-20456,PRD-00199,5
OR-CS-87562156,OR-65345,PRD-00009,3
OR-HC-49112103,OR-65345,PRD-00007,3
OR-FSJ-62515999,OR-65345,PRD-00129,2
OR-APS-79575856,OR-65345,PRD-00001,1
OR-ACMP-42397965,OR-61074,PRD-00004,5
OR-BL-55870706,OR-61074,PRD-00001,2
OR-BP-48795980,OR-61074,PRD-00060,2
OR-R-17656497,OR-61074,PRD-00013,2
OR-DN-64229391,OR-61074,PRD-00446,1
OR-AA-24405333,OR-66492,PRD-00007,1
OR-AC-89663999,OR-66492,PRD-00001,4
OR-I-89948157,OR-66492,PRD-00194,2
OR-KHA-46401476,OR-51623,PRD-00043,3
OR-KF-28171572,OR-51623,PRD-00004,3
OR-I-79274574,OR-51623,PRD-00040,5
OR-C-39939483,OR-51623,PRD-00006,3
OR-HES-85997074,OR-27569,PRD-00003,5
OR-C-60462131,OR-27569,PRD-00012,4
OR-FSJ-99893683,OR-14772,PRD-00041,4
OR-EW-30910401,OR-14772,PRD-00073,5
OR-CS-49674290,OR-60429,PRD-00055,1
OR-HCA-75980758,OR-60429,PRD-00001,2
OR-C-75316367,OR-60429,PRD-00001,2
OR-GDJ-12005467,OR-60429,PRD-00147,2
OR-C-14788523,OR-60429,PRD-00347,4
OR-KHA-74982319,OR-15209,PRD-00065,1
OR-MF-96176207,OR-15209,PRD-00013,1
OR-J-29089482,OR-15209,PRD-00001,4
OR-S-91475106,OR-15209,PRD-00001,1
OR-CA-25996077,OR-15209,PRD-00206,5
OR-AA-28836879,OR-48233,PRD-00007,5
OR-CA-13878140,OR-48233,PRD-00173,3
OR-FS-84749753,OR-84371,PRD-00005,1
OR-MF-19942484,OR-56620,PRD-00001,3
OR-B-33235252,OR-56620,PRD-00172,3
OR-S-23591905,OR-56620,PRD-00004,2
OR-C-88103713,OR-56620,PRD-00001,3
OR-CS-71250579,OR-74075,PRD-00347,3
OR-R-20610390,OR-74075,PRD-00078,5
OR-GDJ-32493923,OR-74075,PRD-00028,5
OR-EW-94456499,OR-18460,PRD-00409,5
OR-HCA-58584839,OR-18460,PRD-00052,1
OR-FSJ-92080807,OR-18460,PRD-00002,1
OR-C-69798629,OR-71602,PRD-00064,4
OR-TP-23602738,OR-71602,PRD-00007,1
OR-WW-38140970,OR-64012,PRD-00153,5
OR-AHK-17935181,OR-64012,PRD-00488,5
OR-FSJ-71125726,OR-64012,PRD-00001,5
OR-BF-24369792,OR-64012,PRD-00204,2
OR-B-68924030,OR-34333,PRD-00001,2
OR-FSJ-25045435,OR-34333,PRD-00228,2
OR-AA-79741309,OR-34333,PRD-00001,4
OR-ACMP-68000061,OR-34333,PRD-00011,4
OR-BL-82806456,OR-67659,PRD-00492,4
OR-HCA-43290714,OR-67659,PRD-00218,5
OR-EW-68843536,OR-30790,PRD-00037,4
OR-AA-80505002,OR-30790,PRD-00011,1
OR-C-42745380,OR-30790,PRD-00022,3
OR-WW-48953991,OR-25263,PRD-00049,4
OR-BL-35384379,OR-25263,PRD-00006,4
OR-SB-47610879,OR-25263,PRD-00001,5
OR-J-29636361,OR-25263,PRD-00002,3
OR-DN-86803793,OR-25263,PRD-00055,4
OR-C-15112047,OR-36617,PRD-00001,3
OR-FS-92966006,OR-90485,PRD-00012,3
OR-J-91196872,OR-81009,PRD-00422,3
OR-SC-34683863,OR-81009,PRD-00010,1
OR-S-48101216,OR-80588,PRD-00030,1
OR-BL-49224324,OR-77753,PRD-00001,5
OR-CS-16555501,OR-77753,PRD-00013,5
OR-TG-49174458,OR-77753,PRD-00001,3
OR-I-92051575,OR-77753,PRD-00188,2
OR-W-71446696,OR-81789,PRD-00131,3
OR-KF-56216908,OR-81789,PRD-00001,2
OR-GDJ-41910108,OR-85244,PRD-00054,3
OR-WW-52531376,OR-85244,PRD-00009,4
OR-F-97858677,OR-34515,PRD-00018,1
OR-BF-98033545,OR-34515,PRD-00151,5
OR-S-54167909,OR-34515,PRD-00039,1
OR-HC-11230033,OR-34515,PRD-00226,2
