OrderItemID,OrderID,ProductID,Quantity
OR-GDJ-36805057,OR-26610,PRD-00079,2
OR-EW-25266488,OR-26610,PRD-00001,3
OR-LN-89266515,OR-56458,PRD-00091,5
OR-C-17437653,OR-56458,PRD-00111,1
OR-I-22779624,OR-56876,PRD-00052,2
OR-AA-53677274,OR-56876,PRD-00159,1
OR-CA-92774542,OR-56876,PRD-00151,1
OR-S-28612115,OR-83198,PRD-00001,3
OR-BL-89867679,OR-83198,PRD-00011,5
OR-AE-93384916,OR-83198,PRD-00001,4
OR-SC-32636374,OR-83198,PRD-00011,5
OR-BP-58098788,OR-83198,PRD-00007,3
OR-EW-87641202,OR-72741,PRD-00027,3
OR-BL-18377294,OR-72741,PRD-00008,3
OR-FS-60674432,OR-72741,PRD-00222,2
OR-H-50549803,OR-72741,PRD-00217,1
OR-HCA-87623151,OR-88929,PRD-00001,5
OR-I-69113945,OR-88929,PRD-00076,2
OR-EW-74003523,OR-88929,PRD-00003,5
OR-AE-43204770,OR-95243,PRD-00140,2
OR-HC-83210362,OR-95243,PRD-00002,4
OR-AA-30519327,OR-95243,PRD-00106,4
OR-AEF-96526039,OR-95243,PRD-00136,1
OR-C-10404697,OR-28706,PRD-00012,3
OR-AA-90163312,OR-28706,PRD-00049,5
OR-MF-91450434,OR-28706,PRD-00023,1
OR-SS-33478707,OR-69759,PRD-00171,5
OR-WW-98637604,OR-44624,PRD-00011,2
OR-HI-30960089,OR-21820,PRD-00405,1
OR-BBSG-55211019,OR-21820,PRD-00027,3
OR-FSJ-77213970,OR-21820,PRD-00001,5
OR-W-14591278,OR-21820,PRD-00389,3
OR-LN-57866115,OR-66156,PRD-00006,3
OR-GDJ-67766682,OR-66156,PRD-00031,1
OR-AE-17232269,OR-66156,PRD-00021,2
OR-CS-15325818,OR-53344,PRD-00060,2
OR-LN-17752432,OR-53344,PRD-00021,1
OR-EW-35742174,OR-53344,PRD-00021,4
OR-C-19634457,OR-53344,PRD-00003,5
OR-C-50547477,OR-47503,PRD-00001,1
OR-AA-74012796,OR-47503,PRD-00117,1
OR-WF-23146006,OR-47503,PRD-00003,4
OR-HCA-75698015,OR-47503,PRD-00002,5
OR-W-14254572,OR-72606,PRD-00001,5
OR-C-47317464,OR-72606,PRD-00002,4
OR-GDJ-26477016,OR-72606,PRD-00012,4
OR-AA-75666208,OR-72606,PRD-00300,1
OR-C-44523015,OR-79134,PRD-00027,2
OR-CS-44589349,OR-79134,PRD-00034,4
OR-SC-53489304,OR-79134,PRD-00080,4
OR-AE-76375669,OR-79134,PRD-00048,5
OR-J-12068692,OR-40735,PRD-00002,5
OR-LN-84249793,OR-40735,PRD-00002,4
OR-BL-85440227,OR-40735,PRD-00035,3
OR-KW-42413579,OR-40735,PRD-00022,5
OR-MF-42039032,OR-40735,PRD-00484,1
OR-D-47551362,OR-74124,PRD-00165,4
OR-S-77079974,OR-74124,PRD-00030,4
OR-HCA-90397239,OR-74124,PRD-00131,1
OR-I-33901881,OR-74124,PRD-00010,5
OR-J-59748905,OR-74124,PRD-00020,2
OR-S-16199524,OR-50770,PRD-00040,3
OR-DN-42997282,OR-50770,PRD-00204,5
OR-FSJ-46080769,OR-50770,PRD-00174,3
OR-EW-55955011,OR-50770,PRD-00071,1
OR-TG-86896985,OR-18676,PRD-00041,4
OR-CS-31822262,OR-18676,PRD-00016,2
OR-R-77444845,OR-18676,PRD-00127,3
OR-J-56652610,OR-18676,PRD-00199,2
OR-S-78123257,OR-90002,PRD-00056,1
OR-CA-79794732,OR-90002,PRD-00001,2
OR-FSJ-28053948,OR-90002,PRD-00002,1
OR-LN-52306593,OR-90002,PRD-00001,1
OR-SC-39223400,OR-37857,PRD-00003,4
OR-VB-60694509,OR-20533,PRD-00040,3
OR-KF-31220157,OR-20533,PRD-00314,3
OR-R-97593671,OR-20533,PRD-00001,2
OR-W-68075920,OR-20533,PRD-00001,2
OR-EW-41570898,OR-36721,PRD-00011,2
OR-AHK-33656309,OR-36721,PRD-00001,3
OR-GDJ-97907739,OR-36721,PRD-00003,5
OR-I-17733019,OR-80110,PRD-00002,3
OR-HF-75423796,OR-80110,PRD-00037,3
OR-W-28169955,OR-80110,PRD-00005,3
OR-C-32962800,OR-80110,PRD-00105,1
OR-CS-11288616,OR-80110,PRD-00001,4
OR-CS-24816208,OR-46438,PRD-00018,5
OR-CTB-91466065,OR-46438,PRD-00002,1
OR-BL-11017514,OR-46438,PRD-00045,1
OR-AA-53769119,OR-46438,PRD-00018,1
OR-EW-17777226,OR-46438,PRD-00001,3
OR-W-94548420,OR-67771,PRD-00085,1
OR-FS-83534927,OR-67771,PRD-00476,2
OR-S-42004077,OR-67771,PRD-00005,5
OR-BL-86899341,OR-67771,PRD-00148,5
OR-TP-89107138,OR-67771,PRD-00002,3
OR-C-64468503,OR-12154,PRD-00214,5
OR-HC-61077234,OR-12154,PRD-00031,5
OR-W-72353454,OR-12154,PRD-00003,5
OR-CP-61119171,OR-12154,PRD-00153,5
OR-FS-46827465,OR-12154,PRD-00130,1
OR-GDJ-37747661,OR-53324,PRD-00065,5
OR-FSJ-40111741,OR-53324,PRD-00025,5
OR-HF-32767563,OR-53324,PRD-00008,3
OR-C-28125139,OR-53324,PRD-00039,3
OR-EW-75749263,OR-83169,PRD-00016,2
OR-S-28627011,OR-83169,PRD-00007,3
OR-LN-64785769,OR-83169,PRD-00001,3
OR-TP-20630517,OR-97641,PRD-00090,4
OR-AE-46543886,OR-97641,PRD-00080,2
OR-Y-25083422,OR-97641,PRD-00007,1
OR-B-75760613,OR-97641,PRD-00135,5
OR-S-29946330,OR-97641,PRD-00226,5
OR-D-75610386,OR-20042,PRD-00001,1
OR-AEF-14123453,OR-20042,PRD-00028,5
OR-GDJ-27038450,OR-20042,PRD-00018,1
OR-CS-43526785,OR-20042,PRD-00001,3
OR-C-91115573,OR-20042,PRD-00023,3
OR-GDJ-68157157,OR-87149,PRD-00002,3
OR-W-10364897,OR-87149,PRD-00100,5
OR-KS-49497947,OR-87149,PRD-00006,2
OR-C-99226964,OR-87149,PRD-00005,1
OR-WF-80022278,OR-93351,PRD-00041,2
OR-KHA-61580754,OR-70500,PRD-00307,3
OR-C-10271434,OR-70500,PRD-00001,2
OR-J-88017132,OR-70500,PRD-00025,5
OR-BL-96927101,OR-22491,PRD-00051,3
OR-SS-33104156,OR-22491,PRD-00001,2
OR-GDJ-25852944,OR-22491,PRD-00012,5
OR-C-62948714,OR-22491,PRD-00391,4
OR-CS-83348351,OR-22491,PRD-00013,3
OR-KHA-37414721,OR-44585,PRD-00002,2
OR-S-10047251,OR-44585,PRD-00017,1
OR-CS-30960408,OR-84833,PRD-00007,3
OR-J-82834288,OR-84833,PRD-00244,5
OR-PCA-46003005,OR-84833,PRD-00249,3
OR-FSJ-46249060,OR-61830,PRD-00001,2
OR-CA-20077209,OR-61830,PRD-00212,1
OR-AGGF-48967469,OR-61830,PRD-00125,2
OR-I-11199038,OR-61830,PRD-00408,5
OR-HC-19887156,OR-70530,PRD-00209,1
OR-C-97442402,OR-41313,PRD-00003,5
OR-BL-68727052,OR-41313,PRD-00006,2
OR-AA-63372653,OR-41313,PRD-00001,4
OR-S-86708246,OR-41313,PRD-00238,5
OR-C-87726456,OR-23197,PRD-00052,1
OR-TP-41246420,OR-23197,PRD-00022,3
OR-APS-10439981,OR-23197,PRD-00020,2
OR-S-55575925,OR-13306,PRD-00184,5
OR-ASFO-31982022,OR-95015,PRD-00484,1
OR-WW-15071868,OR-95015,PRD-00004,1
OR-MAP-65210840,OR-43618,PRD-00001,2
OR-C-37018774,OR-43618,PRD-00060,5
OR-TP-38345430,OR-43618,PRD-00001,5
OR-CS-46670435,OR-43618,PRD-00467,2
OR-TP-22451882,OR-72536,PRD-00001,1
OR-GDJ-21133792,OR-72536,PRD-00022,5
OR-C-46338612,OR-72536,PRD-00305,3
OR-AA-52656933,OR-72536,PRD-00003,3
OR-WW-78137645,OR-72536,PRD-00117,2
OR-CS-55078262,OR-82149,PRD-00034,1
OR-EW-55556935,OR-82149,PRD-00018,5
OR-BL-80175716,OR-82149,PRD-00068,2
OR-HC-73715211,OR-82149,PRD-00088,5
OR-I-98247352,OR-51071,PRD-00001,5
OR-CA-77336422,OR-51071,PRD-00052,1
OR-TP-34801963,OR-51071,PRD-00102,1
OR-BL-76132915,OR-51071,PRD-00001,1
OR-C-11896599,OR-51071,PRD-00003,5
OR-KHA-26963682,OR-72739,PRD-00020,1
OR-GDJ-48922313,OR-72739,PRD-00006,5
OR-CS-51408889,OR-72739,PRD-00366,5
OR-C-34490604,OR-29163,PRD-00282,2
OR-J-45766101,OR-29163,PRD-00002,1
OR-AE-88916310,OR-29163,PRD-00139,3
OR-FSJ-54779840,OR-29163,PRD-00002,1
OR-W-23701010,OR-27572,PRD-00007,3
OR-S-17994186,OR-86853,PRD-00395,5
OR-HCA-79286339,OR-86853,PRD-00012,5
OR-CS-95116101,OR-86853,PRD-00109,1
OR-GDJ-87178457,OR-86853,PRD-00081,2
OR-HC-28701010,OR-14053,PRD-00042,2
OR-CS-77811354,OR-14053,PRD-00099,3
OR-C-89753810,OR-14053,PRD-00134,2
OR-TP-21579191,OR-14053,PRD-00001,4
OR-MF-97669710,OR-14053,PRD-00379,5
OR-I-13454050,OR-90574,PRD-00002,4
OR-C-86077640,OR-90574,PRD-00002,4
OR-J-58271224,OR-90574,PRD-00001,4
OR-HC-26759620,OR-90574,PRD-00001,4
OR-CS-18165366,OR-90574,PRD-00001,4
OR-KW-72275979,OR-94841,PRD-00010,5
OR-CS-94317712,OR-94841,PRD-00001,4
OR-HC-68752348,OR-94841,PRD-00071,4
OR-BP-51425703,OR-77385,PRD-00097,4
OR-CA-29578247,OR-47967,PRD-00048,2
OR-R-92693088,OR-16153,PRD-00005,3
OR-EW-91514258,OR-16153,PRD-00012,5
OR-FS-13560218,OR-16153,PRD-00001,1
OR-HCA-43555880,OR-13673,PRD-00015,1
OR-C-48419319,OR-13673,PRD-00275,3
OR-EW-35698182,OR-13673,PRD-00013,2
OR-BBSG-77238859,OR-13673,PRD-00430,4
OR-AE-57506599,OR-35011,PRD-00401,3
OR-HC-55142305,OR-31407,PRD-00301,4
OR-AA-54160979,OR-31407,PRD-00347,1
OR-KS-14543070,OR-87040,PRD-00009,5
OR-W-12222646,OR-41493,PRD-00016,1
OR-WW-22586567,OR-41493,PRD-00339,4
OR-J-28855312,OR-41493,PRD-00129,1
OR-EW-95141411,OR-41493,PRD-00037,3
OR-BL-16207492,OR-75228,PRD-00062,4
OR-TDB-23307631,OR-75228,PRD-00008,2
OR-HS-23122597,OR-48986,PRD-00083,1
OR-EW-66819203,OR-48986,PRD-00208,5
OR-CA-38721877,OR-48986,PRD-00001,2
OR-SB-93549998,OR-48986,PRD-00029,2
OR-HPC-35711226,OR-73524,PRD-00005,1
OR-FSJ-63846617,OR-73524,PRD-00028,2
OR-C-54252032,OR-73524,PRD-00007,4
OR-CP-91667462,OR-73524,PRD-00019,2
OR-BL-97091896,OR-73524,PRD-00001,5
OR-WF-53974200,OR-84377,PRD-00180,4
OR-J-44761345,OR-84377,PRD-00003,5
OR-TA-74683480,OR-84377,PRD-00004,1
OR-BL-50319297,OR-84377,PRD-00003,2
OR-J-88471447,OR-57317,PRD-00104,4
OR-CS-51427622,OR-57317,PRD-00014,2
OR-ASFO-33688528,OR-57317,PRD-00129,2
OR-TP-18945648,OR-57317,PRD-00127,5
OR-AA-51027376,OR-25286,PRD-00066,4
OR-AA-75070361,OR-11141,PRD-00007,1
OR-H-28423220,OR-11141,PRD-00012,2
OR-SS-54893749,OR-11141,PRD-00179,4
OR-CS-73546665,OR-11141,PRD-00011,2
OR-BG-75334235,OR-11141,PRD-00009,5
OR-LN-25351187,OR-80727,PRD-00002,3
OR-HC-31741855,OR-80727,PRD-00310,5
OR-J-79343767,OR-80727,PRD-00001,4
OR-AA-39134687,OR-72691,PRD-00063,5
OR-SS-91485551,OR-23421,PRD-00004,2
OR-FSJ-28661952,OR-23421,PRD-00045,3
OR-BL-78827638,OR-23421,PRD-00045,2
OR-MF-13726723,OR-23421,PRD-00021,1
OR-S-48273894,OR-55656,PRD-00096,2
OR-CA-50506808,OR-99003,PRD-00008,5
OR-CS-15340139,OR-99003,PRD-00003,4
OR-D-51987117,OR-27967,PRD-00083,2
OR-W-49887903,OR-27967,PRD-00036,4
OR-WW-26400781,OR-27967,PRD-00024,1
OR-J-30101945,OR-62935,PRD-00043,3
OR-TP-42444474,OR-62935,PRD-00002,2
OR-C-14797915,OR-62935,PRD-00001,3
OR-TA-42826752,OR-62935,PRD-00010,1
OR-AGGF-52146068,OR-62935,PRD-00001,3
OR-FS-92766568,OR-42868,PRD-00001,4
OR-J-21866159,OR-42868,PRD-00418,2
OR-J-76195811,OR-42868,PRD-00030,5
OR-EW-40363763,OR-42868,PRD-00091,1
OR-MF-20705454,OR-42868,PRD-00041,1
OR-J-99170153,OR-19839,PRD-00032,5
OR-S-60979192,OR-19839,PRD-00004,5
OR-C-59011933,OR-67247,PRD-00002,1
OR-LN-51575164,OR-67247,PRD-00263,1
OR-B-36079471,OR-50737,PRD-00001,4
OR-FSJ-62825471,OR-50737,PRD-00003,1
OR-J-79685816,OR-50737,PRD-00047,3
OR-WW-17786851,OR-50737,PRD-00004,4
OR-EW-29024581,OR-50737,PRD-00017,2
OR-GDJ-60956661,OR-40882,PRD-00002,3
OR-EW-54427240,OR-40882,PRD-00293,1
OR-KC-20154878,OR-40882,PRD-00001,1
OR-BL-77270931,OR-40882,PRD-00060,2
OR-FS-90151982,OR-40882,PRD-00023,1
OR-MF-33556871,OR-77451,PRD-00002,1
OR-KHA-63343716,OR-77451,PRD-00019,2
OR-EW-92541029,OR-77451,PRD-00002,4
OR-HD-30151054,OR-19311,PRD-00380,2
OR-S-22906766,OR-19311,PRD-00006,4
OR-J-82751671,OR-93854,PRD-00003,4
OR-H-69879322,OR-93854,PRD-00003,3
OR-HES-21469455,OR-93854,PRD-00014,1
OR-C-24858917,OR-93854,PRD-00001,3
OR-AA-90216601,OR-86462,PRD-00041,4
OR-BG-32893342,OR-86462,PRD-00014,2
OR-AA-74935105,OR-99255,PRD-00420,5
OR-C-33106188,OR-99255,PRD-00017,4
OR-TG-45697295,OR-99255,PRD-00021,2
OR-J-50677831,OR-50153,PRD-00005,2
OR-CS-54799375,OR-50153,PRD-00173,3
OR-APS-30883182,OR-50153,PRD-00049,4
OR-C-76265342,OR-50153,PRD-00403,5
OR-FSJ-18438343,OR-93784,PRD-00008,5
OR-J-49765761,OR-93784,PRD-00055,2
OR-S-35264668,OR-62328,PRD-00001,2
OR-C-96304356,OR-62328,PRD-00021,5
OR-TD-78178370,OR-80689,PRD-00001,2
OR-CS-87865054,OR-80689,PRD-00002,1
OR-SS-74148928,OR-80689,PRD-00012,4
OR-AHK-44586541,OR-80689,PRD-00001,4
OR-BL-98555450,OR-80689,PRD-00074,5
OR-R-91874504,OR-25342,PRD-00001,1
OR-KHA-87420856,OR-64367,PRD-00001,3
OR-BL-32869571,OR-88819,PRD-00096,3
OR-C-28472161,OR-88819,PRD-00123,4
OR-CA-85715246,OR-88819,PRD-00011,5
OR-LN-30196788,OR-88819,PRD-00268,2
OR-AA-75574627,OR-32023,PRD-00067,3
OR-AHK-72205215,OR-32023,PRD-00012,1
OR-HCA-78954523,OR-79257,PRD-00002,1
OR-SB-16425685,OR-79257,PRD-00005,1
OR-R-91524355,OR-79257,PRD-00002,1
OR-AE-42768581,OR-79257,PRD-00004,2
OR-C-51894653,OR-79257,PRD-00003,3
OR-FSJ-14255915,OR-59911,PRD-00001,2
OR-ACMP-19167387,OR-59911,PRD-00018,3
OR-I-31928670,OR-59911,PRD-00001,3
OR-EW-86238535,OR-59911,PRD-00083,2
OR-HF-22986648,OR-29780,PRD-00002,4
OR-S-56823595,OR-29780,PRD-00007,4
OR-AHK-16952469,OR-29780,PRD-00035,2
OR-AA-14271683,OR-29780,PRD-00001,5
OR-BL-92000677,OR-29780,PRD-00005,2
OR-TP-51406595,OR-98993,PRD-00037,2
OR-C-58018677,OR-26940,PRD-00001,5
OR-CS-92138863,OR-26940,PRD-00160,2
OR-I-43913342,OR-24086,PRD-00001,3
OR-IL-20204405,OR-24086,PRD-00004,1
OR-CS-65461054,OR-78833,PRD-00041,2
OR-W-12164484,OR-78833,PRD-00190,3
OR-SS-73307368,OR-78833,PRD-00017,2
OR-EW-69250987,OR-78833,PRD-00255,4
OR-TP-93905181,OR-78833,PRD-00209,5
OR-CS-95397684,OR-34047,PRD-00193,2
OR-H-72370492,OR-34047,PRD-00001,1
OR-CA-55765901,OR-40152,PRD-00008,2
OR-TP-83635071,OR-40152,PRD-00058,4
OR-ACMP-74192425,OR-40152,PRD-00095,1
OR-BF-16838879,OR-40152,PRD-00021,2
OR-F-58083755,OR-88101,PRD-00075,2
OR-D-79553513,OR-88101,PRD-00002,2
OR-CS-35379471,OR-88101,PRD-00001,3
OR-GDJ-84881306,OR-88101,PRD-00006,3
OR-HC-11929317,OR-88101,PRD-00045,5
OR-CA-52086384,OR-26730,PRD-00001,2
OR-FS-51317539,OR-26730,PRD-00009,5
OR-MF-72237643,OR-26730,PRD-00001,4
OR-WW-82708256,OR-97988,PRD-00015,3
OR-C-92183994,OR-66536,PRD-00007,2
OR-WW-53516898,OR-66536,PRD-00412,3
OR-C-31733847,OR-66536,PRD-00002,3
OR-LN-45820787,OR-66536,PRD-00006,1
OR-CS-16327145,OR-66536,PRD-00009,5
OR-S-90092415,OR-95607,PRD-00056,3
OR-S-92653133,OR-95607,PRD-00320,1
OR-HC-27684613,OR-95607,PRD-00204,3
OR-J-45365494,OR-95607,PRD-00030,4
OR-I-80628611,OR-95607,PRD-00002,2
OR-BL-33364826,OR-38724,PRD-00105,2
OR-S-69335035,OR-13545,PRD-00001,5
OR-LN-91983942,OR-13545,PRD-00035,2
OR-EW-37698197,OR-39824,PRD-00002,5
OR-AE-61806000,OR-39824,PRD-00094,3
OR-WW-34016393,OR-50243,PRD-00002,4
OR-AHK-95821180,OR-50243,PRD-00003,2
OR-CS-44652568,OR-50243,PRD-00091,4
OR-SC-22482432,OR-51382,PRD-00007,2
OR-J-52236573,OR-51382,PRD-00008,5
OR-W-76906276,OR-51382,PRD-00253,2
OR-KHA-40859302,OR-19475,PRD-00015,3
OR-BL-73691906,OR-19475,PRD-00067,5
OR-STB-44390015,OR-19475,PRD-00005,2
OR-BG-97798775,OR-59024,PRD-00005,5
OR-AA-24160140,OR-59024,PRD-00171,5
OR-FS-90700333,OR-61947,PRD-00001,4
OR-KF-31734859,OR-61947,PRD-00014,4
OR-GDJ-96874291,OR-52695,PRD-00001,2
OR-SS-49609789,OR-52695,PRD-00059,4
OR-CA-76946123,OR-52695,PRD-00069,3
OR-BL-49376518,OR-31695,PRD-00238,3
OR-C-88983040,OR-31695,PRD-00016,1
OR-CP-54826088,OR-31695,PRD-00035,2
OR-CS-30438800,OR-31695,PRD-00182,1
OR-MF-24869572,OR-31695,PRD-00014,2
OR-AF-49311784,OR-84361,PRD-00001,5
OR-SC-14922252,OR-84361,PRD-00088,4
OR-WW-19550882,OR-84361,PRD-00006,2
OR-FSJ-19587070,OR-84361,PRD-00004,4
OR-BL-89592006,OR-45530,PRD-00001,2
OR-SS-82530669,OR-45530,PRD-00120,1
OR-CBC-88034197,OR-45530,PRD-00095,2
OR-HCA-36346721,OR-86142,PRD-00002,3
OR-GDJ-69044475,OR-86142,PRD-00001,1
OR-C-44780226,OR-18226,PRD-00010,4
OR-KHA-41384292,OR-43689,PRD-00016,2
OR-EW-45188393,OR-43689,PRD-00004,4
OR-CS-37602983,OR-43689,PRD-00310,5
OR-J-57943228,OR-43689,PRD-00266,3
OR-LN-74590821,OR-43689,PRD-00001,2
OR-GO-18228656,OR-18734,PRD-00011,2
OR-C-13946750,OR-18734,PRD-00422,3
OR-AE-31404838,OR-15727,PRD-00005,5
OR-FSJ-23062940,OR-15727,PRD-00002,3
OR-SS-39359929,OR-15727,PRD-00007,4
OR-Y-58754794,OR-15727,PRD-00008,3
OR-AA-32372832,OR-15727,PRD-00001,4
OR-I-10918898,OR-52985,PRD-00004,2
OR-EW-31409285,OR-27447,PRD-00001,5
OR-SS-92608355,OR-27447,PRD-00166,5
OR-MF-40174035,OR-27447,PRD-00003,1
OR-C-42355314,OR-12015,PRD-00003,1
OR-FSJ-47218287,OR-12015,PRD-00402,5
OR-MF-82448684,OR-12015,PRD-00121,4
OR-B-75340698,OR-12015,PRD-00001,4
OR-AA-39742285,OR-12015,PRD-00019,5
OR-BP-73658219,OR-69054,PRD-00005,5
OR-HCA-14374713,OR-69054,PRD-00002,3
OR-BL-65242156,OR-87425,PRD-00001,3
OR-J-33521795,OR-87425,PRD-00054,1
OR-WW-76002797,OR-17369,PRD-00443,1
OR-EW-42648223,OR-17369,PRD-00027,3
OR-FSJ-16795073,OR-17369,PRD-00129,2
OR-GDJ-35087576,OR-42622,PRD-00034,4
OR-LN-52923468,OR-42622,PRD-00423,3
OR-C-98707605,OR-42622,PRD-00001,1
OR-MF-48267342,OR-90819,PRD-00477,1
OR-I-80977134,OR-90819,PRD-00069,3
OR-CH-74902900,OR-10770,PRD-00025,3
OR-HCA-47053675,OR-10770,PRD-00045,5
OR-SC-39631882,OR-10770,PRD-00001,2
OR-C-29526169,OR-10770,PRD-00022,4
OR-LN-61547444,OR-91544,PRD-00253,5
OR-EW-92957815,OR-91544,PRD-00002,5
OR-BL-91596311,OR-91544,PRD-00002,3
OR-SC-17367801,OR-17477,PRD-00001,2
OR-TP-12535369,OR-17477,PRD-00001,5
OR-C-14807821,OR-17477,PRD-00014,1
OR-SC-49995690,OR-95763,PRD-00050,2
OR-CP-46551421,OR-95763,PRD-00020,5
