OrderItemID,OrderID,ProductID,Quantity
OR-FS-56553615,OR-72060,PRD-00094,5
OR-AE-71755684,OR-33273,PRD-00104,2
OR-CS-30204946,OR-33273,PRD-00003,2
OR-FSJ-78004830,OR-33273,PRD-00003,2
OR-GDJ-68401262,OR-33273,PRD-00076,5
OR-W-63553521,OR-84941,PRD-00002,1
OR-CS-21511321,OR-84941,PRD-00114,4
OR-AGGF-79832454,OR-84941,PRD-00004,1
OR-EW-34486822,OR-84941,PRD-00256,4
OR-TD-36855301,OR-84941,PRD-00378,3
OR-FSJ-61389844,OR-65189,PRD-00307,3
OR-EW-18809358,OR-65189,PRD-00003,3
OR-GDJ-13183406,OR-65189,PRD-00017,1
OR-MF-19382504,OR-65189,PRD-00001,2
OR-SS-98299224,OR-29778,PRD-00001,3
OR-AA-24369048,OR-29778,PRD-00049,4
OR-AGGF-75581426,OR-29778,PRD-00147,3
OR-I-62839880,OR-29778,PRD-00003,1
OR-CH-48009676,OR-71745,PRD-00009,4
OR-S-33023605,OR-71745,PRD-00179,1
OR-S-95775401,OR-71745,PRD-00001,5
OR-KC-60753767,OR-71745,PRD-00179,2
OR-GDJ-43077818,OR-10675,PRD-00001,1
OR-CS-98034712,OR-10675,PRD-00054,4
OR-CA-88072472,OR-10675,PRD-00002,3
OR-C-51266177,OR-10675,PRD-00336,2
OR-S-97119684,OR-10675,PRD-00385,5
OR-KHA-37523134,OR-51470,PRD-00001,4
OR-C-20576043,OR-19909,PRD-00013,4
OR-AE-26318196,OR-19909,PRD-00004,4
OR-GDJ-38316867,OR-18798,PRD-00202,4
OR-HES-83654546,OR-18798,PRD-00008,2
OR-CS-70845342,OR-18798,PRD-00111,5
OR-C-87767011,OR-14013,PRD-00132,2
OR-FSJ-93188129,OR-85367,PRD-00002,5
OR-BL-16572912,OR-85367,PRD-00131,2
OR-AA-28420311,OR-85367,PRD-00001,2
OR-HC-60851981,OR-20721,PRD-00009,2
OR-CA-79368198,OR-11139,PRD-00245,5
OR-TP-90299917,OR-11139,PRD-00002,1
OR-AHK-67924943,OR-11139,PRD-00015,1
OR-EW-94499764,OR-23660,PRD-00235,2
OR-I-75827777,OR-23660,PRD-00003,1
OR-D-59494616,OR-23660,PRD-00202,2
OR-J-75592171,OR-23660,PRD-00013,3
OR-C-17317325,OR-55459,PRD-00001,4
OR-CP-62473987,OR-39246,PRD-00014,2
OR-CA-12916958,OR-39246,PRD-00001,2
OR-HES-10969899,OR-39246,PRD-00316,5
OR-LB-75307407,OR-39246,PRD-00054,1
OR-EW-11558030,OR-39246,PRD-00438,4
OR-I-57921118,OR-86669,PRD-00188,1
OR-BL-71801390,OR-86669,PRD-00001,4
OR-J-39278401,OR-86669,PRD-00035,5
OR-C-29404144,OR-86669,PRD-00002,5
OR-FS-92844204,OR-69816,PRD-00050,2
OR-MF-80799090,OR-69816,PRD-00129,1
OR-FA-46154352,OR-18789,PRD-00128,3
OR-C-16681725,OR-18789,PRD-00269,4
OR-R-98133626,OR-15808,PRD-00027,1
OR-HES-61029326,OR-15808,PRD-00008,5
OR-C-12884619,OR-23928,PRD-00002,3
OR-C-36078778,OR-23928,PRD-00008,2
OR-FS-48311239,OR-97964,PRD-00011,5
OR-FSJ-54004960,OR-97964,PRD-00001,5
OR-BL-30958422,OR-97964,PRD-00001,5
OR-I-15419455,OR-80524,PRD-00032,5
OR-HCA-22734603,OR-96001,PRD-00007,5
OR-AA-85253766,OR-96001,PRD-00002,5
OR-DN-29799745,OR-96001,PRD-00002,1
OR-CS-49905990,OR-96001,PRD-00031,3
OR-AE-74393517,OR-83955,PRD-00188,4
OR-SC-49130379,OR-19783,PRD-00124,2
OR-CS-77457122,OR-40232,PRD-00005,4
OR-J-21520932,OR-40232,PRD-00064,3
OR-S-22353220,OR-13372,PRD-00013,3
OR-J-11765645,OR-13372,PRD-00017,1
OR-CA-80857277,OR-52948,PRD-00451,5
OR-GDJ-25553512,OR-52948,PRD-00018,3
OR-AA-28963465,OR-78392,PRD-00132,2
OR-FS-41882576,OR-78392,PRD-00029,5
OR-EW-93214944,OR-78392,PRD-00007,3
OR-J-86257954,OR-47381,PRD-00332,4
OR-CS-52650478,OR-69741,PRD-00127,2
OR-LN-31038745,OR-69741,PRD-00339,4
OR-BL-59316126,OR-69741,PRD-00008,1
OR-TP-31629049,OR-69741,PRD-00008,5
OR-C-46495629,OR-69741,PRD-00186,3
OR-FSJ-68980981,OR-95929,PRD-00057,3
OR-GDJ-69307141,OR-95929,PRD-00050,4
OR-FS-71763301,OR-50635,PRD-00221,1
OR-BL-18578880,OR-50635,PRD-00001,2
OR-GDJ-40442508,OR-40598,PRD-00014,3
OR-LN-26530564,OR-40598,PRD-00305,2
OR-AA-50326001,OR-40598,PRD-00114,1
OR-MF-79542617,OR-40598,PRD-00138,4
OR-I-98445695,OR-40598,PRD-00004,4
OR-S-64158442,OR-40640,PRD-00418,3
OR-J-79886499,OR-40640,PRD-00002,4
OR-EW-75550393,OR-40818,PRD-00274,1
OR-I-50653166,OR-40818,PRD-00001,5
OR-FS-57141797,OR-40818,PRD-00001,5
OR-MF-38775606,OR-40818,PRD-00091,2
OR-FS-29378261,OR-96005,PRD-00190,5
OR-CS-16645896,OR-96005,PRD-00039,1
OR-J-36736049,OR-11317,PRD-00004,3
OR-MF-21774881,OR-11317,PRD-00008,3
OR-B-67809448,OR-11317,PRD-00021,2
OR-J-47768474,OR-11317,PRD-00236,5
OR-AA-64861767,OR-11317,PRD-00003,4
OR-I-97456712,OR-66301,PRD-00044,3
OR-W-43380932,OR-63460,PRD-00029,3
OR-J-92817742,OR-63460,PRD-00036,2
OR-S-42843543,OR-63460,PRD-00078,1
OR-D-85630378,OR-63460,PRD-00002,1
OR-GDJ-28821637,OR-68493,PRD-00035,5
OR-MF-92732970,OR-68493,PRD-00139,5
OR-LN-17047964,OR-71447,PRD-00431,3
OR-KSC-53646167,OR-31083,PRD-00292,5
OR-C-85256837,OR-31083,PRD-00328,2
OR-C-65910652,OR-31083,PRD-00063,1
OR-J-57603650,OR-31083,PRD-00008,1
OR-AE-29295626,OR-31083,PRD-00179,2
OR-S-94786607,OR-97606,PRD-00030,1
OR-J-72971005,OR-26231,PRD-00001,5
OR-HI-31277201,OR-49514,PRD-00037,2
OR-C-92970977,OR-94225,PRD-00001,5
OR-CE-57247990,OR-94225,PRD-00345,4
OR-J-84812902,OR-94225,PRD-00003,3
OR-H-73862566,OR-21063,PRD-00003,4
OR-C-22872638,OR-75053,PRD-00307,1
OR-C-15982543,OR-75053,PRD-00012,2
OR-J-37657069,OR-75053,PRD-00010,1
OR-BL-91345647,OR-75053,PRD-00074,4
OR-GDJ-16893767,OR-75053,PRD-00043,5
OR-FSJ-88602115,OR-80516,PRD-00028,3
OR-CA-34040751,OR-80516,PRD-00127,3
OR-TP-59455577,OR-80516,PRD-00043,1
OR-SC-18143643,OR-80516,PRD-00414,2
OR-FSJ-27530075,OR-59989,PRD-00002,5
OR-C-31840938,OR-59989,PRD-00002,2
OR-EW-79290650,OR-18176,PRD-00005,4
OR-B-55083257,OR-18176,PRD-00104,5
OR-HS-44268096,OR-18176,PRD-00004,5
OR-BL-85311112,OR-53582,PRD-00004,5
OR-MF-55349955,OR-53582,PRD-00005,1
OR-SS-15354539,OR-53582,PRD-00003,2
OR-WW-50544145,OR-83889,PRD-00039,4
OR-CS-95443653,OR-83889,PRD-00004,5
OR-EW-70518740,OR-83889,PRD-00179,5
OR-C-79451985,OR-83889,PRD-00002,3
OR-MF-43724969,OR-83889,PRD-00001,5
OR-D-14839969,OR-98786,PRD-00001,3
OR-EW-50016004,OR-98786,PRD-00054,4
OR-TDB-45583450,OR-15065,PRD-00015,1
OR-CA-27830031,OR-15065,PRD-00001,1
OR-BL-72145833,OR-15065,PRD-00003,1
OR-WW-13244985,OR-15065,PRD-00016,2
OR-CS-29300892,OR-97842,PRD-00002,3
OR-STB-83708013,OR-97842,PRD-00278,4
OR-AE-30128466,OR-97842,PRD-00027,4
OR-HES-29685702,OR-97842,PRD-00002,3
OR-AF-19954589,OR-97842,PRD-00090,1
OR-TP-14781818,OR-73176,PRD-00062,3
OR-FSJ-21466783,OR-71229,PRD-00112,4
OR-CS-62923961,OR-71229,PRD-00002,2
OR-SS-93221124,OR-71229,PRD-00188,4
OR-AA-25936246,OR-71229,PRD-00003,2
OR-R-10965090,OR-49426,PRD-00002,3
OR-C-61694138,OR-49426,PRD-00016,3
OR-HC-72427272,OR-49426,PRD-00222,3
OR-CA-76657022,OR-49426,PRD-00010,3
OR-AE-64709707,OR-37840,PRD-00004,1
OR-CA-22540305,OR-89847,PRD-00001,5
OR-AA-65505770,OR-89847,PRD-00002,3
OR-LN-31953015,OR-89847,PRD-00001,5
OR-GDJ-68856645,OR-89847,PRD-00189,2
OR-CH-97904019,OR-89847,PRD-00113,2
OR-BG-37574618,OR-32484,PRD-00006,3
OR-EW-51578946,OR-32484,PRD-00017,1
OR-CS-65909048,OR-63419,PRD-00004,1
OR-HC-92968887,OR-63419,PRD-00381,4
OR-TG-83948681,OR-14926,PRD-00037,5
OR-AE-36114425,OR-14926,PRD-00022,2
OR-BL-63995686,OR-14926,PRD-00027,1
OR-C-61195633,OR-14926,PRD-00019,3
OR-CS-23494895,OR-14926,PRD-00001,1
OR-BL-21940664,OR-24490,PRD-00001,2
OR-R-92076393,OR-24490,PRD-00001,2
OR-SC-58274391,OR-24490,PRD-00033,3
OR-C-92082025,OR-24490,PRD-00030,3
OR-AE-59931704,OR-24490,PRD-00055,4
OR-MAP-75627086,OR-68645,PRD-00042,4
OR-KHA-81282794,OR-68645,PRD-00466,2
OR-SCS-48305341,OR-68645,PRD-00003,3
OR-C-93449330,OR-65337,PRD-00018,3
OR-SC-45969067,OR-65337,PRD-00490,3
OR-CS-17404650,OR-65337,PRD-00043,1
OR-J-92979419,OR-65337,PRD-00001,5
OR-R-14014252,OR-65337,PRD-00158,4
OR-BL-24419534,OR-17393,PRD-00002,4
OR-S-30267911,OR-17393,PRD-00196,4
OR-FSJ-87765250,OR-17393,PRD-00056,2
OR-AA-68032754,OR-17393,PRD-00002,1
OR-FSJ-25954323,OR-90478,PRD-00055,4
OR-C-92384842,OR-90478,PRD-00121,3
OR-SS-83008339,OR-86940,PRD-00013,4
OR-R-62190729,OR-60254,PRD-00060,1
OR-CA-41607630,OR-60254,PRD-00001,1
OR-CS-20168591,OR-60254,PRD-00143,5
OR-C-27860293,OR-69374,PRD-00002,5
OR-SS-44474002,OR-34160,PRD-00082,5
OR-S-70753434,OR-34160,PRD-00001,4
OR-AE-99869269,OR-34160,PRD-00072,4
OR-B-87819392,OR-34160,PRD-00244,1
OR-J-87378399,OR-34160,PRD-00137,4
OR-ASFO-12621353,OR-53912,PRD-00011,4
OR-S-73370320,OR-53912,PRD-00034,3
OR-BL-68639767,OR-53912,PRD-00003,4
OR-GDJ-45592273,OR-53912,PRD-00006,3
OR-B-41898688,OR-39121,PRD-00002,2
OR-FA-43348425,OR-39121,PRD-00050,5
OR-C-77689062,OR-39121,PRD-00293,2
OR-BL-94695487,OR-39121,PRD-00001,5
OR-AA-70250848,OR-39121,PRD-00421,3
OR-W-15305776,OR-11858,PRD-00086,3
OR-S-72349973,OR-11858,PRD-00188,1
OR-HCA-34174969,OR-11858,PRD-00001,1
OR-BL-28213397,OR-77430,PRD-00268,3
OR-HC-91147253,OR-77430,PRD-00005,3
OR-HS-62192742,OR-79384,PRD-00158,5
OR-GDJ-87886968,OR-79384,PRD-00002,2
OR-Y-58974645,OR-79384,PRD-00002,3
OR-SS-84958419,OR-73257,PRD-00331,5
OR-F-70878994,OR-73257,PRD-00062,1
OR-C-38968391,OR-73257,PRD-00001,1
OR-FS-30409321,OR-14920,PRD-00005,4
OR-CTB-95538591,OR-14920,PRD-00009,4
OR-HC-22282446,OR-14920,PRD-00014,3
OR-CS-56058417,OR-14920,PRD-00002,1
OR-AE-72458434,OR-17963,PRD-00001,3
OR-EW-49327740,OR-17963,PRD-00026,1
OR-BL-57015599,OR-17963,PRD-00117,5
OR-FS-15743937,OR-64366,PRD-00001,4
OR-HS-75216597,OR-24165,PRD-00297,2
OR-CH-13847840,OR-24165,PRD-00051,1
OR-I-50827238,OR-14284,PRD-00019,2
OR-CA-80944550,OR-14284,PRD-00001,4
OR-EW-62842673,OR-40939,PRD-00019,2
OR-TP-50427678,OR-91691,PRD-00146,2
OR-KHA-45206610,OR-91691,PRD-00090,2
OR-FS-88963949,OR-91691,PRD-00011,1
OR-SC-53292670,OR-82295,PRD-00461,2
OR-BL-82381331,OR-82295,PRD-00031,3
OR-C-74967018,OR-82295,PRD-00293,2
OR-CS-12215247,OR-82295,PRD-00102,5
OR-EW-15524663,OR-89928,PRD-00007,2
OR-FSJ-16801377,OR-89928,PRD-00337,4
OR-LN-60064442,OR-89928,PRD-00092,5
OR-I-73490124,OR-92870,PRD-00001,1
OR-S-97169052,OR-92870,PRD-00343,1
OR-BL-95939789,OR-92870,PRD-00040,2
OR-KHA-86149940,OR-92870,PRD-00200,4
OR-TP-26140517,OR-74958,PRD-00004,4
OR-GDJ-42481954,OR-25698,PRD-00002,2
OR-SS-33894557,OR-25698,PRD-00004,4
OR-C-99253322,OR-25698,PRD-00053,4
OR-BL-33534181,OR-25698,PRD-00005,5
OR-EW-56677466,OR-25698,PRD-00002,4
OR-S-75840725,OR-79387,PRD-00119,4
OR-BL-13406842,OR-79387,PRD-00107,2
OR-I-69756177,OR-79387,PRD-00177,2
OR-CS-88283414,OR-79387,PRD-00004,3
OR-S-11514316,OR-90162,PRD-00001,1
OR-AF-76395484,OR-90162,PRD-00376,3
OR-CA-95899154,OR-87959,PRD-00002,5
OR-HES-99627217,OR-87959,PRD-00054,2
OR-J-20480585,OR-87959,PRD-00041,5
OR-BL-37787671,OR-87959,PRD-00004,4
OR-C-67389108,OR-87959,PRD-00072,4
OR-HES-45112541,OR-15925,PRD-00008,1
OR-F-97885020,OR-42642,PRD-00010,1
OR-FS-70204884,OR-42642,PRD-00002,3
OR-HES-25377914,OR-42642,PRD-00013,5
OR-KHA-86131251,OR-42642,PRD-00002,1
OR-HS-47336655,OR-90209,PRD-00001,2
OR-AEF-71776958,OR-90209,PRD-00002,3
OR-AHK-69946152,OR-90209,PRD-00008,3
OR-KF-34734356,OR-90209,PRD-00018,3
OR-HES-84364835,OR-68799,PRD-00002,1
OR-BL-93655671,OR-74797,PRD-00007,1
OR-J-20596749,OR-74797,PRD-00033,3
OR-CA-77406598,OR-74797,PRD-00057,4
OR-FS-30744953,OR-74797,PRD-00020,5
OR-ACMP-93912997,OR-45033,PRD-00345,2
OR-LN-63310044,OR-45033,PRD-00009,4
OR-HES-94484758,OR-77158,PRD-00068,3
OR-GDJ-42529544,OR-77158,PRD-00001,4
OR-BG-27964637,OR-77158,PRD-00003,3
OR-C-69791138,OR-32929,PRD-00064,3
OR-CA-85546840,OR-32929,PRD-00013,2
OR-GDJ-77325621,OR-24428,PRD-00253,1
OR-SS-17426643,OR-24428,PRD-00016,2
OR-B-30797718,OR-24428,PRD-00001,5
OR-MF-52783484,OR-44170,PRD-00232,2
OR-SC-28962657,OR-44170,PRD-00001,2
OR-J-32243317,OR-44170,PRD-00179,4
OR-C-70879025,OR-44170,PRD-00015,4
OR-FSJ-92601897,OR-44170,PRD-00051,4
OR-BL-39136714,OR-50584,PRD-00006,3
OR-WW-42778269,OR-55492,PRD-00002,5
OR-S-89055324,OR-55492,PRD-00024,2
OR-EW-48759564,OR-55492,PRD-00036,5
OR-AE-27510501,OR-55492,PRD-00486,3
OR-C-29537411,OR-49221,PRD-00027,1
OR-ISS-54932371,OR-44157,PRD-00031,2
OR-MF-27757272,OR-44157,PRD-00010,3
OR-AA-76285569,OR-44157,PRD-00074,5
OR-CA-18339508,OR-23437,PRD-00172,4
OR-HC-43606105,OR-23437,PRD-00008,2
OR-MF-50309328,OR-23437,PRD-00014,5
OR-FS-24413837,OR-29004,PRD-00001,3
OR-S-47158406,OR-15849,PRD-00003,4
OR-CS-17238251,OR-42822,PRD-00368,1
OR-S-59741314,OR-42822,PRD-00251,2
OR-I-14419716,OR-42822,PRD-00177,3
OR-SC-70585910,OR-61068,PRD-00083,2
OR-I-97238435,OR-61068,PRD-00045,3
OR-BL-28928295,OR-61068,PRD-00142,5
OR-GDJ-57669081,OR-61068,PRD-00333,5
OR-EW-69380537,OR-61068,PRD-00004,3
OR-CS-56329569,OR-68562,PRD-00003,2
OR-I-85906732,OR-30987,PRD-00004,3
OR-TP-79336855,OR-30987,PRD-00001,2
OR-TP-13383587,OR-52562,PRD-00007,3
OR-I-18946152,OR-52562,PRD-00440,5
OR-J-76433736,OR-52562,PRD-00011,4
OR-W-69090606,OR-52562,PRD-00491,4
OR-KC-35057734,OR-30085,PRD-00030,1
OR-WW-43190517,OR-30085,PRD-00003,1
OR-S-54999482,OR-30085,PRD-00444,4
OR-B-48180858,OR-30085,PRD-00038,1
OR-BL-38122629,OR-72049,PRD-00001,5
OR-CA-51036783,OR-72049,PRD-00384,2
OR-FSJ-90864992,OR-72049,PRD-00483,5
OR-J-90750847,OR-72049,PRD-00297,1
OR-GDJ-68157478,OR-72049,PRD-00040,4
OR-I-88209354,OR-66649,PRD-00002,5
OR-J-30497845,OR-66649,PRD-00239,4
OR-BL-80716826,OR-66649,PRD-00343,3
OR-MF-84319575,OR-67452,PRD-00094,2
OR-BL-66500435,OR-67452,PRD-00023,4
OR-EW-34848141,OR-67452,PRD-00005,4
OR-BG-51513564,OR-67452,PRD-00005,3
OR-BP-15297837,OR-82269,PRD-00031,4
OR-HCA-76690055,OR-82269,PRD-00005,2
OR-CS-61751596,OR-82269,PRD-00024,5
OR-C-44999800,OR-82269,PRD-00121,4
OR-HES-31548833,OR-46736,PRD-00031,1
OR-H-41855165,OR-46736,PRD-00115,3
OR-BL-62921410,OR-46736,PRD-00002,4
OR-CS-45495333,OR-46736,PRD-00002,5
OR-S-33132876,OR-46736,PRD-00013,1
OR-C-10538540,OR-93356,PRD-00155,5
OR-LN-69211078,OR-93356,PRD-00010,4
OR-WW-15968900,OR-93356,PRD-00415,1
OR-S-99846313,OR-47399,PRD-00010,1
OR-WM-38502345,OR-47399,PRD-00120,1
OR-CS-11801108,OR-47399,PRD-00005,5
OR-EW-58894018,OR-47399,PRD-00002,3
OR-W-61060365,OR-79644,PRD-00272,3
OR-C-90852648,OR-79644,PRD-00092,4
OR-S-83176270,OR-79644,PRD-00296,2
OR-C-20683830,OR-79644,PRD-00020,1
OR-I-46190748,OR-79644,PRD-00003,5
OR-IL-63834952,OR-36976,PRD-00001,1
OR-TG-55235478,OR-36976,PRD-00334,1
OR-DN-83461750,OR-36976,PRD-00168,3
OR-FSJ-51154852,OR-36976,PRD-00008,2
OR-W-12280441,OR-36976,PRD-00016,4
OR-CTB-84388042,OR-82205,PRD-00017,3
OR-R-15587244,OR-82205,PRD-00194,4
OR-I-49778472,OR-82205,PRD-00134,1
OR-CS-15792717,OR-82205,PRD-00004,3
OR-FSJ-11396246,OR-82205,PRD-00247,4
OR-AE-19432586,OR-14575,PRD-00002,1
OR-CA-85036135,OR-14575,PRD-00006,4
OR-GDJ-82769498,OR-35673,PRD-00025,4
OR-FSJ-74049580,OR-97458,PRD-00001,5
OR-BL-78709425,OR-97458,PRD-00329,4
OR-S-75316113,OR-97458,PRD-00111,5
OR-SB-35604316,OR-97458,PRD-00361,4
OR-FSJ-39923192,OR-83344,PRD-00001,1
OR-I-35179942,OR-64008,PRD-00139,3
OR-SC-89761793,OR-64008,PRD-00002,1
OR-CA-60815369,OR-64008,PRD-00339,1
OR-CA-20328458,OR-15167,PRD-00226,2
OR-C-41030398,OR-15167,PRD-00001,3
OR-FSJ-27487689,OR-15167,PRD-00039,2
OR-HC-66467383,OR-15167,PRD-00018,3
OR-F-94351542,OR-15167,PRD-00002,5
OR-CS-28501962,OR-67402,PRD-00007,3
OR-KC-33911803,OR-67402,PRD-00002,5
OR-W-75389590,OR-99152,PRD-00007,3
OR-SS-71466682,OR-99152,PRD-00002,1
OR-C-96063296,OR-99152,PRD-00007,5
OR-LN-47364403,OR-99152,PRD-00011,1
OR-HCA-81147716,OR-71452,PRD-00001,3
OR-HC-11651895,OR-71452,PRD-00099,3
OR-J-97233387,OR-71452,PRD-00083,4
OR-I-68353668,OR-90682,PRD-00064,1
OR-D-81971567,OR-59361,PRD-00062,1
OR-NF-78959672,OR-59361,PRD-00256,4
OR-AA-98985889,OR-59361,PRD-00004,3
OR-WW-13287854,OR-59361,PRD-00001,4
OR-AF-84700018,OR-59361,PRD-00091,5
OR-GDJ-63479743,OR-68241,PRD-00005,2
OR-EW-28189088,OR-68241,PRD-00001,2
OR-S-65837043,OR-68241,PRD-00004,1
OR-C-71091595,OR-68241,PRD-00003,3
OR-LN-37120119,OR-68241,PRD-00001,1
OR-MAP-63677292,OR-25563,PRD-00085,5
OR-C-16051998,OR-25563,PRD-00047,5
OR-C-44728663,OR-25563,PRD-00002,2
OR-FS-56730882,OR-25563,PRD-00002,5
OR-C-81143370,OR-52295,PRD-00446,4
OR-B-87028727,OR-52295,PRD-00034,1
OR-J-22258620,OR-52295,PRD-00106,5
OR-AA-15707059,OR-53677,PRD-00009,2
OR-BL-96298168,OR-53677,PRD-00056,5
OR-BG-66654254,OR-54149,PRD-00142,2
OR-FS-77700570,OR-49930,PRD-00004,2
OR-H-43789273,OR-43926,PRD-00001,2
OR-FS-16025348,OR-43926,PRD-00013,5
OR-S-65071186,OR-43926,PRD-00038,2
OR-W-26290977,OR-43926,PRD-00325,4
OR-GDJ-12555592,OR-43926,PRD-00010,5
OR-EW-51197164,OR-77847,PRD-00046,5
OR-CA-40319794,OR-77847,PRD-00010,1
OR-KHA-46516046,OR-77847,PRD-00024,4
OR-H-38568723,OR-77847,PRD-00095,2
OR-SS-93499146,OR-77847,PRD-00005,4
OR-GDJ-16963682,OR-92730,PRD-00026,3
OR-C-21429593,OR-92730,PRD-00009,2
OR-LN-69171561,OR-92730,PRD-00001,1
OR-LN-81480154,OR-61643,PRD-00015,4
OR-HES-59712358,OR-61643,PRD-00016,4
OR-EW-98032765,OR-61643,PRD-00215,3
OR-MF-18152372,OR-61643,PRD-00001,4
OR-CS-20316385,OR-17423,PRD-00173,3
OR-EW-76227185,OR-17423,PRD-00416,4
OR-HC-91089272,OR-17423,PRD-00258,1
OR-AA-43975688,OR-28976,PRD-00004,3
OR-BL-74367936,OR-28976,PRD-00075,3
OR-WW-64346330,OR-20632,PRD-00346,3
OR-TP-40372118,OR-20632,PRD-00222,2
OR-AE-85355537,OR-20632,PRD-00322,3
