PaymentID,OrderID,PaymentDate,GiftCardUsage,GiftCardAmount,CouponUsage,CouponAmount,PaymentMethodID
PAY-75838,OR-47503,2024-05-08 15:58:00,Yes,334.0,Yes,495.0,PM-002
PAY-91999,OR-72606,2000-07-09 07:17:00,Yes,4793.0,Yes,27.0,PM-005
PAY-35271,OR-79134,2023-06-01 11:21:00,Yes,1788.0,Yes,120.0,PM-002
PAY-46195,OR-40735,2018-04-13 05:04:00,Yes,2412.0,No,,PM-004
PAY-29797,OR-74124,2023-06-13 11:44:00,Yes,2357.0,No,,PM-002
PAY-94701,OR-50770,2024-04-09 10:21:00,No,,No,,PM-003
PAY-81657,OR-18676,2024-03-11 17:03:00,Yes,3732.0,No,,PM-002
PAY-84934,OR-90002,2021-07-31 08:38:00,Yes,2854.0,No,,PM-002
PAY-45194,OR-37857,2023-06-18 22:43:00,Yes,4395.0,No,,PM-002
PAY-31853,OR-20533,2024-03-19 11:35:00,No,,No,,PM-004
PAY-35765,OR-36721,2024-03-09 09:19:00,Yes,4159.0,Yes,47.0,PM-001
PAY-50680,OR-80110,2023-06-09 12:12:00,Yes,1131.0,Yes,299.0,PM-004
PAY-27179,OR-46438,2019-10-29 23:12:00,No,,No,,PM-002
PAY-52527,OR-67771,2020-02-14 10:57:00,Yes,1799.0,Yes,275.0,PM-002
PAY-11779,OR-12154,2021-12-29 22:03:00,Yes,4982.0,Yes,291.0,PM-001
PAY-77016,OR-53324,2022-12-15 06:34:00,No,,No,,PM-004
PAY-38845,OR-83169,2023-07-21 19:50:00,No,,No,,PM-002
PAY-23059,OR-97641,2022-10-27 00:42:00,No,,Yes,52.0,PM-002
PAY-69523,OR-20042,2024-01-01 12:54:00,No,,Yes,168.0,PM-002
PAY-23172,OR-87149,2023-11-13 23:26:00,No,,No,,PM-002
PAY-81986,OR-93351,2023-02-28 04:12:00,No,,Yes,112.0,PM-002
PAY-44993,OR-70500,2011-11-01 22:51:00,Yes,1461.0,No,,PM-002
PAY-39147,OR-22491,2022-03-08 22:34:00,No,,Yes,175.0,PM-002
PAY-10810,OR-44585,2023-04-17 17:29:00,Yes,2618.0,No,,PM-002
PAY-96184,OR-84833,2024-06-28 17:49:00,Yes,2142.0,No,,PM-005
PAY-51359,OR-61830,2021-05-02 07:44:00,Yes,1558.0,No,,PM-005
PAY-67619,OR-70530,2017-06-17 14:34:00,Yes,3173.0,No,,PM-004
PAY-41470,OR-41313,2018-07-06 19:56:00,No,,No,,PM-002
PAY-66208,OR-23197,2024-01-07 09:52:00,Yes,2316.0,Yes,398.0,PM-002
PAY-18529,OR-13306,2021-02-27 16:27:00,Yes,1173.0,Yes,35.0,PM-002
PAY-17115,OR-95015,2022-02-27 12:28:00,Yes,944.0,No,,PM-002
PAY-42854,OR-43618,2021-06-23 07:00:00,No,,Yes,461.0,PM-002
PAY-47999,OR-72536,2024-07-02 15:59:00,No,,Yes,367.0,PM-004
PAY-86500,OR-82149,2024-05-17 18:08:00,Yes,4040.0,Yes,232.0,PM-005
PAY-31713,OR-51071,2004-05-06 03:01:00,No,,Yes,145.0,PM-005
PAY-24442,OR-72739,2018-08-26 04:38:00,Yes,1848.0,Yes,447.0,PM-002
PAY-68743,OR-29163,2006-03-23 21:24:00,Yes,678.0,Yes,24.0,PM-003
PAY-58737,OR-27572,2018-07-28 20:32:00,Yes,2971.0,No,,PM-002
PAY-54673,OR-86853,2022-07-04 09:28:00,No,,No,,PM-003
PAY-46683,OR-14053,2022-04-29 16:28:00,No,,Yes,380.0,PM-002
PAY-74162,OR-90574,2023-02-27 07:06:00,Yes,4991.0,Yes,462.0,PM-004
PAY-76879,OR-94841,2022-01-10 13:43:00,No,,Yes,118.0,PM-002
PAY-28339,OR-77385,2022-11-08 10:15:00,Yes,2850.0,No,,PM-002
PAY-68626,OR-47967,2024-06-28 12:37:00,No,,Yes,491.0,PM-005
PAY-88978,OR-16153,2024-05-23 21:39:00,Yes,632.0,No,,PM-002
PAY-35415,OR-13673,2021-02-23 00:37:00,Yes,3434.0,Yes,410.0,PM-003
PAY-91522,OR-35011,2024-06-18 12:02:00,Yes,1434.0,Yes,136.0,PM-002
PAY-64342,OR-31407,2024-01-15 12:30:00,No,,No,,PM-005
PAY-56234,OR-87040,2023-07-15 20:47:00,Yes,3307.0,No,,PM-002
PAY-93538,OR-41493,2016-10-08 20:01:00,Yes,1119.0,No,,PM-005
PAY-89282,OR-75228,2022-07-28 05:52:00,Yes,4157.0,No,,PM-002
PAY-34296,OR-48986,2024-06-18 02:51:00,Yes,2418.0,No,,PM-002
PAY-98193,OR-73524,1998-01-22 09:25:00,Yes,1782.0,No,,PM-001
PAY-34526,OR-84377,2022-04-13 09:29:00,Yes,3774.0,Yes,183.0,PM-001
PAY-61822,OR-57317,2021-12-21 19:29:00,No,,No,,PM-002
PAY-74046,OR-25286,2023-10-30 03:50:00,No,,Yes,252.0,PM-002
PAY-54081,OR-11141,2024-05-03 00:36:00,No,,No,,PM-002
PAY-70242,OR-80727,2023-08-09 04:45:00,No,,Yes,251.0,PM-002
PAY-30023,OR-72691,2022-01-29 19:39:00,No,,No,,PM-002
PAY-63105,OR-23421,2020-05-06 13:33:00,Yes,439.0,Yes,269.0,PM-002
PAY-54968,OR-55656,2023-04-06 00:04:00,No,,No,,PM-005
PAY-39750,OR-99003,2024-06-22 12:57:00,Yes,4658.0,No,,PM-001
PAY-36301,OR-27967,2010-10-22 05:34:00,No,,No,,PM-005
PAY-79386,OR-62935,2012-06-24 01:37:00,No,,No,,PM-002
PAY-71429,OR-42868,2022-10-13 10:44:00,Yes,1875.0,No,,PM-005
PAY-82659,OR-19839,2021-04-11 17:57:00,Yes,2068.0,Yes,497.0,PM-002
PAY-50263,OR-67247,2022-09-10 11:55:00,Yes,3079.0,Yes,489.0,PM-001
PAY-65088,OR-50737,2019-09-27 00:29:00,Yes,2574.0,Yes,150.0,PM-002
PAY-92271,OR-40882,2021-01-19 00:12:00,No,,Yes,211.0,PM-002
PAY-37286,OR-77451,2022-07-21 07:24:00,Yes,4905.0,No,,PM-002
PAY-82172,OR-19311,2023-10-23 03:05:00,No,,Yes,51.0,PM-001
PAY-21003,OR-93854,2015-03-03 12:54:00,Yes,3972.0,Yes,480.0,PM-001
PAY-73370,OR-86462,2021-10-26 01:14:00,Yes,3698.0,No,,PM-002
PAY-69357,OR-99255,2024-06-15 06:04:00,No,,No,,PM-002
PAY-48745,OR-50153,2023-11-06 04:20:00,Yes,589.0,No,,PM-003
PAY-45139,OR-93784,2022-08-28 04:28:00,Yes,2349.0,No,,PM-003
PAY-47156,OR-62328,2019-08-17 07:01:00,Yes,3193.0,No,,PM-002
PAY-43907,OR-80689,2017-06-09 21:23:00,Yes,3484.0,Yes,401.0,PM-002
PAY-46467,OR-25342,2023-09-22 14:12:00,Yes,1210.0,Yes,79.0,PM-002
PAY-59090,OR-64367,2024-02-09 06:14:00,No,,No,,PM-002
PAY-65009,OR-88819,2022-10-17 21:10:00,No,,No,,PM-002
PAY-68333,OR-32023,2010-02-05 05:20:00,No,,No,,PM-002
PAY-31966,OR-79257,2015-09-01 08:40:00,Yes,2927.0,Yes,446.0,PM-002
PAY-25596,OR-59911,2024-04-24 21:20:00,Yes,4744.0,No,,PM-002
PAY-52073,OR-29780,2011-09-06 08:46:00,No,,Yes,91.0,PM-002
PAY-87909,OR-98993,2023-10-21 17:12:00,Yes,3764.0,No,,PM-002
PAY-39018,OR-26940,2022-01-30 14:35:00,Yes,1100.0,Yes,257.0,PM-002
PAY-70935,OR-24086,2022-01-12 09:30:00,Yes,3553.0,No,,PM-002
PAY-28248,OR-78833,2023-10-16 02:32:00,No,,Yes,63.0,PM-003
PAY-17017,OR-34047,2024-04-18 04:25:00,No,,Yes,366.0,PM-002
PAY-26901,OR-40152,2017-07-25 20:55:00,No,,Yes,241.0,PM-002
PAY-22134,OR-88101,2022-08-24 22:06:00,Yes,4285.0,No,,PM-002
PAY-75487,OR-26730,2023-08-09 13:48:00,No,,No,,PM-004
PAY-38099,OR-97988,2023-05-30 18:03:00,No,,Yes,75.0,PM-002
PAY-63451,OR-66536,2023-07-06 11:55:00,Yes,2965.0,No,,PM-003
PAY-34022,OR-95607,2015-12-22 02:43:00,Yes,4107.0,Yes,456.0,PM-002
PAY-99964,OR-38724,2022-01-04 14:03:00,No,,No,,PM-002
PAY-30749,OR-13545,2019-03-07 18:37:00,Yes,3004.0,No,,PM-002
PAY-58459,OR-39824,2024-03-08 06:40:00,No,,No,,PM-002
PAY-82844,OR-50243,2006-12-08 09:46:00,No,,Yes,54.0,PM-004
PAY-38588,OR-51382,2018-04-20 08:26:00,Yes,4990.0,Yes,174.0,PM-002
PAY-49272,OR-19475,2005-05-18 22:21:00,Yes,701.0,No,,PM-002
PAY-72409,OR-59024,2023-04-03 01:51:00,No,,No,,PM-002
PAY-13257,OR-61947,2009-09-01 16:30:00,Yes,2477.0,No,,PM-001
PAY-15969,OR-52695,2009-01-13 11:51:00,No,,No,,PM-002
PAY-98545,OR-31695,2022-03-19 23:06:00,Yes,3600.0,No,,PM-002
PAY-11823,OR-84361,2016-07-29 16:47:00,Yes,2399.0,Yes,460.0,PM-002
PAY-29783,OR-45530,2017-09-04 19:39:00,Yes,3849.0,No,,PM-003
PAY-21890,OR-86142,2023-07-20 09:13:00,Yes,4921.0,No,,PM-002
PAY-27136,OR-18226,2016-11-12 11:27:00,Yes,2855.0,Yes,265.0,PM-002
PAY-17009,OR-43689,2004-04-09 13:41:00,No,,Yes,42.0,PM-002
PAY-90212,OR-18734,2024-02-13 23:04:00,Yes,2035.0,Yes,357.0,PM-002
PAY-56734,OR-15727,2021-02-04 00:06:00,No,,Yes,45.0,PM-002
PAY-94723,OR-52985,2013-11-18 08:54:00,No,,Yes,246.0,PM-002
PAY-72226,OR-27447,2017-02-06 11:24:00,No,,Yes,222.0,PM-002
PAY-18925,OR-12015,2023-10-05 19:56:00,No,,No,,PM-001
PAY-36279,OR-69054,2019-09-20 17:57:00,Yes,3032.0,Yes,341.0,PM-002
PAY-30152,OR-87425,2020-01-25 10:07:00,Yes,1327.0,No,,PM-005
PAY-63759,OR-17369,2023-12-23 00:03:00,Yes,3973.0,No,,PM-004
PAY-86129,OR-42622,2024-03-21 07:20:00,Yes,1008.0,Yes,171.0,PM-002
PAY-10850,OR-90819,2024-06-27 09:19:00,No,,No,,PM-002
PAY-24431,OR-10770,2024-06-08 05:29:00,Yes,1022.0,No,,PM-002
PAY-18532,OR-91544,2015-06-01 06:23:00,No,,No,,PM-002
PAY-23709,OR-17477,2017-11-04 12:08:00,No,,Yes,106.0,PM-002
PAY-11661,OR-95763,2020-12-24 09:10:00,Yes,938.0,No,,PM-001
PAY-41564,OR-31808,2021-08-24 01:57:00,No,,No,,PM-002
PAY-75277,OR-58436,2016-01-05 16:16:00,Yes,4537.0,Yes,79.0,PM-003
PAY-97984,OR-24134,2022-12-29 17:08:00,No,,Yes,481.0,PM-002
PAY-35403,OR-82400,2018-05-31 12:47:00,No,,No,,PM-001
PAY-84768,OR-41039,2024-05-07 07:37:00,No,,No,,PM-004
PAY-42515,OR-76911,2012-02-10 23:00:00,No,,No,,PM-001
PAY-50316,OR-38866,2020-03-13 17:55:00,Yes,855.0,Yes,108.0,PM-003
PAY-58248,OR-99914,2016-04-30 03:52:00,No,,Yes,299.0,PM-001
PAY-16818,OR-14637,2012-11-07 13:38:00,No,,Yes,115.0,PM-004
PAY-11128,OR-43028,2023-12-10 17:12:00,Yes,2759.0,No,,PM-002
PAY-48791,OR-68391,2016-02-25 17:59:00,No,,Yes,29.0,PM-002
PAY-35177,OR-31480,2015-12-20 23:41:00,No,,Yes,36.0,PM-005
PAY-37706,OR-18421,2020-02-21 21:56:00,Yes,2043.0,Yes,147.0,PM-002
PAY-13877,OR-12655,2024-06-20 10:26:00,No,,Yes,20.0,PM-002
PAY-99627,OR-29394,2023-10-02 08:26:00,No,,Yes,237.0,PM-002
PAY-81663,OR-78607,2024-03-11 17:21:00,No,,Yes,99.0,PM-002
PAY-10510,OR-15431,2014-04-09 10:15:00,Yes,4914.0,Yes,341.0,PM-002
PAY-26402,OR-87803,2023-07-31 20:01:00,Yes,1389.0,No,,PM-002
PAY-89749,OR-30830,2020-03-10 15:03:00,Yes,3620.0,Yes,295.0,PM-002
PAY-40174,OR-20823,2020-05-20 11:27:00,Yes,856.0,Yes,109.0,PM-002
PAY-46879,OR-80252,2022-08-14 06:04:00,Yes,1575.0,Yes,413.0,PM-003
PAY-84316,OR-99717,2019-04-08 21:58:00,Yes,1506.0,No,,PM-002
PAY-85013,OR-52565,2004-06-29 02:31:00,No,,No,,PM-002
PAY-87526,OR-43973,2020-02-28 08:43:00,No,,Yes,312.0,PM-001
PAY-65042,OR-15662,2014-12-27 16:17:00,Yes,2637.0,No,,PM-002
PAY-26451,OR-37498,2023-07-25 13:42:00,No,,No,,PM-002
PAY-96450,OR-30184,2020-01-10 08:27:00,No,,No,,PM-002
PAY-92564,OR-48322,2024-07-03 07:41:00,Yes,4646.0,No,,PM-004
PAY-12892,OR-76304,2024-06-10 13:33:00,Yes,4479.0,No,,PM-002
PAY-65013,OR-51629,2016-02-03 21:46:00,No,,No,,PM-002
PAY-10109,OR-90037,2024-02-16 09:53:00,Yes,4331.0,No,,PM-002
PAY-79934,OR-55580,2023-09-13 03:57:00,No,,Yes,25.0,PM-005
PAY-48830,OR-22158,2016-08-05 20:13:00,No,,No,,PM-004
PAY-11562,OR-79052,2018-06-13 10:06:00,Yes,4749.0,No,,PM-003
PAY-27284,OR-19279,2024-02-12 19:56:00,Yes,3364.0,No,,PM-005
PAY-23866,OR-57644,2021-12-22 14:03:00,No,,No,,PM-001
PAY-32259,OR-96632,2018-01-17 05:21:00,Yes,2362.0,Yes,69.0,PM-003
PAY-95036,OR-58764,2015-08-26 22:36:00,No,,Yes,381.0,PM-002
PAY-71626,OR-36158,2020-05-02 01:41:00,Yes,2281.0,No,,PM-002
PAY-16477,OR-59222,2019-02-09 13:49:00,No,,Yes,10.0,PM-003
PAY-86144,OR-28384,2013-11-24 04:37:00,Yes,2939.0,No,,PM-002
PAY-88561,OR-36518,2024-06-02 12:25:00,Yes,630.0,No,,PM-005
PAY-28497,OR-20827,2024-04-21 05:22:00,No,,No,,PM-003
PAY-96524,OR-23652,2024-03-26 23:31:00,No,,No,,PM-003
PAY-29978,OR-72275,2016-06-14 23:30:00,Yes,4777.0,Yes,364.0,PM-005
PAY-98516,OR-47437,2018-05-10 12:19:00,Yes,4584.0,Yes,391.0,PM-001
PAY-45018,OR-19390,2022-03-01 23:32:00,No,,Yes,494.0,PM-002
PAY-66216,OR-84899,2023-06-06 20:13:00,Yes,3576.0,Yes,32.0,PM-002
PAY-15788,OR-78167,2015-03-09 12:44:00,Yes,711.0,Yes,298.0,PM-002
PAY-71618,OR-77937,2021-02-19 03:13:00,No,,No,,PM-003
PAY-30211,OR-35209,2024-01-30 19:43:00,No,,Yes,442.0,PM-002
PAY-28306,OR-92061,2021-03-14 20:28:00,No,,Yes,41.0,PM-002
PAY-14002,OR-29128,2022-06-26 20:08:00,No,,No,,PM-005
PAY-65116,OR-66665,2024-01-10 12:00:00,Yes,2670.0,Yes,343.0,PM-002
PAY-13731,OR-46508,2021-07-17 20:00:00,No,,Yes,171.0,PM-002
PAY-94199,OR-68014,2021-10-01 20:51:00,No,,No,,PM-004
PAY-27767,OR-12436,2021-12-08 03:45:00,No,,No,,PM-005
PAY-50015,OR-72965,2017-02-19 02:09:00,Yes,1406.0,No,,PM-002
PAY-87507,OR-29273,2022-05-12 17:20:00,No,,No,,PM-005
PAY-99540,OR-45646,2020-10-24 10:29:00,No,,Yes,244.0,PM-002
PAY-95089,OR-89980,2009-05-06 08:53:00,Yes,2570.0,Yes,347.0,PM-002
PAY-51663,OR-88156,2022-05-02 06:03:00,No,,Yes,232.0,PM-002
PAY-72145,OR-98998,2020-01-18 12:04:00,No,,Yes,179.0,PM-001
PAY-63214,OR-65348,2021-03-11 19:02:00,No,,No,,PM-002
PAY-27371,OR-85969,2024-01-01 23:41:00,No,,Yes,89.0,PM-002
PAY-88077,OR-55620,2023-04-25 08:06:00,No,,No,,PM-001
PAY-50380,OR-87845,2022-10-02 05:30:00,Yes,3391.0,No,,PM-003
PAY-72734,OR-51978,2023-10-19 20:42:00,No,,No,,PM-002
PAY-90038,OR-71107,2024-03-18 06:25:00,Yes,2467.0,Yes,169.0,PM-004
PAY-32082,OR-29525,2023-09-26 18:47:00,Yes,2752.0,Yes,244.0,PM-002
PAY-11232,OR-69060,2021-03-15 19:24:00,Yes,3807.0,No,,PM-003
PAY-96890,OR-66834,2023-10-16 23:07:00,Yes,4365.0,Yes,417.0,PM-005
PAY-49935,OR-38035,2017-01-20 14:04:00,No,,No,,PM-002
PAY-33456,OR-80956,2023-11-15 20:03:00,Yes,890.0,No,,PM-002
PAY-33166,OR-66925,2022-09-05 01:49:00,Yes,2807.0,No,,PM-002
PAY-40385,OR-57260,2023-11-23 15:12:00,No,,Yes,399.0,PM-002
PAY-60937,OR-47626,2007-05-29 00:04:00,Yes,361.0,No,,PM-002
PAY-41639,OR-84684,2017-08-06 02:33:00,No,,Yes,351.0,PM-002
PAY-93213,OR-89588,2009-12-07 12:59:00,Yes,3131.0,Yes,131.0,PM-003
PAY-51451,OR-97911,2022-03-31 08:40:00,Yes,3712.0,No,,PM-005
PAY-55537,OR-48835,2023-08-20 13:38:00,Yes,4447.0,Yes,415.0,PM-002
PAY-43150,OR-13363,2021-09-08 21:57:00,Yes,2360.0,No,,PM-002
PAY-86080,OR-58437,2024-02-10 17:33:00,No,,No,,PM-005
PAY-93819,OR-42262,2020-12-12 07:11:00,Yes,2675.0,No,,PM-005
PAY-42748,OR-29149,2022-05-16 13:43:00,Yes,128.0,Yes,179.0,PM-002
PAY-29697,OR-97456,2023-01-30 05:45:00,No,,No,,PM-005
PAY-41542,OR-71565,2024-03-15 04:45:00,Yes,2168.0,No,,PM-004
PAY-32214,OR-46308,2018-01-16 20:58:00,No,,No,,PM-002
PAY-83843,OR-90106,2024-04-12 19:20:00,No,,Yes,239.0,PM-003
PAY-45108,OR-68646,2021-07-23 12:45:00,No,,Yes,332.0,PM-003
PAY-38987,OR-94557,2019-09-22 14:32:00,No,,Yes,133.0,PM-003
PAY-54456,OR-43810,2024-05-17 01:52:00,Yes,2525.0,Yes,417.0,PM-002
PAY-64649,OR-22813,2009-09-26 14:00:00,Yes,2082.0,No,,PM-001
PAY-30232,OR-16089,2023-10-07 21:03:00,No,,No,,PM-003
PAY-24154,OR-62082,2018-07-14 23:57:00,No,,Yes,107.0,PM-002
PAY-45227,OR-60149,2024-06-27 08:21:00,Yes,2448.0,Yes,197.0,PM-002
PAY-70697,OR-20724,2022-04-17 22:54:00,No,,No,,PM-003
PAY-46359,OR-55801,2023-09-10 00:21:00,No,,No,,PM-004
PAY-27795,OR-54234,2022-07-11 01:59:00,Yes,4069.0,No,,PM-002
PAY-21451,OR-45139,2022-12-31 01:06:00,Yes,200.0,No,,PM-002
PAY-28324,OR-98156,2016-04-06 22:53:00,Yes,4459.0,Yes,475.0,PM-005
PAY-49372,OR-30970,2018-11-13 14:40:00,No,,No,,PM-001
PAY-24874,OR-17251,2024-02-29 05:41:00,Yes,4962.0,No,,PM-001
PAY-91711,OR-59774,2021-07-17 22:06:00,Yes,543.0,No,,PM-003
PAY-62274,OR-64739,2018-11-27 00:31:00,Yes,2425.0,No,,PM-002
PAY-60629,OR-94488,2024-04-16 23:55:00,No,,Yes,310.0,PM-002
PAY-59712,OR-54921,2013-03-11 07:08:00,Yes,936.0,Yes,411.0,PM-004
PAY-84513,OR-21483,2011-11-24 18:08:00,Yes,4328.0,Yes,219.0,PM-001
PAY-38674,OR-57935,2023-10-07 12:11:00,No,,No,,PM-002
PAY-35749,OR-46158,2020-09-14 07:26:00,No,,No,,PM-004
PAY-14475,OR-74809,2023-10-21 18:34:00,No,,No,,PM-002
PAY-82391,OR-55111,2022-05-20 12:27:00,Yes,3046.0,Yes,427.0,PM-002
PAY-27345,OR-35206,2021-07-26 18:34:00,No,,No,,PM-002
PAY-99930,OR-38294,2023-05-03 03:55:00,No,,Yes,59.0,PM-002
PAY-48840,OR-33337,2017-04-07 17:54:00,No,,Yes,440.0,PM-002
PAY-53831,OR-26715,2023-05-11 12:02:00,Yes,2893.0,No,,PM-001
PAY-87320,OR-25258,2023-02-20 09:57:00,Yes,1535.0,No,,PM-002
PAY-92875,OR-31587,2018-03-26 11:00:00,No,,Yes,165.0,PM-002
PAY-29833,OR-81627,2019-07-11 07:20:00,Yes,2285.0,Yes,139.0,PM-002
PAY-78970,OR-84585,2024-04-05 17:02:00,No,,No,,PM-005
PAY-65824,OR-90780,2023-08-27 23:40:00,Yes,1947.0,Yes,311.0,PM-002
PAY-52388,OR-19939,2022-10-18 00:02:00,No,,Yes,213.0,PM-002
PAY-20910,OR-58648,2023-07-03 13:48:00,Yes,1476.0,Yes,430.0,PM-001
PAY-92395,OR-53779,2018-11-15 16:00:00,No,,No,,PM-002
PAY-16366,OR-63462,2021-11-15 22:15:00,No,,No,,PM-002
PAY-85097,OR-38142,2018-02-12 16:10:00,Yes,2705.0,No,,PM-004
PAY-37813,OR-38042,2021-10-28 14:57:00,No,,Yes,319.0,PM-002
PAY-28234,OR-19630,2024-04-25 09:01:00,No,,Yes,131.0,PM-001
PAY-45910,OR-92054,2022-07-03 23:28:00,Yes,4795.0,Yes,496.0,PM-002
PAY-18473,OR-33802,2024-04-13 01:36:00,Yes,2510.0,No,,PM-003
PAY-93273,OR-64618,2024-06-14 19:35:00,No,,No,,PM-002
PAY-57673,OR-25027,2024-05-27 12:16:00,No,,Yes,22.0,PM-002
PAY-86227,OR-38478,2023-03-09 21:28:00,No,,No,,PM-003
PAY-68856,OR-14695,2016-06-02 12:04:00,Yes,4530.0,Yes,185.0,PM-002
PAY-92985,OR-89313,2008-12-15 22:16:00,No,,Yes,113.0,PM-002
PAY-70269,OR-52045,2022-12-02 18:05:00,No,,No,,PM-003
PAY-61268,OR-82580,2017-09-06 10:10:00,Yes,3587.0,No,,PM-003
PAY-56478,OR-53398,2023-12-25 04:15:00,Yes,2943.0,No,,PM-003
PAY-95055,OR-90988,2021-05-08 02:10:00,No,,Yes,335.0,PM-005
PAY-51089,OR-22755,2023-12-17 17:36:00,No,,Yes,58.0,PM-002
PAY-18949,OR-47850,2015-11-06 18:46:00,Yes,2075.0,Yes,58.0,PM-002
PAY-43197,OR-67927,2023-06-04 18:47:00,No,,No,,PM-005
PAY-11421,OR-60551,2024-04-25 00:22:00,Yes,3485.0,Yes,149.0,PM-002
PAY-78518,OR-49503,2019-06-12 01:47:00,Yes,2613.0,Yes,147.0,PM-002
PAY-20945,OR-81628,2018-10-24 06:36:00,Yes,2094.0,No,,PM-004
PAY-17981,OR-31984,2021-06-09 20:45:00,Yes,2674.0,No,,PM-002
