OrderID,CustomerID,OrderDate,ShippingDate,ExpectedDeliveryDate,ActualDeliveryDate,ShippingTierID,SupplierID,OrderChannel
OR-10420,CUST-15158,2024-01-30 02:36:00,2024-01-30 02:46:00,2024-01-30 03:05:00,2024-01-30 03:08:00,SHP-004,SUP-04,Retail PoS
OR-10429,CUST-07799,2024-05-31 06:31:00,2024-06-03 11:02:00,2024-06-09 22:07:00,2024-06-20 09:53:00,SHP-002,SUP-07,Online
OR-10430,CUST-14854,2024-05-03 12:26:00,2024-05-03 12:31:00,2024-05-03 12:50:00,2024-05-03 12:56:00,SHP-004,SUP-04,Retail PoS
OR-10434,CUST-06046,2024-06-29 08:09:00,2024-07-04 09:16:00,2024-07-21 05:35:00,2024-07-17 13:02:00,SHP-002,SUP-01,Online
OR-10438,CUST-05612,2020-09-04 06:04:00,2020-09-13 10:04:00,2020-09-14 02:36:00,2020-09-13 15:45:00,SHP-002,SUP-02,Online
OR-10441,CUST-18784,2024-03-18 11:11:00,2024-03-21 04:19:00,2024-03-23 07:31:00,2024-03-26 02:40:00,SHP-003,SUP-04,Online
OR-10447,CUST-10662,2024-02-14 14:17:00,2024-02-14 14:22:00,2024-02-14 14:37:00,2024-02-14 14:52:00,SHP-004,SUP-02,Retail PoS
OR-10448,CUST-11502,2016-08-23 14:03:00,2016-09-02 12:51:00,2016-09-11 15:33:00,2016-09-22 12:47:00,SHP-003,SUP-08,Online
OR-10450,CUST-03268,2023-06-17 11:01:00,2023-06-22 22:10:00,2023-07-01 15:44:00,2023-06-30 07:54:00,SHP-003,SUP-09,Online
OR-10459,CUST-18141,2014-03-02 14:54:00,2014-03-04 06:09:00,2014-03-05 13:41:00,2014-03-05 07:28:00,SHP-002,SUP-02,Online
OR-10463,CUST-05345,2008-11-20 23:15:00,2008-11-29 20:10:00,2008-12-01 07:45:00,2008-12-08 04:37:00,SHP-003,SUP-09,Online
OR-10467,CUST-12077,2024-05-30 10:29:00,2024-05-30 10:37:00,2024-05-30 10:58:00,2024-05-30 11:08:00,SHP-004,SUP-07,Retail PoS
OR-10485,CUST-14379,2022-07-25 12:26:00,2022-07-25 12:34:00,2022-07-25 12:56:00,2022-07-25 12:48:00,SHP-004,SUP-07,Retail PoS
OR-10489,CUST-17554,2021-11-06 06:23:00,2021-11-06 06:28:00,2021-11-06 06:53:00,2021-11-06 07:02:00,SHP-004,SUP-04,Retail PoS
OR-10491,CUST-06881,2019-03-11 16:25:00,2019-03-11 16:31:00,2019-03-11 16:52:00,2019-03-11 17:00:00,SHP-004,SUP-09,Retail PoS
OR-10494,CUST-16877,2022-03-15 04:02:00,2022-03-24 17:21:00,2022-03-29 13:09:00,2022-03-26 00:27:00,SHP-002,SUP-08,Online
OR-10498,CUST-09488,2024-05-17 04:58:00,2024-05-17 05:04:00,2024-05-17 05:20:00,2024-05-17 05:37:00,SHP-004,SUP-07,Retail PoS
OR-10500,CUST-13123,2018-09-20 01:48:00,2018-09-20 01:58:00,2018-09-20 02:16:00,2018-09-20 02:06:00,SHP-004,SUP-10,Retail PoS
OR-10502,CUST-06166,2024-05-26 12:05:00,2024-06-01 13:33:00,2024-06-05 21:39:00,2024-06-03 05:13:00,SHP-003,SUP-04,Online
OR-10514,CUST-15977,2023-12-24 02:00:00,2023-12-29 20:13:00,2024-01-14 08:52:00,2024-01-02 15:26:00,SHP-003,SUP-06,Online
OR-10516,CUST-03089,2024-04-16 01:10:00,2024-04-19 21:02:00,2024-05-09 19:21:00,2024-04-29 00:27:00,SHP-002,SUP-04,Online
OR-10523,CUST-03608,2018-12-24 12:17:00,2018-12-24 12:23:00,2018-12-24 12:42:00,2018-12-24 12:47:00,SHP-004,SUP-06,Retail PoS
OR-10532,CUST-03474,2023-08-26 17:25:00,2023-09-03 07:56:00,2023-09-20 09:09:00,2023-09-17 08:28:00,SHP-002,SUP-10,Online
OR-10540,CUST-03571,2022-06-02 13:08:00,2022-06-10 04:50:00,2022-06-17 23:36:00,2022-06-11 09:27:00,SHP-001,SUP-07,Online
OR-10545,CUST-14290,2014-02-22 16:34:00,2014-02-27 10:53:00,2014-03-06 13:44:00,2014-02-28 15:55:00,SHP-002,SUP-03,Online
OR-10546,CUST-12737,2020-11-30 14:25:00,2020-12-01 15:55:00,2020-12-03 04:25:00,2020-12-03 02:44:00,SHP-003,SUP-06,Online
OR-10563,CUST-19868,2016-06-23 18:00:00,2016-06-23 18:05:00,2016-06-23 18:21:00,2016-06-23 18:24:00,SHP-004,SUP-04,Retail PoS
OR-10565,CUST-16394,2021-10-28 02:53:00,2021-11-03 16:50:00,2021-11-11 01:29:00,2021-11-09 21:54:00,SHP-003,SUP-04,Online
OR-10566,CUST-13700,2021-11-29 22:46:00,2021-12-02 03:41:00,2021-12-13 22:15:00,2021-12-17 00:12:00,SHP-002,SUP-04,Online
OR-10567,CUST-14884,2021-03-06 06:18:00,2021-03-06 06:24:00,2021-03-06 06:39:00,2021-03-06 06:44:00,SHP-004,SUP-09,Retail PoS
OR-10568,CUST-11555,2022-06-25 07:11:00,2022-07-04 12:47:00,2022-07-19 16:23:00,2022-07-27 02:02:00,SHP-003,SUP-03,Online
OR-10581,CUST-12740,2020-05-22 04:06:00,2020-06-02 02:58:00,2020-06-18 20:51:00,2020-06-05 07:44:00,SHP-003,SUP-09,Online
OR-10583,CUST-04938,2021-05-08 01:26:00,2021-05-14 02:01:00,2021-05-19 18:16:00,2021-05-16 21:51:00,SHP-003,SUP-09,Online
OR-10586,CUST-03457,2024-06-10 08:33:00,2024-06-13 06:12:00,2024-06-17 06:09:00,2024-06-21 05:33:00,SHP-001,SUP-06,Online
OR-10598,CUST-15670,2003-04-30 08:42:00,2003-05-08 03:24:00,2003-05-13 17:07:00,2003-05-12 04:36:00,SHP-003,SUP-06,Online
OR-10607,CUST-03595,2022-06-10 22:18:00,2022-06-10 22:26:00,2022-06-10 22:39:00,2022-06-10 22:47:00,SHP-004,SUP-07,Retail PoS
OR-10611,CUST-07861,2022-05-28 04:15:00,2022-06-01 15:59:00,2022-06-10 01:46:00,2022-06-09 14:11:00,SHP-003,SUP-09,Online
OR-10622,CUST-16976,2024-05-04 22:19:00,2024-05-14 19:14:00,2024-05-29 15:59:00,2024-06-14 20:39:00,SHP-001,SUP-09,Online
OR-10628,CUST-19506,2023-11-12 08:56:00,2023-11-21 07:23:00,2023-11-28 21:59:00,2023-11-27 09:57:00,SHP-003,SUP-01,Online
OR-10644,CUST-06097,2023-05-19 16:00:00,2023-05-29 16:29:00,2023-06-05 13:08:00,2023-06-01 06:21:00,SHP-002,SUP-03,Online
OR-10654,CUST-11486,2024-01-25 20:05:00,2024-01-25 20:15:00,2024-01-25 20:31:00,2024-01-25 20:25:00,SHP-004,SUP-02,Retail PoS
OR-10655,CUST-05608,2024-02-26 21:03:00,2024-02-26 21:13:00,2024-02-26 21:28:00,2024-02-26 21:29:00,SHP-004,SUP-08,Retail PoS
OR-10657,CUST-19428,2022-03-06 12:49:00,2022-03-06 12:57:00,2022-03-06 13:14:00,2022-03-06 13:16:00,SHP-004,SUP-04,Retail PoS
OR-10662,CUST-05956,2023-05-11 13:25:00,2023-05-22 03:31:00,2023-05-27 23:18:00,2023-05-23 07:41:00,SHP-003,SUP-07,Online
OR-10677,CUST-17703,2018-10-14 22:23:00,2018-10-24 08:42:00,2018-11-02 01:54:00,2018-10-31 06:32:00,SHP-005,SUP-06,Retail PoS
OR-10680,CUST-05598,2018-06-22 08:33:00,2018-07-01 19:15:00,2018-07-16 17:50:00,2018-07-03 13:38:00,SHP-002,SUP-09,Online
OR-10684,CUST-09836,2021-07-28 08:59:00,2021-08-03 01:30:00,2021-08-15 10:26:00,2021-08-21 07:29:00,SHP-002,SUP-09,Online
OR-10687,CUST-07128,2002-12-22 17:33:00,2002-12-28 04:08:00,2002-12-30 22:25:00,2003-01-07 06:13:00,SHP-001,SUP-09,Online
OR-10695,CUST-15557,2015-11-26 14:47:00,2015-12-02 09:43:00,2015-12-03 04:45:00,2015-12-02 20:29:00,SHP-001,SUP-02,Online
OR-10707,CUST-08948,2018-11-24 00:41:00,2018-11-28 05:09:00,2018-12-10 02:28:00,2018-12-04 15:53:00,SHP-003,SUP-09,Online
OR-10708,CUST-12307,2024-03-10 05:52:00,2024-03-16 19:46:00,2024-03-25 13:26:00,2024-03-22 13:17:00,SHP-003,SUP-04,Online
OR-10714,CUST-00315,2024-05-21 22:26:00,2024-05-26 21:35:00,2024-05-28 17:12:00,2024-05-29 22:16:00,SHP-002,SUP-02,Online
OR-10716,CUST-02082,2023-03-11 16:40:00,2023-03-17 02:49:00,2023-03-23 15:31:00,2023-03-19 20:55:00,SHP-005,SUP-03,Retail PoS
OR-10728,CUST-17189,2023-10-23 22:15:00,2023-10-27 13:27:00,2023-11-14 21:44:00,2023-10-30 11:50:00,SHP-002,SUP-07,Online
OR-10734,CUST-07619,2006-10-27 17:37:00,2006-10-29 07:47:00,2006-11-12 00:56:00,2006-11-22 16:46:00,SHP-001,SUP-08,Online
OR-10742,CUST-04773,2022-12-04 04:00:00,2022-12-08 18:39:00,2022-12-28 18:00:00,2022-12-24 13:20:00,SHP-001,SUP-04,Online
OR-10750,CUST-09620,2021-01-23 02:12:00,2021-01-26 14:49:00,2021-02-14 09:42:00,2021-02-03 05:11:00,SHP-002,SUP-05,Online
OR-10765,CUST-11577,2022-07-12 22:24:00,2022-07-20 15:25:00,2022-07-28 04:43:00,2022-08-13 23:13:00,SHP-001,SUP-01,Online
OR-10787,CUST-15285,2023-09-19 16:23:00,2023-09-19 16:33:00,2023-09-19 16:51:00,2023-09-19 16:55:00,SHP-004,SUP-02,Retail PoS
OR-10791,CUST-01186,2023-08-26 18:16:00,2023-09-04 10:19:00,2023-09-21 21:18:00,2023-10-03 02:48:00,SHP-002,SUP-07,Online
OR-10797,CUST-00951,2024-03-27 03:44:00,2024-03-27 03:53:00,2024-03-27 04:05:00,2024-03-27 04:19:00,SHP-004,SUP-04,Retail PoS
OR-10803,CUST-13417,2022-09-22 03:00:00,2022-10-01 01:35:00,2022-10-18 23:59:00,2022-10-06 05:08:00,SHP-002,SUP-01,Online
OR-10810,CUST-19340,2021-05-09 10:03:00,2021-05-14 22:35:00,2021-06-03 21:28:00,2021-05-16 03:02:00,SHP-002,SUP-04,Online
OR-10814,CUST-15281,2022-12-03 04:22:00,2022-12-03 04:30:00,2022-12-03 04:49:00,2022-12-03 04:41:00,SHP-004,SUP-02,Retail PoS
OR-10815,CUST-09481,2024-06-17 00:07:00,2024-06-26 08:19:00,2024-06-27 13:09:00,2024-06-27 09:52:00,SHP-003,SUP-02,Online
OR-10816,CUST-16006,2024-02-28 11:44:00,2024-03-03 23:35:00,2024-03-18 12:26:00,2024-03-15 23:59:00,SHP-002,SUP-07,Online
OR-10825,CUST-17414,2023-01-25 13:05:00,2023-01-28 21:28:00,2023-02-02 12:26:00,2023-01-30 14:20:00,SHP-003,SUP-07,Online
OR-10843,CUST-09504,2024-05-18 14:10:00,2024-05-18 14:17:00,2024-05-18 14:36:00,2024-05-18 14:26:00,SHP-004,SUP-04,Retail PoS
OR-10871,CUST-02330,2014-06-21 23:16:00,2014-06-21 23:25:00,2014-06-21 23:38:00,2014-06-21 23:33:00,SHP-004,SUP-07,Retail PoS
OR-10877,CUST-16548,2018-04-18 01:25:00,2018-04-18 01:30:00,2018-04-18 01:53:00,2018-04-18 01:54:00,SHP-004,SUP-09,Retail PoS
OR-10887,CUST-18460,2024-06-24 13:02:00,2024-06-27 07:03:00,2024-07-03 19:29:00,2024-07-28 18:23:00,SHP-003,SUP-09,Online
OR-10895,CUST-02381,2023-10-27 15:29:00,2023-10-27 15:37:00,2023-10-27 15:51:00,2023-10-27 16:09:00,SHP-004,SUP-10,Retail PoS
OR-10897,CUST-14806,2015-07-26 07:26:00,2015-08-04 20:21:00,2015-08-17 17:46:00,2015-08-08 15:34:00,SHP-001,SUP-10,Online
OR-10906,CUST-00913,2021-08-21 15:44:00,2021-08-21 15:52:00,2021-08-21 16:13:00,2021-08-21 16:14:00,SHP-004,SUP-02,Retail PoS
OR-10924,CUST-07108,2017-06-19 04:19:00,2017-06-19 04:26:00,2017-06-19 04:39:00,2017-06-19 04:52:00,SHP-004,SUP-07,Retail PoS
OR-10927,CUST-04423,2021-06-04 17:11:00,2021-06-10 21:06:00,2021-06-11 10:13:00,2021-06-11 03:40:00,SHP-001,SUP-07,Online
OR-10945,CUST-05150,2010-01-22 05:12:00,2010-01-22 05:21:00,2010-01-22 05:42:00,2010-01-22 05:43:00,SHP-004,SUP-05,Retail PoS
OR-10957,CUST-10916,2024-04-12 06:41:00,2024-04-12 06:51:00,2024-04-12 07:08:00,2024-04-12 06:59:00,SHP-004,SUP-07,Retail PoS
OR-10964,CUST-05254,2011-01-17 06:45:00,2011-01-23 22:21:00,2011-01-27 11:14:00,2011-01-26 19:15:00,SHP-003,SUP-04,Online
OR-10967,CUST-12226,2024-06-04 15:39:00,2024-06-11 18:10:00,2024-06-14 20:56:00,2024-06-14 17:13:00,SHP-001,SUP-06,Online
OR-10978,CUST-02667,2023-01-12 15:50:00,2023-01-12 15:56:00,2023-01-12 16:19:00,2023-01-12 16:30:00,SHP-004,SUP-09,Retail PoS
OR-10979,CUST-14547,2024-05-26 22:03:00,2024-05-26 22:09:00,2024-05-26 22:25:00,2024-05-26 22:42:00,SHP-004,SUP-06,Retail PoS
OR-10994,CUST-01524,2018-09-30 23:28:00,2018-10-02 01:50:00,2018-10-08 06:49:00,2018-10-23 05:24:00,SHP-003,SUP-09,Online
OR-11004,CUST-02746,2020-12-05 22:59:00,2020-12-14 13:14:00,2020-12-26 08:54:00,2020-12-15 21:12:00,SHP-003,SUP-07,Online
OR-11009,CUST-04992,2024-05-31 16:07:00,2024-05-31 16:14:00,2024-05-31 16:33:00,2024-05-31 16:44:00,SHP-004,SUP-07,Retail PoS
OR-11013,CUST-07938,2016-06-22 17:09:00,2016-06-22 17:16:00,2016-06-22 17:36:00,2016-06-22 17:40:00,SHP-004,SUP-10,Retail PoS
OR-11018,CUST-03299,2015-05-05 16:11:00,2015-05-05 16:17:00,2015-05-05 16:31:00,2015-05-05 16:30:00,SHP-004,SUP-09,Retail PoS
OR-11019,CUST-13713,2024-05-15 00:39:00,2024-05-19 03:44:00,2024-05-20 14:01:00,2024-06-05 12:36:00,SHP-001,SUP-02,Online
OR-11020,CUST-09069,2023-07-03 14:48:00,2023-07-03 14:58:00,2023-07-03 15:15:00,2023-07-03 15:25:00,SHP-004,SUP-07,Retail PoS
OR-11021,CUST-14133,2017-03-31 15:01:00,2017-04-05 12:27:00,2017-04-07 01:22:00,2017-04-06 14:59:00,SHP-003,SUP-02,Online
OR-11030,CUST-17260,2022-01-08 23:17:00,2022-01-11 05:17:00,2022-01-13 10:54:00,2022-02-03 01:20:00,SHP-002,SUP-01,Online
OR-11031,CUST-07178,2023-12-02 14:49:00,2023-12-06 22:54:00,2023-12-12 00:17:00,2023-12-08 09:04:00,SHP-003,SUP-05,Online
OR-11034,CUST-02070,2024-06-27 02:57:00,2024-06-27 03:05:00,2024-06-27 03:24:00,2024-06-27 03:36:00,SHP-004,SUP-04,Retail PoS
OR-11042,CUST-06707,2024-03-04 23:43:00,2024-03-04 23:53:00,2024-03-05 00:03:00,2024-03-05 00:02:00,SHP-004,SUP-02,Retail PoS
OR-11043,CUST-08375,2018-06-20 14:52:00,2018-06-30 11:23:00,2018-07-10 23:03:00,2018-08-01 18:12:00,SHP-001,SUP-07,Online
OR-11048,CUST-12224,2011-11-17 17:54:00,2011-11-20 13:56:00,2011-11-24 04:19:00,2011-11-26 18:45:00,SHP-002,SUP-07,Online
OR-11084,CUST-12695,2020-04-28 09:16:00,2020-05-06 06:22:00,2020-05-06 10:49:00,2020-05-06 04:51:00,SHP-001,SUP-05,Online
OR-11090,CUST-00225,2021-05-08 10:49:00,2021-05-15 02:11:00,2021-05-16 08:38:00,2021-06-09 03:53:00,SHP-002,SUP-09,Online
OR-11091,CUST-13277,2016-12-20 12:33:00,2016-12-25 13:47:00,2017-01-13 12:43:00,2017-02-08 02:36:00,SHP-002,SUP-09,Online
OR-11102,CUST-18677,2024-06-15 13:02:00,2024-06-20 05:03:00,2024-07-04 14:34:00,2024-06-29 05:12:00,SHP-002,SUP-09,Online
OR-11108,CUST-13343,2019-12-26 07:27:00,2020-01-02 15:09:00,2020-01-11 18:57:00,2020-01-08 06:19:00,SHP-002,SUP-03,Online
OR-11112,CUST-02899,2021-09-16 02:08:00,2021-09-22 04:42:00,2021-10-09 00:18:00,2021-10-31 00:50:00,SHP-001,SUP-09,Online
