PaymentID,OrderID,PaymentDate,GiftCardUsage,GiftCardAmount,CouponUsage,CouponAmount,PaymentMethodID
PAY-126885,OR-126884,2026-06-03 18:25:58+00:00,No,,No,,PM-005
PAY-126886,OR-126885,2026-06-03 23:24:14+00:00,Yes,3931.39,Yes,211.6,PM-005
PAY-126887,OR-126886,2026-06-03 23:51:53+00:00,No,,Yes,460.7,PM-005
PAY-126888,OR-126887,2026-06-03 17:28:37+00:00,No,,Yes,171.7,PM-001
PAY-126889,OR-126888,2026-06-04 01:03:51+00:00,No,,No,,PM-002
PAY-126890,OR-126889,2026-06-03 23:28:50+00:00,Yes,387.1,Yes,496.19,PM-005
PAY-126891,OR-126890,2026-06-03 09:04:36+00:00,No,,No,,PM-002
PAY-126892,OR-126891,2026-06-03 17:39:27+00:00,No,,Yes,161.54,PM-002
PAY-126893,OR-126892,2026-06-03 09:38:47+00:00,No,,No,,PM-001
PAY-126894,OR-126893,2026-06-03 13:30:34+00:00,No,,No,,PM-004
PAY-126895,OR-126894,2026-06-03 20:35:03+00:00,No,,Yes,129.25,PM-005
PAY-126896,OR-126895,2026-06-03 19:11:37+00:00,No,,No,,PM-003
PAY-126897,OR-126896,2026-06-03 21:00:08+00:00,Yes,3532.75,No,,PM-005
PAY-126898,OR-126897,2026-06-03 21:47:04+00:00,No,,No,,PM-002
PAY-126899,OR-126898,2026-06-03 21:22:41+00:00,No,,No,,PM-003
PAY-126900,OR-126899,2026-06-03 17:45:30+00:00,No,,Yes,67.08,PM-001
PAY-126901,OR-126900,2026-06-03 21:51:11+00:00,No,,No,,PM-002
PAY-126902,OR-126901,2026-06-04 00:17:33+00:00,Yes,2442.15,No,,PM-003
PAY-126903,OR-126902,2026-06-03 11:48:43+00:00,No,,Yes,203.34,PM-002
PAY-126904,OR-126903,2026-06-04 01:37:08+00:00,No,,Yes,59.86,PM-005
PAY-126905,OR-126904,2026-06-04 01:48:02+00:00,No,,Yes,430.92,PM-003
PAY-126906,OR-126905,2026-06-03 14:39:51+00:00,Yes,3552.24,Yes,347.96,PM-005
PAY-126907,OR-126906,2026-06-03 20:28:33+00:00,Yes,1578.65,Yes,111.4,PM-002
PAY-126908,OR-126907,2026-06-03 12:32:36+00:00,No,,No,,PM-004
PAY-126909,OR-126908,2026-06-03 20:16:58+00:00,No,,Yes,368.23,PM-005
PAY-126910,OR-126909,2026-06-03 18:29:44+00:00,No,,Yes,349.49,PM-002
PAY-126911,OR-126910,2026-06-03 23:01:17+00:00,No,,Yes,380.3,PM-003
PAY-126912,OR-126911,2026-06-03 20:50:43+00:00,No,,Yes,377.97,PM-005
PAY-126913,OR-126912,2026-06-03 10:42:28+00:00,No,,No,,PM-001
PAY-126914,OR-126913,2026-06-03 20:49:59+00:00,No,,No,,PM-003
PAY-126915,OR-126914,2026-06-03 10:56:05+00:00,No,,No,,PM-005
PAY-126916,OR-126915,2026-06-03 17:25:28+00:00,Yes,789.15,Yes,385.4,PM-002
PAY-126917,OR-126916,2026-06-03 09:53:22+00:00,No,,Yes,125.55,PM-001
PAY-126918,OR-126917,2026-06-04 00:38:40+00:00,No,,Yes,55.13,PM-002
PAY-126919,OR-126918,2026-06-04 01:41:45+00:00,No,,No,,PM-001
PAY-126920,OR-126919,2026-06-03 13:18:28+00:00,No,,Yes,404.16,PM-001
PAY-126921,OR-126920,2026-06-03 15:03:07+00:00,Yes,2247.28,Yes,238.84,PM-002
PAY-126922,OR-126921,2026-06-03 16:41:24+00:00,No,,Yes,446.8,PM-003
PAY-126923,OR-126922,2026-06-03 14:29:34+00:00,No,,Yes,422.96,PM-005
PAY-126924,OR-126923,2026-06-03 21:09:21+00:00,No,,Yes,253.08,PM-001
PAY-126925,OR-126924,2026-06-03 15:31:24+00:00,No,,Yes,193.42,PM-001
PAY-126926,OR-126925,2026-06-03 08:53:27+00:00,Yes,933.52,Yes,218.96,PM-001
PAY-126927,OR-126926,2026-06-03 20:57:57+00:00,Yes,3010.75,Yes,326.14,PM-004
PAY-126928,OR-126927,2026-06-03 22:28:52+00:00,Yes,4717.97,Yes,124.25,PM-004
PAY-126929,OR-126928,2026-06-03 20:29:08+00:00,No,,Yes,95.57,PM-002
PAY-126930,OR-126929,2026-06-03 21:17:46+00:00,No,,Yes,363.74,PM-005
PAY-126931,OR-126930,2026-06-03 23:40:10+00:00,No,,No,,PM-003
PAY-126932,OR-126931,2026-06-03 10:57:58+00:00,No,,Yes,93.16,PM-004
PAY-126933,OR-126932,2026-06-03 10:41:57+00:00,No,,Yes,74.53,PM-001
PAY-126934,OR-126933,2026-06-03 22:42:36+00:00,No,,Yes,182.55,PM-005
PAY-126935,OR-126934,2026-06-03 10:57:28+00:00,No,,Yes,93.64,PM-002
PAY-126936,OR-126935,2026-06-03 09:01:58+00:00,No,,No,,PM-003
PAY-126937,OR-126936,2026-06-03 22:33:47+00:00,Yes,4234.47,Yes,188.76,PM-004
PAY-126938,OR-126937,2026-06-04 01:16:27+00:00,No,,Yes,452.69,PM-003
PAY-126939,OR-126938,2026-06-03 12:25:01+00:00,Yes,2766.22,No,,PM-002
PAY-126940,OR-126939,2026-06-03 21:05:56+00:00,No,,Yes,216.23,PM-004
PAY-126941,OR-126940,2026-06-03 21:03:22+00:00,Yes,2254.73,Yes,168.53,PM-003
PAY-126942,OR-126941,2026-06-04 00:16:14+00:00,Yes,3785.95,Yes,350.36,PM-001
PAY-126943,OR-126942,2026-06-03 10:19:03+00:00,No,,No,,PM-004
PAY-126944,OR-126943,2026-06-03 08:27:54+00:00,No,,No,,PM-001
PAY-126945,OR-126944,2026-06-03 15:35:19+00:00,No,,No,,PM-004
PAY-126946,OR-126945,2026-06-04 00:33:46+00:00,No,,No,,PM-002
PAY-126947,OR-126946,2026-06-04 01:39:34+00:00,No,,Yes,85.53,PM-001
PAY-126948,OR-126947,2026-06-03 23:19:00+00:00,No,,Yes,477.16,PM-004
PAY-126949,OR-126948,2026-06-03 19:59:01+00:00,No,,Yes,487.47,PM-002
PAY-126950,OR-126949,2026-06-03 22:49:52+00:00,No,,Yes,240.52,PM-004
PAY-126951,OR-126950,2026-06-03 14:25:30+00:00,No,,No,,PM-002
PAY-126952,OR-126951,2026-06-03 16:23:20+00:00,No,,Yes,459.86,PM-001
PAY-126953,OR-126952,2026-06-04 01:34:03+00:00,Yes,2826.18,Yes,298.42,PM-003
PAY-126954,OR-126953,2026-06-04 01:57:10+00:00,No,,Yes,403.95,PM-005
PAY-126955,OR-126954,2026-06-03 21:47:16+00:00,No,,Yes,236.5,PM-002
PAY-126956,OR-126955,2026-06-03 17:10:48+00:00,Yes,2857.15,Yes,95.45,PM-003
PAY-126957,OR-126956,2026-06-03 22:25:46+00:00,No,,Yes,168.86,PM-004
PAY-126958,OR-126957,2026-06-03 10:14:23+00:00,No,,Yes,127.49,PM-004
PAY-126959,OR-126958,2026-06-03 18:42:18+00:00,No,,No,,PM-005
PAY-126960,OR-126959,2026-06-03 21:47:03+00:00,No,,Yes,228.11,PM-003
PAY-126961,OR-126960,2026-06-04 01:23:10+00:00,No,,Yes,385.59,PM-003
PAY-126962,OR-126961,2026-06-03 14:41:05+00:00,No,,Yes,202.04,PM-003
PAY-126963,OR-126962,2026-06-03 21:54:59+00:00,No,,Yes,429.28,PM-001
PAY-126964,OR-126963,2026-06-03 18:04:29+00:00,No,,Yes,185.22,PM-004
PAY-126965,OR-126964,2026-06-03 20:28:34+00:00,No,,Yes,377.96,PM-005
PAY-126966,OR-126965,2026-06-03 23:37:46+00:00,Yes,2264.41,Yes,461.04,PM-004
PAY-126967,OR-126966,2026-06-03 17:46:15+00:00,No,,No,,PM-003
PAY-126968,OR-126967,2026-06-03 22:36:57+00:00,Yes,3978.3,No,,PM-001
PAY-126969,OR-126968,2026-06-03 12:20:37+00:00,No,,No,,PM-005
PAY-126970,OR-126969,2026-06-04 01:58:31+00:00,No,,Yes,401.23,PM-005
PAY-126971,OR-126970,2026-06-03 08:45:09+00:00,Yes,1044.54,Yes,424.82,PM-001
PAY-126972,OR-126971,2026-06-04 02:09:45+00:00,No,,Yes,255.4,PM-003
PAY-126973,OR-126972,2026-06-03 16:36:48+00:00,No,,Yes,215.76,PM-004
PAY-126974,OR-126973,2026-06-03 18:54:25+00:00,No,,No,,PM-001
PAY-126975,OR-126974,2026-06-03 11:36:54+00:00,Yes,1925.09,Yes,317.32,PM-002
PAY-126976,OR-126975,2026-06-03 16:51:24+00:00,No,,No,,PM-005
PAY-126977,OR-126976,2026-06-04 01:38:35+00:00,No,,Yes,123.58,PM-003
PAY-126978,OR-126977,2026-06-03 17:28:34+00:00,Yes,234.51,Yes,72.34,PM-005
PAY-126979,OR-126978,2026-06-03 18:10:50+00:00,No,,Yes,341.32,PM-002
PAY-126980,OR-126979,2026-06-03 15:12:29+00:00,No,,No,,PM-004
PAY-126981,OR-126980,2026-06-03 11:39:36+00:00,Yes,143.6,No,,PM-002
PAY-126982,OR-126981,2026-06-03 14:25:13+00:00,No,,No,,PM-001
PAY-126983,OR-126982,2026-06-03 14:29:46+00:00,No,,Yes,323.75,PM-003
PAY-126984,OR-126983,2026-06-04 02:18:06+00:00,No,,Yes,452.97,PM-003
PAY-126985,OR-126984,2026-06-04 00:38:15+00:00,No,,Yes,148.19,PM-003
PAY-126986,OR-126985,2026-06-03 22:38:06+00:00,No,,No,,PM-001
PAY-126987,OR-126986,2026-06-03 20:49:21+00:00,Yes,4997.2,No,,PM-003
PAY-126988,OR-126987,2026-06-03 17:45:00+00:00,No,,Yes,357.99,PM-004
PAY-126989,OR-126988,2026-06-03 13:42:06+00:00,Yes,4942.97,Yes,338.27,PM-003
PAY-126990,OR-126989,2026-06-03 21:01:26+00:00,No,,No,,PM-003
PAY-126991,OR-126990,2026-06-04 02:15:56+00:00,No,,Yes,282.78,PM-002
PAY-126992,OR-126991,2026-06-03 14:05:37+00:00,Yes,2080.08,No,,PM-003
PAY-126993,OR-126992,2026-06-04 02:11:32+00:00,No,,No,,PM-001
PAY-126994,OR-126993,2026-06-03 12:13:55+00:00,No,,Yes,166.74,PM-004
PAY-126995,OR-126994,2026-06-04 00:42:18+00:00,No,,Yes,381.53,PM-005
PAY-126996,OR-126995,2026-06-03 13:37:20+00:00,No,,Yes,376.95,PM-002
PAY-126997,OR-126996,2026-06-03 11:16:32+00:00,No,,No,,PM-003
PAY-126998,OR-126997,2026-06-03 14:46:52+00:00,No,,Yes,428.29,PM-005
PAY-126999,OR-126998,2026-06-03 16:48:57+00:00,No,,Yes,93.92,PM-002
PAY-127000,OR-126999,2026-06-03 20:07:20+00:00,No,,No,,PM-005
PAY-127001,OR-127000,2026-06-03 13:23:59+00:00,No,,No,,PM-003
PAY-127002,OR-127001,2026-06-04 00:50:25+00:00,Yes,1840.89,Yes,384.89,PM-003
PAY-127003,OR-127002,2026-06-03 12:13:55+00:00,No,,Yes,217.26,PM-005
PAY-127004,OR-127003,2026-06-03 21:48:11+00:00,No,,Yes,433.05,PM-004
PAY-127005,OR-127004,2026-06-03 11:20:39+00:00,Yes,2959.52,No,,PM-005
PAY-127006,OR-127005,2026-06-04 02:29:44+00:00,Yes,4458.19,Yes,275.21,PM-004
PAY-127007,OR-127006,2026-06-03 23:17:17+00:00,No,,Yes,74.33,PM-002
PAY-127008,OR-127007,2026-06-03 17:01:29+00:00,No,,Yes,204.2,PM-005
PAY-127009,OR-127008,2026-06-03 10:34:40+00:00,No,,Yes,192.37,PM-002
PAY-127010,OR-127009,2026-06-03 09:42:45+00:00,Yes,1729.88,Yes,493.99,PM-003
PAY-127011,OR-127010,2026-06-04 00:52:12+00:00,Yes,2315.06,Yes,144.22,PM-002
PAY-127012,OR-127011,2026-06-03 16:33:41+00:00,No,,Yes,403.34,PM-001
PAY-127013,OR-127012,2026-06-03 10:35:19+00:00,No,,No,,PM-004
PAY-127014,OR-127013,2026-06-03 10:08:11+00:00,No,,Yes,243.06,PM-004
PAY-127015,OR-127014,2026-06-03 09:59:37+00:00,No,,Yes,66.98,PM-002
PAY-127016,OR-127015,2026-06-03 23:02:34+00:00,No,,Yes,451.4,PM-005
PAY-127017,OR-127016,2026-06-03 18:54:36+00:00,No,,Yes,354.54,PM-002
PAY-127018,OR-127017,2026-06-03 19:04:09+00:00,No,,No,,PM-003
PAY-127019,OR-127018,2026-06-03 21:02:38+00:00,No,,Yes,96.22,PM-005
PAY-127020,OR-127019,2026-06-03 14:35:36+00:00,No,,Yes,79.38,PM-001
PAY-127021,OR-127020,2026-06-03 19:59:47+00:00,No,,Yes,255.17,PM-005
PAY-127022,OR-127021,2026-06-03 11:25:58+00:00,No,,Yes,449.59,PM-002
PAY-127023,OR-127022,2026-06-03 10:45:10+00:00,No,,Yes,211.66,PM-002
PAY-127024,OR-127023,2026-06-04 00:34:25+00:00,No,,Yes,58.61,PM-002
PAY-127025,OR-127024,2026-06-04 00:46:36+00:00,No,,Yes,380.33,PM-005
PAY-127026,OR-127025,2026-06-03 21:16:29+00:00,No,,Yes,214.97,PM-001
PAY-127027,OR-127026,2026-06-03 14:16:47+00:00,No,,No,,PM-003
PAY-127028,OR-127027,2026-06-03 14:40:59+00:00,Yes,4973.93,No,,PM-001
PAY-127029,OR-127028,2026-06-03 12:05:23+00:00,Yes,3479.77,Yes,237.55,PM-004
PAY-127030,OR-127029,2026-06-03 11:52:42+00:00,Yes,1338.42,No,,PM-002
PAY-127031,OR-127030,2026-06-03 14:18:24+00:00,No,,No,,PM-001
PAY-127032,OR-127031,2026-06-04 01:15:16+00:00,No,,Yes,347.75,PM-005
PAY-127033,OR-127032,2026-06-03 15:41:42+00:00,No,,No,,PM-005
PAY-127034,OR-127033,2026-06-03 09:02:37+00:00,No,,Yes,423.79,PM-001
PAY-127035,OR-127034,2026-06-03 10:01:24+00:00,Yes,658.66,Yes,97.82,PM-002
PAY-127036,OR-127035,2026-06-03 16:36:10+00:00,No,,Yes,424.17,PM-002
PAY-127037,OR-127036,2026-06-03 08:29:13+00:00,No,,No,,PM-004
