OrderItemID,OrderID,ProductID,Quantity
OR-CS-283480,OR-094521,PRD-00310,5
OR-MF-283481,OR-094521,PRD-00001,3
OR-J-283482,OR-094521,PRD-00210,4
OR-I-283483,OR-094522,PRD-00020,2
OR-BF-283484,OR-094522,PRD-00041,5
OR-SS-283485,OR-094522,PRD-00045,2
OR-AE-283486,OR-094523,PRD-00147,3
OR-CA-283487,OR-094524,PRD-00005,3
OR-CS-283488,OR-094524,PRD-00082,1
OR-W-283489,OR-094525,PRD-00020,4
OR-CE-283490,OR-094525,PRD-00123,4
OR-SF-283491,OR-094525,PRD-00469,3
OR-BL-283492,OR-094526,PRD-00002,2
OR-C-283493,OR-094527,PRD-00483,4
OR-J-283494,OR-094528,PRD-00001,2
OR-HF-283495,OR-094528,PRD-00001,4
OR-CA-283496,OR-094528,PRD-00001,2
OR-CH-283497,OR-094528,PRD-00006,2
OR-C-283498,OR-094528,PRD-00041,5
OR-FSJ-283499,OR-094529,PRD-00001,1
OR-J-283500,OR-094529,PRD-00001,2
OR-CA-283501,OR-094529,PRD-00326,5
OR-BL-283502,OR-094529,PRD-00149,3
OR-BF-283503,OR-094529,PRD-00137,3
OR-HC-283504,OR-094530,PRD-00228,3
OR-AGGF-283505,OR-094530,PRD-00065,3
OR-J-283506,OR-094531,PRD-00001,1
OR-AA-283507,OR-094532,PRD-00008,5
OR-AGGF-283508,OR-094532,PRD-00076,4
OR-FSJ-283509,OR-094532,PRD-00004,1
OR-C-283510,OR-094532,PRD-00060,3
OR-EW-283511,OR-094533,PRD-00001,5
OR-W-283512,OR-094533,PRD-00004,1
OR-C-283513,OR-094533,PRD-00023,4
OR-I-283514,OR-094534,PRD-00041,3
OR-FS-283515,OR-094534,PRD-00028,3
OR-J-283516,OR-094534,PRD-00064,4
OR-S-283517,OR-094535,PRD-00001,4
OR-J-283518,OR-094535,PRD-00001,4
OR-WW-283519,OR-094535,PRD-00205,3
OR-MAP-283520,OR-094535,PRD-00058,2
OR-CS-283521,OR-094535,PRD-00001,3
OR-NF-283522,OR-094536,PRD-00171,5
OR-I-283523,OR-094536,PRD-00003,2
OR-HF-283524,OR-094536,PRD-00014,4
OR-S-283525,OR-094537,PRD-00001,4
OR-LN-283526,OR-094537,PRD-00070,2
OR-EW-283527,OR-094537,PRD-00052,3
OR-AGGF-283528,OR-094537,PRD-00002,3
OR-W-283529,OR-094537,PRD-00198,5
OR-CS-283530,OR-094538,PRD-00009,4
OR-SC-283531,OR-094538,PRD-00004,5
OR-HC-283532,OR-094538,PRD-00002,1
OR-FSJ-283533,OR-094538,PRD-00003,4
OR-C-283534,OR-094538,PRD-00001,1
OR-SS-283535,OR-094539,PRD-00030,3
OR-J-283536,OR-094539,PRD-00171,3
OR-CS-283537,OR-094540,PRD-00023,1
OR-KHA-283538,OR-094540,PRD-00002,4
OR-I-283539,OR-094541,PRD-00001,5
OR-AF-283540,OR-094541,PRD-00002,3
OR-M-283541,OR-094541,PRD-00009,2
OR-HES-283542,OR-094541,PRD-00098,1
OR-EW-283543,OR-094541,PRD-00002,1
OR-KHA-283544,OR-094542,PRD-00075,5
OR-BL-283545,OR-094542,PRD-00203,5
OR-CS-283546,OR-094542,PRD-00012,3
OR-LN-283547,OR-094543,PRD-00149,5
OR-FSJ-283548,OR-094543,PRD-00024,5
OR-BL-283549,OR-094543,PRD-00043,2
OR-D-283550,OR-094543,PRD-00020,3
OR-AC-283551,OR-094544,PRD-00013,2
OR-LS-283552,OR-094545,PRD-00003,3
OR-AHK-283553,OR-094545,PRD-00004,3
OR-LN-283554,OR-094545,PRD-00004,1
OR-EW-283555,OR-094545,PRD-00026,2
OR-S-283556,OR-094546,PRD-00001,4
OR-BL-283557,OR-094546,PRD-00284,3
OR-EW-283558,OR-094546,PRD-00075,3
OR-BG-283559,OR-094546,PRD-00009,5
OR-TP-283560,OR-094547,PRD-00002,1
OR-C-283561,OR-094547,PRD-00225,3
OR-HC-283562,OR-094547,PRD-00151,3
OR-SC-283563,OR-094547,PRD-00076,5
OR-SS-283564,OR-094547,PRD-00004,3
OR-CP-283565,OR-094548,PRD-00009,5
OR-J-283566,OR-094548,PRD-00001,3
OR-W-283567,OR-094549,PRD-00002,3
OR-S-283568,OR-094549,PRD-00115,1
OR-BL-283569,OR-094549,PRD-00072,2
OR-S-283570,OR-094550,PRD-00032,2
OR-SS-283571,OR-094550,PRD-00246,4
OR-C-283572,OR-094551,PRD-00030,2
OR-B-283573,OR-094551,PRD-00013,1
OR-FS-283574,OR-094551,PRD-00006,2
OR-D-283575,OR-094552,PRD-00334,3
OR-S-283576,OR-094553,PRD-00001,3
OR-TP-283577,OR-094553,PRD-00313,3
OR-C-283578,OR-094553,PRD-00154,2
OR-AGGF-283579,OR-094553,PRD-00001,1
OR-J-283580,OR-094553,PRD-00026,1
OR-TD-283581,OR-094554,PRD-00202,1
OR-EW-283582,OR-094554,PRD-00027,2
OR-ACMP-283583,OR-094555,PRD-00266,2
OR-GDJ-283584,OR-094556,PRD-00340,1
OR-C-283585,OR-094557,PRD-00010,1
OR-FSJ-283586,OR-094557,PRD-00007,2
OR-I-283587,OR-094557,PRD-00325,2
OR-CA-283588,OR-094558,PRD-00055,1
OR-SS-283589,OR-094559,PRD-00001,3
OR-AA-283590,OR-094559,PRD-00001,4
OR-BF-283591,OR-094560,PRD-00026,1
OR-EW-283592,OR-094560,PRD-00311,2
OR-C-283593,OR-094561,PRD-00174,5
OR-BF-283594,OR-094561,PRD-00055,3
OR-BL-283595,OR-094562,PRD-00001,2
OR-J-283596,OR-094562,PRD-00003,2
OR-SB-283597,OR-094562,PRD-00215,5
OR-KHA-283598,OR-094563,PRD-00002,1
OR-S-283599,OR-094563,PRD-00004,5
OR-TP-283600,OR-094563,PRD-00001,1
OR-MF-283601,OR-094563,PRD-00055,1
OR-AEF-283602,OR-094564,PRD-00342,2
OR-WW-283603,OR-094564,PRD-00003,3
OR-CS-283604,OR-094565,PRD-00014,5
OR-AE-283605,OR-094565,PRD-00042,5
OR-BL-283606,OR-094565,PRD-00499,1
OR-TP-283607,OR-094566,PRD-00001,3
OR-S-283608,OR-094566,PRD-00017,5
OR-MF-283609,OR-094566,PRD-00008,5
OR-S-283610,OR-094566,PRD-00201,2
OR-D-283611,OR-094567,PRD-00014,2
OR-HF-283612,OR-094567,PRD-00001,5
OR-EW-283613,OR-094567,PRD-00042,5
OR-B-283614,OR-094567,PRD-00105,2
OR-PCA-283615,OR-094568,PRD-00001,3
OR-Y-283616,OR-094568,PRD-00192,4
OR-AE-283617,OR-094569,PRD-00002,4
OR-GDJ-283618,OR-094569,PRD-00024,4
OR-C-283619,OR-094569,PRD-00009,1
OR-C-283620,OR-094570,PRD-00075,4
OR-FSJ-283621,OR-094570,PRD-00007,1
OR-WW-283622,OR-094570,PRD-00207,5
OR-CA-283623,OR-094571,PRD-00080,5
OR-KF-283624,OR-094571,PRD-00046,3
OR-H-283625,OR-094571,PRD-00125,5
OR-EW-283626,OR-094571,PRD-00094,3
OR-LS-283627,OR-094572,PRD-00001,4
OR-GDJ-283628,OR-094572,PRD-00008,5
OR-FSJ-283629,OR-094572,PRD-00313,3
OR-FA-283630,OR-094572,PRD-00001,1
OR-S-283631,OR-094572,PRD-00084,3
OR-SC-283632,OR-094573,PRD-00421,3
OR-BL-283633,OR-094573,PRD-00001,5
OR-AGGF-283634,OR-094573,PRD-00058,3
OR-HC-283635,OR-094573,PRD-00013,1
OR-BL-283636,OR-094574,PRD-00029,3
OR-EW-283637,OR-094574,PRD-00001,2
OR-EW-283638,OR-094575,PRD-00001,3
OR-WW-283639,OR-094576,PRD-00052,1
OR-MF-283640,OR-094576,PRD-00151,3
OR-C-283641,OR-094576,PRD-00114,1
OR-FSJ-283642,OR-094576,PRD-00023,4
OR-SC-283643,OR-094576,PRD-00001,4
OR-J-283644,OR-094577,PRD-00060,5
OR-C-283645,OR-094578,PRD-00003,5
OR-TA-283646,OR-094578,PRD-00274,5
OR-BL-283647,OR-094578,PRD-00167,5
OR-CA-283648,OR-094578,PRD-00070,2
OR-J-283649,OR-094579,PRD-00354,5
OR-HES-283650,OR-094579,PRD-00001,1
OR-EW-283651,OR-094580,PRD-00083,2
OR-FS-283652,OR-094581,PRD-00005,3
OR-LN-283653,OR-094581,PRD-00264,5
OR-CS-283654,OR-094581,PRD-00003,1
OR-AA-283655,OR-094581,PRD-00077,5
OR-C-283656,OR-094582,PRD-00218,3
OR-CS-283657,OR-094583,PRD-00001,2
OR-HC-283658,OR-094583,PRD-00008,1
OR-BL-283659,OR-094583,PRD-00100,4
OR-SC-283660,OR-094583,PRD-00012,2
OR-WW-283661,OR-094584,PRD-00003,1
OR-EW-283662,OR-094584,PRD-00002,5
OR-W-283663,OR-094584,PRD-00001,4
OR-FS-283664,OR-094584,PRD-00190,5
OR-J-283665,OR-094584,PRD-00028,3
OR-LN-283666,OR-094585,PRD-00001,4
OR-S-283667,OR-094585,PRD-00008,5
OR-EW-283668,OR-094585,PRD-00007,5
OR-CS-283669,OR-094585,PRD-00002,2
OR-HD-283670,OR-094586,PRD-00011,4
OR-FSJ-283671,OR-094587,PRD-00005,1
OR-TP-283672,OR-094587,PRD-00006,2
OR-SS-283673,OR-094588,PRD-00085,3
OR-KHA-283674,OR-094589,PRD-00003,5
OR-BL-283675,OR-094589,PRD-00044,3
OR-HES-283676,OR-094589,PRD-00027,4
OR-CH-283677,OR-094589,PRD-00027,4
OR-APS-283678,OR-094589,PRD-00051,5
OR-EW-283679,OR-094590,PRD-00023,3
OR-HCA-283680,OR-094590,PRD-00220,3
OR-HC-283681,OR-094590,PRD-00055,4
OR-HCA-283682,OR-094591,PRD-00023,3
OR-AA-283683,OR-094591,PRD-00157,3
OR-TP-283684,OR-094591,PRD-00034,3
OR-KC-283685,OR-094591,PRD-00004,3
OR-B-283686,OR-094592,PRD-00002,1
OR-WW-283687,OR-094592,PRD-00002,5
OR-BL-283688,OR-094592,PRD-00253,4
OR-J-283689,OR-094592,PRD-00070,5
OR-S-283690,OR-094592,PRD-00327,1
OR-AA-283691,OR-094593,PRD-00034,5
OR-HES-283692,OR-094593,PRD-00014,2
OR-AEF-283693,OR-094593,PRD-00001,3
OR-S-283694,OR-094593,PRD-00054,5
OR-CA-283695,OR-094594,PRD-00029,3
OR-SC-283696,OR-094595,PRD-00468,1
OR-B-283697,OR-094595,PRD-00003,3
OR-J-283698,OR-094595,PRD-00021,1
OR-FSJ-283699,OR-094595,PRD-00047,2
OR-CBC-283700,OR-094595,PRD-00045,1
OR-CS-283701,OR-094596,PRD-00025,2
OR-LB-283702,OR-094596,PRD-00110,2
OR-CP-283703,OR-094596,PRD-00002,5
OR-FSJ-283704,OR-094596,PRD-00078,1
OR-TDB-283705,OR-094597,PRD-00038,3
OR-W-283706,OR-094597,PRD-00247,4
OR-KW-283707,OR-094597,PRD-00177,4
OR-SS-283708,OR-094597,PRD-00005,1
OR-MAP-283709,OR-094598,PRD-00004,5
OR-GDJ-283710,OR-094598,PRD-00442,3
OR-CA-283711,OR-094599,PRD-00020,5
OR-BL-283712,OR-094599,PRD-00265,1
OR-LN-283713,OR-094599,PRD-00002,2
OR-CA-283714,OR-094600,PRD-00044,1
OR-LN-283715,OR-094600,PRD-00138,1
OR-FSJ-283716,OR-094601,PRD-00350,3
OR-TA-283717,OR-094601,PRD-00006,1
OR-LN-283718,OR-094601,PRD-00077,1
OR-CS-283719,OR-094601,PRD-00022,5
OR-EW-283720,OR-094601,PRD-00001,3
OR-EW-283721,OR-094602,PRD-00061,1
OR-FSJ-283722,OR-094603,PRD-00061,3
OR-BL-283723,OR-094603,PRD-00312,5
OR-LN-283724,OR-094603,PRD-00016,5
OR-WW-283725,OR-094603,PRD-00003,1
OR-C-283726,OR-094603,PRD-00001,5
OR-CA-283727,OR-094604,PRD-00009,1
OR-MF-283728,OR-094604,PRD-00004,1
OR-W-283729,OR-094604,PRD-00099,4
OR-TP-283730,OR-094605,PRD-00006,4
OR-FSJ-283731,OR-094605,PRD-00354,1
OR-AA-283732,OR-094606,PRD-00387,3
OR-BL-283733,OR-094607,PRD-00038,4
OR-SS-283734,OR-094608,PRD-00308,5
OR-BL-283735,OR-094609,PRD-00099,5
OR-HCA-283736,OR-094609,PRD-00023,1
OR-BL-283737,OR-094610,PRD-00002,2
OR-Y-283738,OR-094610,PRD-00013,1
OR-DN-283739,OR-094610,PRD-00025,4
OR-S-283740,OR-094611,PRD-00199,4
OR-GDJ-283741,OR-094611,PRD-00015,4
OR-ST-283742,OR-094612,PRD-00250,1
OR-CS-283743,OR-094612,PRD-00055,5
OR-EW-283744,OR-094612,PRD-00001,2
OR-HS-283745,OR-094612,PRD-00484,3
OR-FSJ-283746,OR-094612,PRD-00020,1
OR-BL-283747,OR-094613,PRD-00008,4
OR-H-283748,OR-094613,PRD-00049,2
OR-S-283749,OR-094613,PRD-00001,2
OR-W-283750,OR-094613,PRD-00042,2
OR-HC-283751,OR-094614,PRD-00017,3
OR-J-283752,OR-094614,PRD-00009,1
OR-R-283753,OR-094614,PRD-00364,5
OR-W-283754,OR-094614,PRD-00020,1
OR-EW-283755,OR-094614,PRD-00002,3
OR-FSJ-283756,OR-094615,PRD-00013,5
OR-TP-283757,OR-094615,PRD-00289,4
OR-BL-283758,OR-094616,PRD-00002,2
OR-FSJ-283759,OR-094617,PRD-00002,4
OR-KHA-283760,OR-094618,PRD-00001,2
OR-CS-283761,OR-094619,PRD-00001,2
OR-C-283762,OR-094619,PRD-00157,3
OR-FS-283763,OR-094619,PRD-00081,1
OR-AE-283764,OR-094620,PRD-00006,3
OR-FSJ-283765,OR-094621,PRD-00064,3
OR-LN-283766,OR-094621,PRD-00008,3
OR-BL-283767,OR-094621,PRD-00363,3
OR-LN-283768,OR-094622,PRD-00400,5
OR-CA-283769,OR-094622,PRD-00008,4
OR-BBSG-283770,OR-094622,PRD-00186,1
OR-HC-283771,OR-094623,PRD-00107,4
OR-GDJ-283772,OR-094623,PRD-00005,3
OR-S-283773,OR-094623,PRD-00003,4
OR-AA-283774,OR-094623,PRD-00013,4
OR-MF-283775,OR-094624,PRD-00113,3
OR-W-283776,OR-094625,PRD-00382,3
OR-CS-283777,OR-094625,PRD-00100,2
OR-FS-283778,OR-094625,PRD-00187,2
OR-HC-283779,OR-094625,PRD-00034,1
OR-HCA-283780,OR-094626,PRD-00164,2
OR-BL-283781,OR-094627,PRD-00116,5
OR-BF-283782,OR-094627,PRD-00007,5
OR-HF-283783,OR-094627,PRD-00024,2
OR-FSJ-283784,OR-094628,PRD-00133,3
OR-AA-283785,OR-094629,PRD-00001,2
OR-C-283786,OR-094630,PRD-00136,2
OR-FS-283787,OR-094630,PRD-00002,3
OR-MF-283788,OR-094630,PRD-00019,4
OR-S-283789,OR-094630,PRD-00136,4
OR-SS-283790,OR-094631,PRD-00003,5
OR-WW-283791,OR-094631,PRD-00003,3
OR-HCA-283792,OR-094631,PRD-00009,1
OR-S-283793,OR-094631,PRD-00245,5
OR-EW-283794,OR-094632,PRD-00001,1
OR-J-283795,OR-094632,PRD-00256,1
OR-AE-283796,OR-094632,PRD-00002,3
OR-SS-283797,OR-094632,PRD-00468,1
OR-GDJ-283798,OR-094633,PRD-00368,5
OR-LN-283799,OR-094634,PRD-00016,4
OR-FSJ-283800,OR-094634,PRD-00018,3
OR-HC-283801,OR-094634,PRD-00015,5
OR-CS-283802,OR-094634,PRD-00042,5
OR-HPC-283803,OR-094634,PRD-00001,3
OR-SC-283804,OR-094635,PRD-00001,5
OR-AE-283805,OR-094636,PRD-00001,4
OR-S-283806,OR-094637,PRD-00011,1
OR-KSC-283807,OR-094637,PRD-00004,5
OR-I-283808,OR-094637,PRD-00038,5
OR-J-283809,OR-094637,PRD-00475,1
OR-C-283810,OR-094638,PRD-00008,3
OR-J-283811,OR-094639,PRD-00028,2
OR-FSJ-283812,OR-094639,PRD-00009,2
OR-WW-283813,OR-094640,PRD-00177,3
OR-GDJ-283814,OR-094641,PRD-00258,2
OR-S-283815,OR-094641,PRD-00218,5
OR-S-283816,OR-094641,PRD-00421,2
OR-C-283817,OR-094641,PRD-00001,4
OR-MF-283818,OR-094641,PRD-00169,5
OR-HC-283819,OR-094642,PRD-00093,3
OR-TP-283820,OR-094642,PRD-00003,2
OR-BL-283821,OR-094643,PRD-00372,4
OR-HC-283822,OR-094643,PRD-00002,4
OR-WW-283823,OR-094643,PRD-00057,5
OR-TP-283824,OR-094644,PRD-00003,4
OR-HC-283825,OR-094644,PRD-00011,5
OR-AE-283826,OR-094645,PRD-00074,5
OR-W-283827,OR-094645,PRD-00026,5
OR-SC-283828,OR-094645,PRD-00010,4
OR-C-283829,OR-094645,PRD-00005,5
OR-I-283830,OR-094645,PRD-00168,3
OR-KF-283831,OR-094646,PRD-00001,5
OR-C-283832,OR-094646,PRD-00010,5
OR-WW-283833,OR-094647,PRD-00260,5
OR-R-283834,OR-094647,PRD-00176,4
OR-S-283835,OR-094647,PRD-00009,5
OR-S-283836,OR-094647,PRD-00100,4
OR-HCA-283837,OR-094647,PRD-00151,2
OR-BL-283838,OR-094648,PRD-00235,3
OR-W-283839,OR-094649,PRD-00023,1
OR-S-283840,OR-094650,PRD-00002,5
OR-SS-283841,OR-094650,PRD-00003,5
OR-CS-283842,OR-094651,PRD-00004,3
OR-J-283843,OR-094651,PRD-00032,3
OR-LN-283844,OR-094652,PRD-00001,1
OR-J-283845,OR-094653,PRD-00042,4
OR-CBC-283846,OR-094653,PRD-00007,4
OR-C-283847,OR-094654,PRD-00004,5
OR-B-283848,OR-094654,PRD-00221,3
OR-BL-283849,OR-094654,PRD-00013,5
OR-AA-283850,OR-094654,PRD-00001,2
OR-I-283851,OR-094655,PRD-00154,4
OR-KHA-283852,OR-094655,PRD-00001,3
OR-CE-283853,OR-094656,PRD-00078,2
OR-WW-283854,OR-094656,PRD-00108,5
OR-HES-283855,OR-094656,PRD-00006,5
OR-LN-283856,OR-094656,PRD-00152,3
OR-M-283857,OR-094657,PRD-00019,5
OR-HC-283858,OR-094657,PRD-00013,1
OR-CA-283859,OR-094657,PRD-00001,1
OR-F-283860,OR-094657,PRD-00004,5
OR-EW-283861,OR-094658,PRD-00313,3
OR-MF-283862,OR-094658,PRD-00008,1
OR-CS-283863,OR-094659,PRD-00023,1
OR-C-283864,OR-094659,PRD-00021,3
OR-LN-283865,OR-094659,PRD-00031,4
OR-H-283866,OR-094660,PRD-00001,1
OR-MF-283867,OR-094660,PRD-00007,1
OR-TP-283868,OR-094660,PRD-00076,4
OR-J-283869,OR-094660,PRD-00002,2
OR-CS-283870,OR-094661,PRD-00002,5
OR-SS-283871,OR-094662,PRD-00001,5
OR-I-283872,OR-094662,PRD-00011,4
OR-S-283873,OR-094662,PRD-00226,3
OR-FS-283874,OR-094662,PRD-00001,2
OR-BL-283875,OR-094662,PRD-00002,3
OR-TP-283876,OR-094663,PRD-00005,1
OR-KW-283877,OR-094663,PRD-00081,2
OR-SC-283878,OR-094663,PRD-00044,4
OR-FSJ-283879,OR-094663,PRD-00009,2
OR-AA-283880,OR-094664,PRD-00097,5
OR-EW-283881,OR-094664,PRD-00035,4
OR-I-283882,OR-094664,PRD-00247,2
OR-CS-283883,OR-094664,PRD-00145,5
OR-W-283884,OR-094664,PRD-00003,3
OR-CA-283885,OR-094665,PRD-00004,1
OR-APS-283886,OR-094665,PRD-00001,5
OR-MF-283887,OR-094665,PRD-00006,3
OR-EW-283888,OR-094665,PRD-00499,5
OR-S-283889,OR-094665,PRD-00009,5
OR-C-283890,OR-094666,PRD-00002,1
OR-HC-283891,OR-094666,PRD-00100,2
OR-SS-283892,OR-094666,PRD-00022,4
OR-H-283893,OR-094666,PRD-00002,3
OR-AE-283894,OR-094667,PRD-00007,2
OR-LN-283895,OR-094668,PRD-00009,5
OR-J-283896,OR-094668,PRD-00094,4
OR-SS-283897,OR-094668,PRD-00001,1
OR-H-283898,OR-094668,PRD-00003,3
OR-FSJ-283899,OR-094669,PRD-00019,3
OR-BL-283900,OR-094669,PRD-00003,3
OR-J-283901,OR-094669,PRD-00040,5
OR-AE-283902,OR-094670,PRD-00015,3
OR-SS-283903,OR-094670,PRD-00007,5
OR-WW-283904,OR-094670,PRD-00354,5
OR-FSJ-283905,OR-094670,PRD-00041,2
OR-J-283906,OR-094671,PRD-00001,1
OR-TP-283907,OR-094671,PRD-00025,5
OR-FSJ-283908,OR-094672,PRD-00113,2
OR-B-283909,OR-094672,PRD-00069,1
OR-HES-283910,OR-094672,PRD-00002,1
OR-CS-283911,OR-094672,PRD-00415,1
OR-MF-283912,OR-094672,PRD-00012,2
OR-HCA-283913,OR-094673,PRD-00002,2
OR-AE-283914,OR-094673,PRD-00002,5
OR-BL-283915,OR-094673,PRD-00001,3
OR-CS-283916,OR-094673,PRD-00132,1
OR-F-283917,OR-094674,PRD-00001,3
OR-FSJ-283918,OR-094675,PRD-00001,5
OR-BL-283919,OR-094675,PRD-00181,3
OR-CA-283920,OR-094676,PRD-00006,3
OR-J-283921,OR-094676,PRD-00001,1
OR-C-283922,OR-094676,PRD-00001,2
OR-HC-283923,OR-094676,PRD-00001,1
OR-CS-283924,OR-094676,PRD-00002,5
OR-BL-283925,OR-094677,PRD-00051,2
OR-SS-283926,OR-094677,PRD-00002,4
OR-I-283927,OR-094677,PRD-00001,3
OR-W-283928,OR-094677,PRD-00101,3
OR-AGGF-283929,OR-094677,PRD-00054,2
OR-J-283930,OR-094678,PRD-00011,3
OR-S-283931,OR-094678,PRD-00023,1
OR-I-283932,OR-094678,PRD-00005,3
OR-TP-283933,OR-094678,PRD-00015,5
OR-C-283934,OR-094678,PRD-00018,2
OR-MF-283935,OR-094679,PRD-00008,5
OR-CS-283936,OR-094679,PRD-00265,3
OR-TP-283937,OR-094679,PRD-00001,5
OR-S-283938,OR-094680,PRD-00114,1
OR-C-283939,OR-094681,PRD-00001,3
OR-I-283940,OR-094681,PRD-00127,2
OR-FSJ-283941,OR-094682,PRD-00037,1
OR-W-283942,OR-094682,PRD-00173,4
OR-SS-283943,OR-094682,PRD-00001,3
OR-CA-283944,OR-094682,PRD-00025,4
OR-C-283945,OR-094682,PRD-00017,1
OR-C-283946,OR-094683,PRD-00068,5
OR-AA-283947,OR-094683,PRD-00021,1
OR-STB-283948,OR-094683,PRD-00022,5
OR-HS-283949,OR-094683,PRD-00010,5
OR-S-283950,OR-094683,PRD-00005,1
OR-GDJ-283951,OR-094684,PRD-00015,3
OR-J-283952,OR-094684,PRD-00001,5
OR-C-283953,OR-094684,PRD-00385,4
OR-CS-283954,OR-094685,PRD-00072,5
OR-FSJ-283955,OR-094685,PRD-00362,4
OR-LN-283956,OR-094685,PRD-00003,4
OR-ISS-283957,OR-094686,PRD-00221,4
OR-EW-283958,OR-094687,PRD-00137,1
OR-S-283959,OR-094687,PRD-00056,4
OR-S-283960,OR-094687,PRD-00039,4
OR-CH-283961,OR-094687,PRD-00005,2
OR-BL-283962,OR-094688,PRD-00144,3
OR-C-283963,OR-094689,PRD-00017,3
OR-EW-283964,OR-094689,PRD-00001,2
OR-W-283965,OR-094689,PRD-00005,3
OR-SS-283966,OR-094689,PRD-00322,4
OR-B-283967,OR-094689,PRD-00182,4
OR-J-283968,OR-094690,PRD-00443,4
OR-S-283969,OR-094690,PRD-00040,5
OR-H-283970,OR-094690,PRD-00003,1
OR-EW-283971,OR-094690,PRD-00002,2
OR-C-283972,OR-094690,PRD-00002,5
OR-FS-283973,OR-094691,PRD-00001,1
OR-HF-283974,OR-094691,PRD-00008,5
OR-CS-283975,OR-094691,PRD-00002,2
OR-HES-283976,OR-094691,PRD-00009,5
OR-TP-283977,OR-094691,PRD-00322,5
OR-C-283978,OR-094692,PRD-00010,3
OR-BL-283979,OR-094693,PRD-00218,4
OR-HC-283980,OR-094694,PRD-00034,4
OR-I-283981,OR-094695,PRD-00003,3
