PaymentID,OrderID,PaymentDate,GiftCardUsage,GiftCardAmount,CouponUsage,CouponAmount,PaymentMethodID
PAY-084094,OR-084142,2005-12-14 11:14:00+00:00,No,,No,,PM-003
PAY-084095,OR-084143,2022-08-19 08:46:00+00:00,Yes,1020.0,No,,PM-002
PAY-084096,OR-084144,2023-12-03 23:32:00+00:00,Yes,2275.0,No,,PM-002
PAY-084097,OR-084145,2021-01-05 20:01:00+00:00,Yes,1553.0,Yes,368.0,PM-003
PAY-084098,OR-084146,2021-07-21 14:14:00+00:00,Yes,4169.0,Yes,102.0,PM-002
PAY-084099,OR-084147,2013-07-28 17:42:00+00:00,Yes,2528.0,Yes,142.0,PM-005
PAY-084100,OR-084148,1997-12-09 00:21:00+00:00,No,,Yes,372.0,PM-002
PAY-084101,OR-084149,2023-06-03 03:33:00+00:00,Yes,3498.0,Yes,299.0,PM-002
PAY-084102,OR-084150,2023-07-26 09:43:00+00:00,No,,No,,PM-002
PAY-084103,OR-084151,2013-04-28 16:03:00+00:00,Yes,849.0,No,,PM-002
PAY-084104,OR-084152,2020-10-16 08:58:00+00:00,Yes,4020.0,No,,PM-002
PAY-084105,OR-084153,2022-03-05 00:10:00+00:00,Yes,1057.0,Yes,282.0,PM-002
PAY-084106,OR-084154,2021-10-20 16:17:00+00:00,No,,No,,PM-002
PAY-084107,OR-084155,1996-10-10 14:15:00+00:00,Yes,3269.0,No,,PM-002
PAY-084108,OR-084156,2024-06-01 06:45:00+00:00,Yes,2938.0,No,,PM-004
PAY-084109,OR-084157,2024-01-25 20:36:00+00:00,Yes,2085.0,Yes,229.0,PM-002
PAY-084110,OR-084158,2019-04-29 10:45:00+00:00,Yes,2625.0,No,,PM-002
PAY-084111,OR-084159,2015-11-16 23:56:00+00:00,No,,No,,PM-003
PAY-084112,OR-084160,2019-06-06 13:20:00+00:00,No,,Yes,28.0,PM-002
PAY-084113,OR-084161,2014-02-03 15:42:00+00:00,Yes,3223.0,No,,PM-001
PAY-084114,OR-084162,2023-10-10 05:40:00+00:00,Yes,437.0,Yes,478.0,PM-003
PAY-084115,OR-084163,2023-08-26 10:46:00+00:00,No,,Yes,52.0,PM-003
PAY-084116,OR-084164,2021-06-13 07:24:00+00:00,Yes,1317.0,Yes,206.0,PM-001
PAY-084117,OR-084165,2017-02-11 14:48:00+00:00,Yes,400.0,No,,PM-003
PAY-084118,OR-084166,2023-09-08 09:50:00+00:00,Yes,2952.0,No,,PM-002
PAY-084119,OR-084167,2019-03-10 19:11:00+00:00,Yes,1363.0,Yes,199.0,PM-002
PAY-084120,OR-084168,2017-08-05 14:04:00+00:00,Yes,1735.0,Yes,484.0,PM-002
PAY-084121,OR-084169,2016-08-09 01:12:00+00:00,No,,Yes,193.0,PM-001
PAY-084122,OR-084170,2022-06-06 23:03:00+00:00,Yes,1855.0,No,,PM-002
PAY-084123,OR-084171,2023-09-30 19:20:00+00:00,Yes,3307.0,Yes,415.0,PM-002
PAY-084124,OR-084172,2024-02-29 16:10:00+00:00,Yes,323.0,No,,PM-002
PAY-084125,OR-084173,2022-01-11 08:38:00+00:00,Yes,458.0,No,,PM-004
PAY-084126,OR-084174,2023-02-14 19:33:00+00:00,Yes,3487.0,No,,PM-003
PAY-084127,OR-084175,2024-06-08 21:15:00+00:00,Yes,4288.0,No,,PM-004
PAY-084128,OR-084176,2016-07-03 23:40:00+00:00,Yes,2673.0,No,,PM-005
PAY-084129,OR-084177,2010-12-24 12:58:00+00:00,Yes,3035.0,Yes,22.0,PM-005
PAY-084130,OR-084178,2023-04-03 03:15:00+00:00,No,,Yes,328.0,PM-002
PAY-084131,OR-084179,2022-01-24 15:29:00+00:00,No,,Yes,257.0,PM-002
PAY-084132,OR-084180,2009-09-12 01:47:00+00:00,No,,No,,PM-002
PAY-084133,OR-084181,2022-08-01 00:24:00+00:00,Yes,4455.0,Yes,247.0,PM-002
PAY-084134,OR-084182,2006-01-12 21:32:00+00:00,Yes,3627.0,No,,PM-002
PAY-084135,OR-084183,2012-05-24 00:48:00+00:00,No,,Yes,55.0,PM-003
PAY-084136,OR-084184,2022-03-22 04:45:00+00:00,No,,Yes,332.0,PM-002
PAY-084137,OR-084185,2012-07-30 01:23:00+00:00,No,,Yes,351.0,PM-002
PAY-084138,OR-084186,2024-06-12 16:55:00+00:00,Yes,1117.0,No,,PM-002
PAY-084139,OR-084187,2024-04-27 09:50:00+00:00,No,,Yes,455.0,PM-002
PAY-084140,OR-084188,2024-05-22 10:04:00+00:00,Yes,1146.0,Yes,27.0,PM-004
PAY-084141,OR-084189,2024-02-02 14:28:00+00:00,Yes,345.0,No,,PM-001
PAY-084142,OR-084190,2023-07-02 21:00:00+00:00,Yes,2075.0,Yes,481.0,PM-004
PAY-084143,OR-084191,2020-04-10 01:05:00+00:00,Yes,2194.0,Yes,110.0,PM-002
PAY-084144,OR-084192,2018-04-26 06:44:00+00:00,Yes,2393.0,Yes,33.0,PM-002
PAY-084145,OR-084193,2024-02-20 04:47:00+00:00,Yes,3257.0,No,,PM-002
PAY-084146,OR-084194,2022-09-10 02:38:00+00:00,Yes,1829.0,Yes,261.0,PM-002
PAY-084147,OR-084195,2011-10-20 18:13:00+00:00,No,,Yes,237.0,PM-002
PAY-084148,OR-084196,2015-12-28 19:31:00+00:00,Yes,1064.0,No,,PM-001
PAY-084149,OR-084197,2023-11-28 13:51:00+00:00,Yes,3917.0,No,,PM-002
PAY-084150,OR-084198,2016-08-16 22:30:00+00:00,Yes,3376.0,Yes,346.0,PM-001
PAY-084151,OR-084199,2022-10-22 18:13:00+00:00,No,,Yes,485.0,PM-001
PAY-084152,OR-084200,2023-11-05 13:17:00+00:00,No,,Yes,463.0,PM-002
PAY-084153,OR-084201,2014-12-11 10:14:00+00:00,Yes,2638.0,No,,PM-002
PAY-084154,OR-084202,2012-01-06 17:10:00+00:00,Yes,4395.0,Yes,275.0,PM-002
PAY-084155,OR-084203,2024-06-09 21:06:00+00:00,No,,Yes,23.0,PM-002
PAY-084156,OR-084204,2023-09-11 04:56:00+00:00,No,,Yes,162.0,PM-001
PAY-084157,OR-084205,2023-02-09 02:33:00+00:00,No,,No,,PM-004
PAY-084158,OR-084206,2019-09-18 02:45:00+00:00,No,,Yes,338.0,PM-002
PAY-084159,OR-084207,2023-03-12 07:39:00+00:00,Yes,1566.0,Yes,50.0,PM-002
PAY-084160,OR-084208,2022-05-03 21:26:00+00:00,No,,No,,PM-004
PAY-084161,OR-084209,2024-06-06 18:25:00+00:00,No,,Yes,337.0,PM-004
PAY-084162,OR-084210,2021-01-24 01:00:00+00:00,Yes,2520.0,Yes,242.0,PM-002
PAY-084163,OR-084211,2020-06-23 04:02:00+00:00,Yes,4074.0,Yes,425.0,PM-001
PAY-084164,OR-084212,2019-09-11 12:43:00+00:00,No,,Yes,108.0,PM-002
PAY-084165,OR-084213,2023-02-23 14:08:00+00:00,Yes,3996.0,Yes,485.0,PM-004
PAY-084166,OR-084214,2024-05-02 19:58:00+00:00,Yes,3117.0,No,,PM-003
PAY-084167,OR-084215,2024-02-27 19:33:00+00:00,No,,No,,PM-002
PAY-084168,OR-084216,2023-06-28 17:46:00+00:00,Yes,4557.0,No,,PM-001
PAY-084169,OR-084217,2018-02-21 10:23:00+00:00,Yes,1293.0,Yes,254.0,PM-002
PAY-084170,OR-084218,2024-06-13 15:12:00+00:00,Yes,2592.0,No,,PM-005
PAY-084171,OR-084219,2017-03-18 19:07:00+00:00,No,,Yes,190.0,PM-002
PAY-084172,OR-084220,2018-12-30 19:43:00+00:00,Yes,238.0,No,,PM-001
PAY-084173,OR-084221,1995-08-21 21:55:00+00:00,Yes,1529.0,Yes,239.0,PM-002
PAY-084174,OR-084222,2020-02-27 02:20:00+00:00,No,,No,,PM-002
PAY-084175,OR-084223,2024-05-31 19:02:00+00:00,Yes,4507.0,Yes,478.0,PM-002
PAY-084176,OR-084224,2024-06-12 09:41:00+00:00,Yes,1720.0,No,,PM-002
PAY-084177,OR-084225,2024-05-26 17:13:00+00:00,No,,No,,PM-002
PAY-084178,OR-084226,2019-05-15 06:43:00+00:00,No,,No,,PM-004
PAY-084179,OR-084227,2019-05-23 14:42:00+00:00,No,,Yes,242.0,PM-002
PAY-084180,OR-084228,2023-06-03 04:20:00+00:00,Yes,1510.0,No,,PM-002
PAY-084181,OR-084229,2023-11-20 00:00:00+00:00,Yes,671.0,No,,PM-002
PAY-084182,OR-084230,2020-06-05 13:40:00+00:00,Yes,1944.0,Yes,281.0,PM-002
PAY-084183,OR-084231,2022-02-11 17:33:00+00:00,Yes,1379.0,No,,PM-002
PAY-084184,OR-084232,2024-05-07 21:03:00+00:00,Yes,4873.0,Yes,493.0,PM-001
PAY-084185,OR-084233,2014-03-11 15:33:00+00:00,Yes,3444.0,No,,PM-002
PAY-084186,OR-084234,2019-04-16 12:45:00+00:00,No,,No,,PM-001
PAY-084187,OR-084235,2024-03-12 17:19:00+00:00,Yes,514.0,No,,PM-002
PAY-084188,OR-084236,2023-02-06 11:39:00+00:00,Yes,992.0,Yes,351.0,PM-002
PAY-084189,OR-084237,2016-09-13 12:34:00+00:00,No,,Yes,341.0,PM-002
PAY-084190,OR-084238,2022-03-04 10:39:00+00:00,No,,No,,PM-002
PAY-084191,OR-084239,2021-02-24 05:19:00+00:00,No,,Yes,14.0,PM-003
PAY-084192,OR-084240,2020-07-22 21:42:00+00:00,Yes,2617.0,No,,PM-002
PAY-084193,OR-084241,2013-10-27 09:59:00+00:00,Yes,941.0,No,,PM-002
PAY-084194,OR-084242,2024-06-01 02:37:00+00:00,No,,Yes,10.0,PM-003
PAY-084195,OR-084243,2022-07-02 23:02:00+00:00,Yes,4802.0,No,,PM-002
PAY-084196,OR-084244,2021-08-23 19:23:00+00:00,No,,Yes,108.0,PM-005
PAY-084197,OR-084245,2014-03-07 14:16:00+00:00,No,,No,,PM-002
PAY-084198,OR-084246,2024-04-06 08:42:00+00:00,Yes,1317.0,Yes,432.0,PM-001
PAY-084199,OR-084247,2022-12-06 04:10:00+00:00,No,,Yes,475.0,PM-003
PAY-084200,OR-084248,2022-11-30 10:43:00+00:00,Yes,3419.0,No,,PM-001
PAY-084201,OR-084249,2024-05-29 09:11:00+00:00,No,,Yes,471.0,PM-002
PAY-084202,OR-084250,2024-01-23 15:35:00+00:00,Yes,4512.0,Yes,63.0,PM-002
PAY-084203,OR-084251,2023-11-20 03:51:00+00:00,No,,No,,PM-002
PAY-084204,OR-084252,2022-07-13 15:05:00+00:00,No,,Yes,13.0,PM-002
PAY-084205,OR-084253,2022-04-17 00:48:00+00:00,No,,Yes,397.0,PM-002
PAY-084206,OR-084254,2020-01-09 00:39:00+00:00,No,,No,,PM-003
PAY-084207,OR-084255,2023-09-19 16:44:00+00:00,Yes,3900.0,No,,PM-005
PAY-084208,OR-084256,2017-07-16 06:36:00+00:00,No,,Yes,325.0,PM-002
PAY-084209,OR-084257,2023-04-23 17:39:00+00:00,Yes,4009.0,Yes,69.0,PM-005
PAY-084210,OR-084258,2015-11-14 10:48:00+00:00,No,,Yes,298.0,PM-002
PAY-084211,OR-084259,2009-04-03 09:50:00+00:00,Yes,3115.0,Yes,263.0,PM-002
PAY-084212,OR-084260,2017-12-27 18:46:00+00:00,No,,Yes,161.0,PM-002
PAY-084213,OR-084261,2024-04-17 16:29:00+00:00,No,,No,,PM-003
PAY-084214,OR-084262,2018-10-20 11:10:00+00:00,No,,Yes,384.0,PM-002
PAY-084215,OR-084263,2010-05-22 09:29:00+00:00,Yes,2778.0,No,,PM-005
PAY-084216,OR-084264,2021-07-04 20:03:00+00:00,Yes,1075.0,No,,PM-002
PAY-084217,OR-084265,2022-03-23 17:29:00+00:00,Yes,521.0,No,,PM-005
PAY-084218,OR-084266,2021-08-29 21:22:00+00:00,Yes,4935.0,No,,PM-002
PAY-084219,OR-084267,2024-04-29 13:52:00+00:00,No,,No,,PM-003
PAY-084220,OR-084268,2019-06-04 03:11:00+00:00,No,,No,,PM-002
PAY-084221,OR-084269,2024-04-13 16:19:00+00:00,Yes,1919.0,No,,PM-002
PAY-084222,OR-084270,2024-03-13 04:28:00+00:00,Yes,4166.0,No,,PM-003
PAY-084223,OR-084271,2015-10-19 05:47:00+00:00,No,,No,,PM-002
PAY-084224,OR-084272,2021-12-14 05:25:00+00:00,Yes,2523.0,Yes,368.0,PM-002
PAY-084225,OR-084273,2019-08-25 10:45:00+00:00,No,,Yes,407.0,PM-002
PAY-084226,OR-084274,2023-12-20 03:13:00+00:00,No,,Yes,140.0,PM-002
PAY-084227,OR-084275,2023-12-22 07:55:00+00:00,No,,No,,PM-002
PAY-084228,OR-084276,2021-04-08 23:34:00+00:00,Yes,3470.0,No,,PM-002
PAY-084229,OR-084277,2023-03-30 19:07:00+00:00,Yes,4220.0,No,,PM-002
PAY-084230,OR-084278,2024-05-31 13:09:00+00:00,Yes,2575.0,Yes,44.0,PM-002
PAY-084231,OR-084279,2014-01-08 14:37:00+00:00,Yes,2666.0,No,,PM-002
PAY-084232,OR-084280,2023-09-15 04:26:00+00:00,Yes,2291.0,No,,PM-002
PAY-084233,OR-084281,2018-07-27 05:30:00+00:00,No,,No,,PM-005
PAY-084234,OR-084282,2020-07-29 05:32:00+00:00,Yes,3326.0,No,,PM-002
PAY-084235,OR-084283,2004-09-25 04:47:00+00:00,Yes,2885.0,Yes,168.0,PM-005
PAY-084236,OR-084284,2024-06-11 08:42:00+00:00,Yes,2863.0,Yes,420.0,PM-002
PAY-084237,OR-084285,2024-06-15 13:40:00+00:00,No,,No,,PM-001
PAY-084238,OR-084286,2015-01-21 09:06:00+00:00,No,,No,,PM-002
PAY-084239,OR-084287,2024-02-09 20:54:00+00:00,No,,No,,PM-002
PAY-084240,OR-084288,2019-10-05 10:06:00+00:00,Yes,2718.0,No,,PM-002
PAY-084241,OR-084289,2023-10-18 15:19:00+00:00,Yes,1840.0,Yes,340.0,PM-002
PAY-084242,OR-084290,2017-05-02 21:54:00+00:00,Yes,2598.0,Yes,147.0,PM-002
PAY-084243,OR-084291,2024-04-27 01:33:00+00:00,Yes,849.0,Yes,380.0,PM-002
PAY-084244,OR-084292,2023-01-13 07:10:00+00:00,Yes,1914.0,No,,PM-001
PAY-084245,OR-084293,2016-12-25 00:55:00+00:00,No,,Yes,457.0,PM-002
PAY-084246,OR-084294,2004-09-30 19:25:00+00:00,Yes,1372.0,Yes,260.0,PM-002
PAY-084247,OR-084295,2024-04-04 06:22:00+00:00,Yes,1430.0,No,,PM-001
PAY-084248,OR-084296,2014-09-15 04:46:00+00:00,Yes,888.0,No,,PM-002
PAY-084249,OR-084297,2021-10-24 07:37:00+00:00,No,,Yes,57.0,PM-002
PAY-084250,OR-084298,2022-11-14 00:40:00+00:00,No,,Yes,241.0,PM-003
PAY-084251,OR-084299,2023-11-09 09:03:00+00:00,Yes,2424.0,No,,PM-002
PAY-084252,OR-084300,2023-09-23 11:08:00+00:00,No,,No,,PM-002
PAY-084253,OR-084301,2024-03-29 04:41:00+00:00,No,,Yes,183.0,PM-002
PAY-084254,OR-084302,2019-08-19 17:50:00+00:00,No,,Yes,53.0,PM-002
PAY-084255,OR-084303,2024-05-26 09:12:00+00:00,Yes,2846.0,No,,PM-002
PAY-084256,OR-084304,2018-03-25 22:46:00+00:00,Yes,4312.0,No,,PM-002
PAY-084257,OR-084305,2022-06-23 16:22:00+00:00,Yes,3237.0,No,,PM-004
PAY-084258,OR-084306,2015-06-05 00:11:00+00:00,No,,Yes,344.0,PM-003
PAY-084259,OR-084307,2024-05-26 14:03:00+00:00,Yes,4792.0,No,,PM-002
PAY-084260,OR-084308,2021-12-01 13:14:00+00:00,Yes,3686.0,No,,PM-003
PAY-084261,OR-084309,2021-11-29 03:26:00+00:00,No,,No,,PM-002
PAY-084262,OR-084310,2015-12-10 11:19:00+00:00,Yes,1519.0,Yes,461.0,PM-002
PAY-084263,OR-084311,2023-05-19 14:05:00+00:00,No,,No,,PM-002
PAY-084264,OR-084312,2020-10-12 01:13:00+00:00,No,,No,,PM-002
PAY-084265,OR-084313,2021-11-08 16:37:00+00:00,Yes,1014.0,Yes,437.0,PM-001
PAY-084266,OR-084314,2024-03-25 08:43:00+00:00,Yes,1614.0,Yes,488.0,PM-001
PAY-084267,OR-084315,2008-11-26 07:18:00+00:00,Yes,1771.0,Yes,410.0,PM-003
PAY-084268,OR-084316,2017-10-28 03:55:00+00:00,No,,Yes,323.0,PM-003
PAY-084269,OR-084317,2023-07-04 21:49:00+00:00,Yes,405.0,Yes,316.0,PM-002
PAY-084270,OR-084318,2024-01-23 18:52:00+00:00,Yes,2618.0,Yes,182.0,PM-002
PAY-084271,OR-084319,2022-09-30 11:10:00+00:00,No,,No,,PM-004
PAY-084272,OR-084320,2022-06-19 04:12:00+00:00,Yes,3483.0,Yes,281.0,PM-002
PAY-084273,OR-084321,2021-11-29 20:26:00+00:00,Yes,2499.0,Yes,101.0,PM-002
PAY-084274,OR-084322,2023-11-12 08:58:00+00:00,No,,No,,PM-002
PAY-084275,OR-084323,2023-12-03 13:07:00+00:00,Yes,2862.0,Yes,343.0,PM-004
PAY-084276,OR-084324,2021-11-20 16:11:00+00:00,No,,No,,PM-005
PAY-084277,OR-084325,2022-03-19 22:34:00+00:00,No,,No,,PM-002
PAY-084278,OR-084326,2024-02-05 18:57:00+00:00,No,,No,,PM-002
PAY-084279,OR-084327,2018-04-17 22:00:00+00:00,Yes,883.0,No,,PM-004
PAY-084280,OR-084328,2024-03-27 11:35:00+00:00,No,,No,,PM-003
PAY-084281,OR-084329,2022-04-24 19:07:00+00:00,Yes,842.0,No,,PM-002
PAY-084282,OR-084330,2024-02-18 07:44:00+00:00,No,,No,,PM-002
PAY-084283,OR-084331,2009-12-19 14:05:00+00:00,Yes,1319.0,No,,PM-002
PAY-084284,OR-084332,2014-12-25 22:22:00+00:00,No,,No,,PM-004
PAY-084285,OR-084333,2023-04-22 19:30:00+00:00,Yes,357.0,Yes,457.0,PM-001
PAY-084286,OR-084334,2022-03-26 18:49:00+00:00,Yes,2114.0,Yes,145.0,PM-002
PAY-084287,OR-084335,2014-10-29 12:29:00+00:00,No,,Yes,321.0,PM-003
PAY-084288,OR-084336,2021-10-05 21:00:00+00:00,Yes,3879.0,No,,PM-002
PAY-084289,OR-084337,2017-11-18 14:49:00+00:00,No,,No,,PM-001
PAY-084290,OR-084338,2024-01-18 13:22:00+00:00,No,,No,,PM-004
PAY-084291,OR-084339,2020-02-01 08:28:00+00:00,No,,No,,PM-001
PAY-084292,OR-084340,2023-01-20 21:09:00+00:00,No,,No,,PM-003
PAY-084293,OR-084341,2017-01-20 02:19:00+00:00,No,,Yes,102.0,PM-004
PAY-084294,OR-084342,2022-08-08 00:28:00+00:00,No,,No,,PM-002
PAY-084295,OR-084343,2022-07-20 21:21:00+00:00,No,,No,,PM-002
PAY-084296,OR-084344,2004-04-15 06:52:00+00:00,Yes,3845.0,No,,PM-005
PAY-084297,OR-084345,2022-11-10 21:18:00+00:00,Yes,3193.0,No,,PM-003
PAY-084298,OR-084346,2023-04-07 18:43:00+00:00,Yes,1718.0,No,,PM-003
PAY-084299,OR-084347,2015-03-22 14:10:00+00:00,Yes,1286.0,Yes,494.0,PM-002
PAY-084300,OR-084348,2018-09-20 17:53:00+00:00,Yes,3867.0,No,,PM-003
PAY-084301,OR-084349,2022-05-04 15:11:00+00:00,Yes,1073.0,Yes,54.0,PM-002
PAY-084302,OR-084350,2024-05-06 03:46:00+00:00,No,,No,,PM-004
PAY-084303,OR-084351,2023-12-23 11:39:00+00:00,Yes,4276.0,Yes,381.0,PM-002
PAY-084304,OR-084352,2022-09-12 07:21:00+00:00,Yes,2844.0,No,,PM-002
PAY-084305,OR-084353,2020-01-04 10:12:00+00:00,No,,Yes,54.0,PM-002
PAY-084306,OR-084354,2023-02-07 19:22:00+00:00,No,,Yes,498.0,PM-004
PAY-084307,OR-084355,2024-05-29 10:06:00+00:00,Yes,3836.0,No,,PM-004
PAY-084308,OR-084356,2024-06-07 23:35:00+00:00,Yes,1480.0,No,,PM-001
PAY-084309,OR-084357,2024-04-23 10:56:00+00:00,No,,Yes,236.0,PM-002
PAY-084310,OR-084358,2024-04-16 01:20:00+00:00,No,,Yes,310.0,PM-002
PAY-084311,OR-084359,2024-01-15 06:42:00+00:00,No,,No,,PM-001
PAY-084312,OR-084360,2019-05-04 09:33:00+00:00,Yes,2256.0,No,,PM-002
PAY-084313,OR-084361,2021-01-27 21:57:00+00:00,No,,Yes,476.0,PM-002
PAY-084314,OR-084362,2023-12-30 19:24:00+00:00,Yes,1575.0,No,,PM-003
PAY-084315,OR-084363,2023-12-16 17:55:00+00:00,Yes,4819.0,No,,PM-004
PAY-084316,OR-084364,2024-04-02 10:53:00+00:00,Yes,496.0,Yes,328.0,PM-002
PAY-084317,OR-084365,2021-12-22 00:48:00+00:00,Yes,199.0,No,,PM-001
PAY-084318,OR-084366,2023-05-01 03:50:00+00:00,Yes,2354.0,No,,PM-002
PAY-084319,OR-084367,2024-05-03 00:32:00+00:00,No,,Yes,161.0,PM-002
PAY-084320,OR-084368,2024-02-04 15:36:00+00:00,No,,Yes,144.0,PM-005
